sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-44688.79851219607,0.0,-0.0004468879851219606,1.9164306005698032e+23,1.4160349129290373e+24,0.0,1.181577697334837e+24,191643060056.9803,1416034912929.037,0.0,1181577697334.8364,0.0,0.0,0.0,701101863410.274,0.0,0.0,0.0,0.0,191643060056.98,1416034912929.0354,0.0,520971726681.6937,0.0,0.0,0.0,-40495892757.13254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3683560.0033229725,413039.79239916627,5.261547071547042e-65,701519962274.5978,0.0,0.0,0.0,0.0,165296.66030147928,5933366.384833356,7.558338480011382e-64,701237116619.4857,0.0,0.0,0.0,0.0,191654789338.0424,1416085399913.985,62589821.10579337,520971731135.49695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2730781445.2797184,0.0,0.0,0.0,0.0027307814452797174,0.0,0.0,0.0,-701101863410.274,0.0,0.0,0.0,701112248590.2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40495892757.13254,0.0,0.0,0.0,-40506277937.08786,-44688.798512194524,-3.7865323450608574e-18,-0.00044688798512194515,-3.7865323450608567e-26,1.9164306005698032e+23,1.4160349129290373e+24,0.0,1.1815776973348389e+24,191643060056.9803,1416034912929.037,0.0,1181577697334.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701112248590.2318,191643060056.98,1416034912929.0354,0.0,520971726681.6937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40506277937.08786
0.02,-1,-1,1,0.0,-44682.10925288494,0.0,-0.00044682109252884935,1.9164305830119615e+23,1.416034894976792e+24,0.0,1.1811602034659717e+24,191643058301.1961,1416034894976.7917,0.0,1181160203465.9712,0.0,0.0,0.0,701113161867.1229,0.0,0.0,0.0,0.0,191643058301.19577,1416034894976.7896,0.0,520971726595.5586,0.0,0.0,0.0,-40924684996.71084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684164.7882211353,410938.57292207284,5.234778825439151e-65,701535732659.9731,0.0,0.0,0.0,0.0,164640.34741449697,5935467.591503165,7.56101530473804e-64,701221341958.6942,0.0,0.0,0.0,0.0,191654789338.04294,1416085399913.9858,62589821.1057934,520971731135.4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5691743749144839.0,0.0,0.0,0.0,5691.743749144836,0.0,0.0,0.0,-701113161867.1229,0.0,0.0,0.0,701095180717.9437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40924684996.71084,0.0,0.0,0.0,-40906698155.78843,-44682.10925288357,-1.262177448353619e-18,-0.0004468210925288357,-1.2621774483536189e-26,1.9164305830119615e+23,1.416034894976792e+24,0.0,1.1811602091577161e+24,191643058301.1961,1416034894976.7917,0.0,1181160209157.7156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701095180717.9437,191643058301.19577,1416034894976.7896,0.0,520971726595.5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40906698155.78843
0.04,-1,-1,1,0.0,-44675.324165583566,0.0,-0.00044675324165583557,1.9164305657659864e+23,1.416034877121339e+24,0.0,1.18073672491678e+24,191643056576.5986,1416034877121.3386,0.0,1180736724916.7795,0.0,0.0,0.0,701124849569.288,0.0,0.0,0.0,0.0,191643056576.5984,1416034877121.3352,0.0,520971726507.3449,0.0,0.0,0.0,-41359851159.854515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3684751.923203865,408863.34528832627,5.208341776034165e-65,701551958734.5353,0.0,0.0,0.0,0.0,164000.1666497544,5937542.80647841,7.563659009792989e-64,701205111004.8943,0.0,0.0,0.0,0.0,191654789338.04343,1416085399913.9858,62589821.10579337,520971731135.49866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8636361139211696e+16,0.0,0.0,0.0,18636.361139211687,0.0,0.0,0.0,-701124849569.288,0.0,0.0,0.0,701077638749.1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41359851159.854515,0.0,0.0,0.0,-41312621703.386215,-44675.324165582046,-1.262177448353619e-18,-0.0004467532416558204,-1.2621774483536189e-26,1.9164305657659864e+23,1.416034877121339e+24,0.0,1.1807367435531402e+24,191643056576.5986,1416034877121.3386,0.0,1180736743553.1396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701077638749.1812,191643056576.5984,1416034877121.3352,0.0,520971726507.3449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41312621703.386215
0.06,-1,-1,1,0.0,-44668.43927636607,0.0,-0.00044668439276366066,1.9164305488342495e+23,1.41603485936143e+24,0.0,1.1803070262944949e+24,191643054883.4249,1416034859361.4297,0.0,1180307026294.4944,0.0,0.0,0.0,701136932599.5447,0.0,0.0,0.0,0.0,191643054883.42468,1416034859361.4277,0.0,520971726416.9542,0.0,0.0,0.0,-41801632722.00462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685321.4747073315,406813.78770681773,5.182231825830559e-65,701568649098.8486,0.0,0.0,0.0,0.0,163376.02337910942,5939592.35154862,7.566270004926376e-64,701188415113.4691,0.0,0.0,0.0,0.0,191654789338.04282,1416085399913.9849,62589821.10579337,520971731135.49786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2449893487072148e+16,0.0,0.0,0.0,12449.893487072142,0.0,0.0,0.0,-701136932599.5447,0.0,0.0,0.0,701059613223.7535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41801632722.00462,0.0,0.0,0.0,-41724300896.31979,-44668.43927636483,-1.262177448353619e-18,-0.0004466843927636482,-1.2621774483536189e-26,1.9164305488342495e+23,1.41603485936143e+24,0.0,1.18030703874439e+24,191643054883.4249,1416034859361.4297,0.0,1180307038744.3894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701059613223.7535,191643054883.42468,1416034859361.4277,0.0,520971726416.9542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41724300896.31979
0.08,-1,-1,1,0.0,-44661.45038428261,0.0,-0.00044661450384282604,1.9164305322185995e+23,1.4160348416967414e+24,0.0,1.1798708388169187e+24,191643053221.8599,1416034841696.741,0.0,1179870838816.9182,0.0,0.0,0.0,701149411977.0355,0.0,0.0,0.0,0.0,191643053221.8596,1416034841696.7395,0.0,520971726324.28705,0.0,0.0,0.0,-42250299484.405846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685873.55192285,404789.68999167834,5.156446299146505e-65,701585807585.0062,0.0,0.0,0.0,0.0,162767.79578418244,5941616.436898694,7.568848557706404e-64,701171250407.8284,0.0,0.0,0.0,0.0,191654789338.0429,1416085399913.9854,62589821.105793364,520971731135.49805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091559173142072.2,0.0,0.0,0.0,1091.5591731420718,0.0,0.0,0.0,-701149411977.0355,0.0,0.0,0.0,701041099456.4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42250299484.405846,0.0,0.0,0.0,-42141985872.21273,-44661.45038428097,-2.524354896707238e-18,-0.0004466145038428096,-2.5243548967072378e-26,1.9164305322185995e+23,1.4160348416967414e+24,0.0,1.1798708399084766e+24,191643053221.8599,1416034841696.741,0.0,1179870839908.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701041099456.4015,191643053221.8596,1416034841696.7395,0.0,520971726324.28705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42141985872.21273
0.1,-1,-1,1,0.0,-44654.352915999036,0.0,-0.0004465435291599903,1.9164305159205075e+23,1.4160348241267297e+24,0.0,1.1794278682505085e+24,191643051592.05072,1416034824126.7295,0.0,1179427868250.508,0.0,0.0,0.0,701162288177.3689,0.0,0.0,0.0,0.0,191643051592.0504,1416034824126.7275,0.0,520971726229.2296,0.0,0.0,0.0,-42706146156.09108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3686408.2726355027,402790.8215423205,5.130982260300676e-65,701603437741.2589,0.0,0.0,0.0,0.0,162175.35442775936,5943615.293128181,7.571394961701208e-64,701153613293.6375,0.0,0.0,0.0,0.0,191654789338.04285,1416085399913.9849,62589821.10579337,520971731135.49786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107369290699426.5,0.0,0.0,0.0,2107.3692906994256,0.0,0.0,0.0,-701162288177.3689,0.0,0.0,0.0,701022092972.7638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42706146156.09108,0.0,0.0,0.0,-42565948844.116425,-44654.352915997464,-2.524354896707238e-18,-0.00044654352915997456,-2.5243548967072378e-26,1.9164305159205075e+23,1.4160348241267297e+24,0.0,1.1794278703578775e+24,191643051592.05072,1416034824126.7295,0.0,1179427870357.877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701022092972.7638,191643051592.0504,1416034824126.7275,0.0,520971726229.2296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42565948844.116425
0.12,-1,-1,1,0.0,-44647.14199637621,0.0,-0.000446471419963762,1.916430499942204e+23,1.4160348066503564e+24,0.0,1.1789778171170186e+24,191643049994.22037,1416034806650.356,0.0,1178977817117.018,0.0,0.0,0.0,701175565089.9274,0.0,0.0,0.0,0.0,191643049994.22012,1416034806650.352,0.0,520971726131.66,0.0,0.0,0.0,-43169474104.570305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3686925.7134651104,400816.90036327305,5.105836119011912e-65,701621546599.1433,0.0,0.0,0.0,0.0,161598.59974408153,5945589.2022311725,7.573909575938946e-64,701135496690.0374,0.0,0.0,0.0,0.0,191654789338.0429,1416085399913.9854,62589821.10579339,520971731135.49786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2037461230391753.8,0.0,0.0,0.0,2037.461230391753,0.0,0.0,0.0,-701175565089.9274,0.0,0.0,0.0,701002585712.8817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43169474104.570305,0.0,0.0,0.0,-42996492690.06305,-44647.14199637488,-2.524354896707238e-18,-0.0004464714199637487,-2.5243548967072378e-26,1.916430499942204e+23,1.4160348066503564e+24,0.0,1.1789778191544792e+24,191643049994.22037,1416034806650.356,0.0,1178977819154.4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701002585712.8817,191643049994.22012,1416034806650.352,0.0,520971726131.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42996492690.06305
0.14,-1,-1,1,0.0,-44639.81230908465,0.0,-0.00044639812309084647,1.9164304842853468e+23,1.4160347892665796e+24,0.0,1.1785203529632332e+24,191643048428.53464,1416034789266.5793,0.0,1178520352963.2327,0.0,0.0,0.0,701189244597.7667,0.0,0.0,0.0,0.0,191643048428.5344,1416034789266.5771,0.0,520971726031.4454,0.0,0.0,0.0,-43640617665.9802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687425.974948532,398867.6517661925,5.081004378156897e-65,701640139527.5558,0.0,0.0,0.0,0.0,161037.41370828645,5947538.438894646,7.576392750131938e-64,701116895177.3875,0.0,0.0,0.0,0.0,191654789338.04282,1416085399913.9856,62589821.10579336,520971731135.4981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1967839614268742.5,0.0,0.0,0.0,1967.8396142687416,0.0,0.0,0.0,-701189244597.7667,0.0,0.0,0.0,700982571206.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43640617665.9802,0.0,0.0,0.0,-43433942307.174126,-44639.81230908338,-2.524354896707238e-18,-0.0004463981230908337,-2.5243548967072378e-26,1.9164304842853468e+23,1.4160347892665796e+24,0.0,1.1785203549310733e+24,191643048428.53464,1416034789266.5793,0.0,1178520354931.0728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700982571206.8002,191643048428.5344,1416034789266.5771,0.0,520971726031.4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43433942307.174126
0.16,-1,-1,1,0.0,-44632.35812019915,0.0,-0.0004463235812019914,1.9164304689516005e+23,1.4160347719742873e+24,0.0,1.1780551179065585e+24,191643046895.16,1416034771974.2869,0.0,1178055117906.5579,0.0,0.0,0.0,701203328420.9246,0.0,0.0,0.0,0.0,191643046895.1598,1416034771974.2834,0.0,520971725928.4399,0.0,0.0,0.0,-44119936442.80703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687909.1554987654,396942.79918668984,5.056483516815864e-65,701659221995.7969,0.0,0.0,0.0,0.0,160491.6801407218,5949463.279681602,7.578844836372178e-64,701097803233.562,0.0,0.0,0.0,0.0,191654789338.0432,1416085399913.9854,62589821.105793364,520971731135.49866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898578058838903.5,0.0,0.0,0.0,1898.5780588389025,0.0,0.0,0.0,-701203328420.9246,0.0,0.0,0.0,700962042796.9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44119936442.80703,0.0,0.0,0.0,-43878648920.265045,-44632.358120197685,-3.7865323450608574e-18,-0.00044632358120197683,-3.7865323450608567e-26,1.9164304689516005e+23,1.4160347719742873e+24,0.0,1.1780551198051357e+24,191643046895.16,1416034771974.2869,0.0,1178055119805.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700962042796.9603,191643046895.1598,1416034771974.2834,0.0,520971725928.4399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43878648920.265045
