sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-42100.85916793241,0.0,-0.00042100859167932403,0.0,1.4160289520543259e+24,7.0502320745504855e+22,5.705989568436587e+23,0.0,1416028952054.3254,70502320745.50484,1141197913687.317,0.0,0.0,0.0,1160090378502.018,0.0,0.0,0.0,0.0,0.0,1416028952054.3235,70502320745.50471,712621994374.5505,0.0,0.0,0.0,-731514459189.2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.37971633086955e-65,265303.7929933789,2189014.65999496,1167714428103.0986,0.0,0.0,0.0,0.0,3.8732607811122533e-63,30405096.249603692,0.042138042014487745,1765955493301.2793,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0068,70505856809.93727,712626520470.7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25679045356.810104,0.0,0.0,0.0,-0.051358090713620186,0.0,0.0,0.0,-1160090378502.018,0.0,0.0,0.0,1744708999487.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731514459189.2516,0.0,0.0,0.0,-1316133080175.082,-42100.859167930736,-6.310887241768095e-19,-0.0004210085916793073,-6.3108872417680944e-27,0.0,1.4160289520543259e+24,7.0502320745504855e+22,5.705989568436334e+23,0.0,1416028952054.3254,70502320745.50484,1141197913687.2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744708999487.8,0.0,1416028952054.3235,70502320745.50471,712621994374.5505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1316133080175.082
0.02,-1,-1,1,0.0,-42079.875989486834,0.0,-0.0004207987598948683,0.0,1.4160289453524578e+24,7.050231271612911e+22,5.699441307074971e+23,0.0,1416028945352.4575,70502312716.12909,1139888261414.9937,0.0,0.0,0.0,1159705197669.307,0.0,0.0,0.0,0.0,0.0,1416028945352.4553,70502312716.12897,712621986775.1,0.0,0.0,0.0,-732438923029.4102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3812867318043475e-65,265427.0690535284,2190351.6835031053,1167338883939.3857,0.0,0.0,0.0,0.0,3.873182261062109e-63,30404479.889926072,0.042744480607512424,1766006025340.1501,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0059,70505856809.93715,712626520470.7101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-245576766080223.12,0.0,0.0,0.0,-491.15353216044605,0.0,0.0,0.0,-1159705197669.307,0.0,0.0,0.0,1744737891817.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732438923029.4102,0.0,0.0,0.0,-1317471617668.5493,-42079.87598948513,-9.466330862652144e-19,-0.00042079875989485126,-9.466330862652142e-27,0.0,1.4160289453524578e+24,7.050231271612911e+22,5.6994413046192066e+23,0.0,1416028945352.4575,70502312716.12909,1139888260923.8408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744737891817.2925,0.0,1416028945352.4553,70502312716.12897,712621986775.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1317471617668.5493
0.04,-1,-1,1,0.0,-42058.715163424786,0.0,-0.0004205871516342478,0.0,1.416028938593499e+24,7.05023046086068e+22,5.692837608561172e+23,0.0,1416028938593.4985,70502304608.60678,1138567521712.234,0.0,0.0,0.0,1159316690485.307,0.0,0.0,0.0,0.0,0.0,1416028938593.4966,70502304608.60666,712621979108.1493,0.0,0.0,0.0,-733371147881.2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.382869833896414e-65,265551.3421517977,2191700.261833041,1166960094324.9275,0.0,0.0,0.0,0.0,3.873103105954081e-63,30403858.545224164,0.04337118436270542,1766056806945.8591,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0059,70505856809.93692,712626520470.7098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1031798989104107.5,0.0,0.0,0.0,-2063.597978208214,0.0,0.0,0.0,-1159316690485.307,0.0,0.0,0.0,1744766853331.8738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733371147881.2224,0.0,0.0,0.0,-1318821312791.3855,-42058.71516342309,-6.310887241768095e-19,-0.0004205871516342309,-6.3108872417680944e-27,0.0,1.416028938593499e+24,7.05023046086068e+22,5.6928375982431815e+23,0.0,1416028938593.4985,70502304608.60678,1138567519648.6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744766853331.8738,0.0,1416028938593.4966,70502304608.60666,712621979108.1493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1318821312791.3855
0.06,-1,-1,1,0.0,-42037.37235485622,0.0,-0.0004203737235485621,0.0,1.416028931776061e+24,7.050229642100923e+22,5.686177115102525e+23,0.0,1416028931776.0608,70502296421.00922,1137235423020.5044,0.0,0.0,0.0,1158924775410.6296,0.0,0.0,0.0,0.0,0.0,1416028931776.0586,70502296421.00903,712621971372.0562,0.0,0.0,0.0,-734311323762.1819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.384465943042049e-65,265676.63630098104,2193060.6787477457,1166577979700.0889,0.0,0.0,0.0,0.0,3.8730233004933456e-63,30403232.095437802,0.04401920482484637,1766107844712.7344,0.0,0.0,0.0,0.0,62589821.105793454,1416085399914.0076,70505856809.9374,712626520470.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617257994090207.1,0.0,0.0,0.0,-1234.5159881804138,0.0,0.0,0.0,-1158924775410.6296,0.0,0.0,0.0,1744795886255.9385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734311323762.1819,0.0,0.0,0.0,-1320182435842.0032,-42037.3723548546,-6.310887241768095e-19,-0.0004203737235485459,-6.3108872417680944e-27,0.0,1.416028931776061e+24,7.050229642100923e+22,5.68617710892994e+23,0.0,1416028931776.0608,70502296421.00922,1137235421785.9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744795886255.9385,0.0,1416028931776.0586,70502296421.00903,712621971372.0562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1320182435842.0032
0.08,-1,-1,1,0.0,-42015.84302192131,0.0,-0.0004201584302192131,0.0,1.4160289248986636e+24,7.05022881513264e+22,5.679458414868224e+23,0.0,1416028924898.6633,70502288151.32639,1135891682973.6443,0.0,0.0,0.0,1158529367595.3599,0.0,0.0,0.0,0.0,0.0,1416028924898.6616,70502288151.3262,712621963565.0789,0.0,0.0,0.0,-735259648186.7938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.386075391051515e-65,265802.9775481204,2194433.229568133,1166192457273.0164,0.0,0.0,0.0,0.0,3.87294282808939e-63,30402600.41033664,0.04468966426889302,1766159145501.685,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.006,70505856809.9371,712626520470.7106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1015366324762814.1,0.0,0.0,0.0,-2030.7326495256275,0.0,0.0,0.0,-1158529367595.3599,0.0,0.0,0.0,1744824992784.8218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735259648186.7938,0.0,0.0,0.0,-1321555275406.9846,-42015.84302191972,-9.466330862652144e-19,-0.00042015843021919714,-9.466330862652142e-27,0.0,1.4160289248986636e+24,7.05022881513264e+22,5.679458404714557e+23,0.0,1416028924898.6633,70502288151.32639,1135891680942.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744824992784.8218,0.0,1416028924898.6616,70502288151.3262,712621963565.0789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1321555275406.9846
0.1,-1,-1,1,0.0,-41994.12246307645,0.0,-0.0004199412246307644,0.0,1.4160289179598168e+24,7.0502279797464585e+22,5.6726800351416356e+23,0.0,1416028917959.8164,70502279797.46457,1134536007028.3267,0.0,0.0,0.0,1158130378496.4263,0.0,0.0,0.0,0.0,0.0,1416028917959.8147,70502279797.46439,712621955685.4446,0.0,0.0,0.0,-736216327153.5448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3876985077750105e-65,265930.39178639266,2195818.2224535407,1165803440647.4426,0.0,0.0,0.0,0.0,3.8728616722497036e-63,30401963.360458665,0.04538376248116577,1766210716480.1362,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0073,70505856809.93742,712626520470.7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70933006648905.61,0.0,0.0,0.0,-141.86601329781115,0.0,0.0,0.0,-1158130378496.4263,0.0,0.0,0.0,1744854175354.4397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736216327153.5448,0.0,0.0,0.0,-1322940124153.4229,-41994.12246307485,-6.310887241768095e-19,-0.0004199412246307484,-6.3108872417680944e-27,0.0,1.4160289179598168e+24,7.0502279797464585e+22,5.672680034432302e+23,0.0,1416028917959.8164,70502279797.46457,1134536006886.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744854175354.4397,0.0,1416028917959.8147,70502279797.46439,712621955685.4446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1322940124153.4229
0.12,-1,-1,1,0.0,-41972.20574834294,0.0,-0.00041972205748342934,0.0,1.416028910957913e+24,7.0502271357238175e+22,5.6658404430287304e+23,0.0,1416028910957.9126,70502271357.23816,1133168088605.7456,0.0,0.0,0.0,1157727715852.0972,0.0,0.0,0.0,0.0,0.0,1416028910957.9106,70502271357.23795,712621947731.2639,0.0,0.0,0.0,-737181574977.616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3893356530066686e-65,266058.9072595669,2197215.978458087,1165410839795.5437,0.0,0.0,0.0,0.0,3.8727798149845793e-63,30401320.804589674,0.046102784064816306,1766262565115.4607,0.0,0.0,0.0,0.0,62589821.105793454,1416085399914.0066,70505856809.93716,712626520470.7114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69760627922602.03,0.0,0.0,0.0,-139.521255845204,0.0,0.0,0.0,-1157727715852.0972,0.0,0.0,0.0,1744883436363.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737181574977.616,0.0,0.0,0.0,-1324337295628.1897,-41972.20574834138,-6.310887241768095e-19,-0.00041972205748341373,-6.3108872417680944e-27,0.0,1.416028910957913e+24,7.0502271357238175e+22,5.665840442331122e+23,0.0,1416028910957.9126,70502271357.23816,1133168088466.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744883436363.151,0.0,1416028910957.9106,70502271357.23795,712621947731.2639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1324337295628.1897
0.14,-1,-1,1,0.0,-41950.08775670088,0.0,-0.0004195008775670087,0.0,1.4160289038913137e+24,7.0502262828367155e+22,5.658938038093935e+23,0.0,1416028903891.3132,70502262828.36714,1131787607618.7864,0.0,0.0,0.0,1157321283299.4797,0.0,0.0,0.0,0.0,0.0,1416028903891.311,70502262828.36696,712621939700.6005,0.0,0.0,0.0,-738155615381.2922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.390987189877921e-65,266188.5524733849,2198626.832823419,1165014560686.8633,0.0,0.0,0.0,0.0,3.8726972381374396e-63,30400672.60020612,0.046848110345648585,1766314699213.3438,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0056,70505856809.93704,712626520470.7095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68563707115128.664,0.0,0.0,0.0,-137.12741423025727,0.0,0.0,0.0,-1157321283299.4797,0.0,0.0,0.0,1744912778430.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738155615381.2922,0.0,0.0,0.0,-1325747110649.0745,-41950.08775669925,-6.310887241768095e-19,-0.00041950087756699244,-6.3108872417680944e-27,0.0,1.4160289038913137e+24,7.0502262828367155e+22,5.658938037408285e+23,0.0,1416028903891.3132,70502262828.36714,1131787607481.6565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744912778430.134,0.0,1416028903891.311,70502262828.36696,712621939700.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1325747110649.0745
0.16,-1,-1,1,0.0,-41927.763135914625,0.0,-0.00041927763135914624,0.0,1.4160288967583018e+24,7.0502254208469755e+22,5.651971150056232e+23,0.0,1416028896758.3015,70502254208.46974,1130394230011.2458,0.0,0.0,0.0,1156910980219.3574,0.0,0.0,0.0,0.0,0.0,1416028896758.2996,70502254208.46953,712621931591.42,0.0,0.0,0.0,-739138681799.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3926535010599117e-65,266319.3574674481,2200051.135510482,1164614505136.3154,0.0,0.0,0.0,0.0,3.872613922574736e-63,30400018.59711483,0.047621232804309015,1766367126926.1165,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0068,70505856809.93718,712626520470.7115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67364782553166.18,0.0,0.0,0.0,-134.7295651063323,0.0,0.0,0.0,-1156910980219.3574,0.0,0.0,0.0,1744942204263.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739138681799.532,0.0,0.0,0.0,-1327169905978.392,-41927.76313591297,-1.262177448353619e-18,-0.0004192776313591296,-1.2621774483536189e-26,0.0,1.4160288967583018e+24,7.0502254208469755e+22,5.651971149382592e+23,0.0,1416028896758.3015,70502254208.46974,1130394229876.5178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1744942204263.492,0.0,1416028896758.2996,70502254208.46953,712621931591.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1327169905978.392
