sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
0.27,-1,-1,1,0.0,-25579.331407272177,0.0,-0.00025579331407272175,5.213558581562585e+23,0.0,6.29065645244969e+23,3.681300646775818e+22,521355858156.2585,0.0,1038367566606.8478,36813006467.75817,0.0,0.0,1048154337045.858,0.0,0.0,0.0,0.0,0.0,521355858156.2566,0.0,245226099388.2511,36813006467.759636,0.0,0.0,-255012869827.2617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246434.16374733488,4.09487705132078e-59,1053345125760.8798,41415989.30488808,0.0,0.0,0.0,0.0,58893828.398449205,9.785619078257732e-57,954352103775.8688,5.822682891935906,0.0,0.0,0.0,0.0,521402021374.332,45012376.12872891,245226540346.09842,36816905683.419754,0.0,0.0,0.0,0.0,0.0,0.0,6943047482831533.0,0.0,0.0,0.0,11460.545292973518,0.0,0.0,0.0,-1048154337045.858,0.0,0.0,0.0,953048829421.7535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255012869827.2617,0.0,0.0,0.0,-159907350742.6107,0.0,-25579.33140727135,-5.048931010910182e-18,-0.0002557933140727135,-5.0489310109101804e-26,5.213558581562585e+23,0.0,6.290656521880169e+23,3.681300646775818e+22,521355858156.2585,0.0,1038367578067.3937,36813006467.75817,0.0,0.0,0.0,0.0,0.0,0.0,953048829421.7535,0.0,521355858156.2566,0.0,245226099388.2511,36813006467.759636,0.0,0.0,0.0,0.0,0.0,0.0,-159907350742.6107,0.0
0.3,-1,-1,1,0.0,-25560.670065293187,0.0,-0.00025560670065293185,5.213558282896324e+23,0.0,6.283600400321236e+23,3.681299538965616e+22,521355828289.6324,0.0,1037202858959.2666,36812995389.65615,0.0,0.0,1047655656253.43,0.0,0.0,0.0,0.0,0.0,521355828289.63055,0.0,245226093267.38815,36812995389.65748,0.0,0.0,-255678890561.5517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253332.02601831633,4.209494556481673e-59,1052860076434.1603,41443282.589073,0.0,0.0,0.0,0.0,58886930.96661605,9.784472903132569e-57,954901989035.8163,5.923751196439954,0.0,0.0,0.0,0.0,521402021374.3317,45012376.1287289,245226540346.09827,36816905683.41969,0.0,0.0,0.0,0.0,0.0,0.0,5998951619856501.0,0.0,0.0,0.0,9902.172917544842,0.0,0.0,0.0,-1047655656253.43,0.0,0.0,0.0,953584225507.6946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255678890561.5517,0.0,0.0,0.0,-161607449913.64224,0.0,-25560.670065292234,-5.048896173703895e-18,-0.0002556067006529223,-5.048896173703894e-26,5.213558282896324e+23,0.0,6.283600460310753e+23,3.681299538965616e+22,521355828289.6324,0.0,1037202868861.4398,36812995389.65615,0.0,0.0,0.0,0.0,0.0,0.0,953584225507.6946,0.0,521355828289.63055,0.0,245226093267.38815,36812995389.65748,0.0,0.0,0.0,0.0,0.0,0.0,-161607449913.64224,0.0
0.32999999999999996,-1,-1,1,0.0,-25541.814683485292,0.0,-0.00025541814683485286,5.2135579892909024e+23,0.0,6.276470973941696e+23,3.6812984182184734e+22,521355798929.0902,0.0,1036026039786.7393,36812984182.18472,0.0,0.0,1047149543220.7738,0.0,0.0,0.0,0.0,0.0,521355798929.0883,0.0,245226087062.25055,36812984182.185875,0.0,0.0,-256349590496.28564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260217.12728800622,4.32389998268359e-59,1052367690477.8826,41470988.713050805,0.0,0.0,0.0,0.0,58880046.29488684,9.783328848797123e-57,955459451317.3418,6.0285369026929825,0.0,0.0,0.0,0.0,521402021374.33124,45012376.128728904,245226540346.09827,36816905683.41978,0.0,0.0,0.0,0.0,0.0,0.0,5199818953711249.0,0.0,0.0,0.0,8583.084125757217,0.0,0.0,0.0,-1047149543220.7738,0.0,0.0,0.0,954127032331.8942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256349590496.28564,0.0,0.0,0.0,-163327071024.3212,0.0,-25541.814683484365,-7.573254830774189e-18,-0.0002554181468348436,-7.573254830774187e-26,5.2135579892909024e+23,0.0,6.276471025939888e+23,3.6812984182184734e+22,521355798929.0902,0.0,1036026048369.8239,36812984182.18472,0.0,0.0,0.0,0.0,0.0,0.0,954127032331.8942,0.0,521355798929.0883,0.0,245226087062.25055,36812984182.185875,0.0,0.0,0.0,0.0,0.0,0.0,-163327071024.3212,0.0
0.36,-1,-1,1,0.0,-25522.76139769534,0.0,-0.0002552276139769534,5.213557700381887e+23,0.0,6.269266712557765e+23,3.681297284263244e+22,521355770038.18866,0.0,1034836867969.9381,36812972842.63243,0.0,0.0,1046635984245.1013,0.0,0.0,0.0,0.0,0.0,521355770038.187,0.0,245226080771.57632,36812972842.63351,0.0,0.0,-257025197046.7394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267091.1772831618,4.438121740262991e-59,1051867958855.4147,41499108.1775799,0.0,0.0,0.0,0.0,58873172.67364209,9.782186631148036e-57,956024469019.4205,6.13724170446957,0.0,0.0,0.0,0.0,521402021374.33167,45012376.1287289,245226540346.0986,36816905683.4198,0.0,0.0,0.0,0.0,0.0,0.0,4520724076327156.0,0.0,0.0,0.0,7462.135778546333,0.0,0.0,0.0,-1046635984245.1013,0.0,0.0,0.0,954677226439.1498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257025197046.7394,0.0,0.0,0.0,-165066431778.65125,0.0,-25522.761397694467,-5.048903768094297e-18,-0.0002552276139769446,-5.048903768094296e-26,5.213557700381887e+23,0.0,6.269266757765014e+23,3.681297284263244e+22,521355770038.18866,0.0,1034836875432.0751,36812972842.63243,0.0,0.0,0.0,0.0,0.0,0.0,954677226439.1498,0.0,521355770038.187,0.0,245226080771.57632,36812972842.63351,0.0,0.0,0.0,0.0,0.0,0.0,-165066431778.65125,0.0
0.39,-1,-1,1,0.0,-25503.50606585947,0.0,-0.00025503506065859466,5.2135574158302225e+23,0.0,6.261986050290754e+23,3.6812961368104952e+22,521355741583.0222,0.0,1033635085037.0077,36812961368.10494,0.0,0.0,1046114949634.9058,0.0,0.0,0.0,0.0,0.0,521355741583.0205,0.0,245226074393.96613,36812961368.10589,0.0,0.0,-257705938991.8638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273955.91485228355,4.552188723386382e-59,1051360856567.7847,41527642.38224514,0.0,0.0,0.0,0.0,58866308.36414195,9.781045961243591e-57,956597038133.9426,6.250082690154046,0.0,0.0,0.0,0.0,521402021374.3315,45012376.128728904,245226540346.09836,36816905683.41971,0.0,0.0,0.0,0.0,0.0,0.0,3941453450349382.0,0.0,0.0,0.0,6505.962388932705,0.0,0.0,0.0,-1046114949634.9058,0.0,0.0,0.0,955234801671.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257705938991.8638,0.0,0.0,0.0,-166825784522.3696,0.0,-25503.506065858634,-7.573262567501017e-18,-0.0002550350606585863,-7.573262567501016e-26,5.2135574158302225e+23,0.0,6.261986089705285e+23,3.6812961368104952e+22,521355741583.0222,0.0,1033635091542.9694,36812961368.10494,0.0,0.0,0.0,0.0,0.0,0.0,955234801671.3733,0.0,521355741583.0205,0.0,245226074393.96613,36812961368.10589,0.0,0.0,0.0,0.0,0.0,0.0,-166825784522.3696,0.0
0.42,-1,-1,1,0.0,-25484.04426070291,0.0,-0.00025484044260702904,5.2135571353195425e+23,0.0,6.254627313383229e+23,3.6812949755520654e+22,521355713531.9542,0.0,1032420414709.0817,36812949755.520645,0.0,0.0,1045586394324.9718,0.0,0.0,0.0,0.0,0.0,521355713531.9525,0.0,245226067927.88388,36812949755.52146,0.0,0.0,-258392047543.77264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280813.10659718537,4.666130287314633e-59,1050846343290.2711,41556593.59119142,0.0,0.0,0.0,0.0,58859451.59989535,9.779906545531188e-57,957177171404.8313,6.36729385453675,0.0,0.0,0.0,0.0,521402021374.3318,45012376.128728904,245226540346.0986,36816905683.41977,0.0,0.0,0.0,0.0,0.0,0.0,3445541614840265.5,0.0,0.0,0.0,5687.385234415531,0.0,0.0,0.0,-1045586394324.9718,0.0,0.0,0.0,955799768329.5966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258392047543.77264,0.0,0.0,0.0,-168605415861.0127,0.0,-25484.044260702107,-5.0489116378051146e-18,-0.000254840442607021,-5.048911637805114e-26,5.2135571353195425e+23,0.0,6.254627347838653e+23,3.6812949755520654e+22,521355713531.9542,0.0,1032420420396.4681,36812949755.520645,0.0,0.0,0.0,0.0,0.0,0.0,955799768329.5966,0.0,521355713531.9525,0.0,245226067927.88388,36812949755.52146,0.0,0.0,0.0,0.0,0.0,0.0,-168605415861.0127,0.0
0.44999999999999996,-1,-1,1,0.0,-25464.371260800297,0.0,-0.0002546437126080029,5.213556858553719e+23,0.0,6.247188716824444e+23,3.6812938001603373e+22,521355685855.3719,0.0,1031192562343.2594,36812938001.60336,0.0,0.0,1045050258334.5438,0.0,0.0,0.0,0.0,0.0,521355685855.37054,0.0,245226061371.6508,36812938001.60409,0.0,0.0,-259083757362.9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287664.5462761827,4.77997623848874e-59,1050324363851.2255,41585964.90733941,0.0,0.0,0.0,0.0,58852600.58725606,9.778768085946395e-57,957764897665.5894,6.48912767137176,0.0,0.0,0.0,0.0,521402021374.3317,45012376.128728904,245226540346.0982,36816905683.419685,0.0,0.0,0.0,0.0,0.0,0.0,3019526364321535.5,0.0,0.0,0.0,4984.182917833328,0.0,0.0,0.0,-1045050258334.5438,0.0,0.0,0.0,956372152512.2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259083757362.9349,0.0,0.0,0.0,-170405646556.44434,0.0,-25464.371260799562,-7.573270562322735e-18,-0.00025464371260799554,-7.573270562322733e-26,5.213556858553719e+23,0.0,6.247188747019711e+23,3.6812938001603373e+22,521355685855.3719,0.0,1031192567327.4429,36812938001.60336,0.0,0.0,0.0,0.0,0.0,0.0,956372152512.2363,0.0,521355685855.37054,0.0,245226061371.6508,36812938001.60409,0.0,0.0,0.0,0.0,0.0,0.0,-170405646556.44434,0.0
0.48,-1,-1,1,0.0,-25444.482040311632,0.0,-0.00025444482040311626,5.213556585254753e+23,0.0,6.239668360473722e+23,3.681292610287623e+22,521355658525.47534,0.0,1029951214292.7115,36812926102.87622,0.0,0.0,1044506467079.3451,0.0,0.0,0.0,0.0,0.0,521355658525.47345,0.0,245226054723.44977,36812926102.876854,0.0,0.0,-259781307510.08344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294512.0546936831,4.893756832698896e-59,1049794848563.7688,41615760.25414427,0.0,0.0,0.0,0.0,58845753.50553332,9.777630279931267e-57,958360261342.1854,6.615857022795533,0.0,0.0,0.0,0.0,521402021374.33105,45012376.12872889,245226540346.0978,36816905683.41963,0.0,0.0,0.0,0.0,0.0,0.0,2652360631231510.5,0.0,0.0,0.0,4378.120590806007,0.0,0.0,0.0,-1044506467079.3451,0.0,0.0,0.0,956951995616.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259781307510.08344,0.0,0.0,0.0,-172226831669.51056,0.0,-25444.48204031084,-7.57327464828656e-18,-0.00025444482040310834,-7.57327464828656e-26,5.213556585254753e+23,0.0,6.239668386997328e+23,3.681292610287623e+22,521355658525.47534,0.0,1029951218670.832,36812926102.87622,0.0,0.0,0.0,0.0,0.0,0.0,956951995616.892,0.0,521355658525.47345,0.0,245226054723.44977,36812926102.876854,0.0,0.0,0.0,0.0,0.0,0.0,-172226831669.51056,0.0
0.51,-1,-1,1,0.0,-25424.37125758039,0.0,-0.0002542437125758039,5.21355631516089e+23,0.0,6.232064224753149e+23,3.68129140556521e+22,521355631516.08905,0.0,1028696037195.694,36812914055.65209,0.0,0.0,1043954931547.6592,0.0,0.0,0.0,0.0,0.0,521355631516.08746,0.0,245226047981.31754,36812914055.65266,0.0,0.0,-260484942333.28262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301357.4799602991,5.007502779407542e-59,1049257713420.5126,41645984.36413348,0.0,0.0,0.0,0.0,58838908.50673176,9.776492820391196e-57,958963322108.7593,6.747777320924352,0.0,0.0,0.0,0.0,521402021374.3317,45012376.12872889,245226540346.09827,36816905683.41971,0.0,0.0,0.0,0.0,0.0,0.0,2334941843169076.0,0.0,0.0,0.0,3854.173087000847,0.0,0.0,0.0,-1043954931547.6592,0.0,0.0,0.0,957539353993.3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260484942333.28262,0.0,0.0,0.0,-174069360924.82962,0.0,-25424.371257579623,-5.048923893671657e-18,-0.0002542437125757962,-5.0489238936716564e-26,5.21355631516089e+23,0.0,6.232064248102568e+23,3.68129140556521e+22,521355631516.08905,0.0,1028696041049.8673,36812914055.65209,0.0,0.0,0.0,0.0,0.0,0.0,957539353993.3794,0.0,521355631516.08746,0.0,245226047981.31754,36812914055.65266,0.0,0.0,0.0,0.0,0.0,0.0,-174069360924.82962,0.0
0.54,-1,-1,1,0.0,-25404.03324254997,0.0,-0.00025404033242549964,5.213556048024886e+23,0.0,6.224374165892233e+23,3.681290185602338e+22,521355604802.4886,0.0,1027426677190.6084,36812901856.02337,0.0,0.0,1043395548351.2146,0.0,0.0,0.0,0.0,0.0,521355604802.48676,0.0,245226041143.14246,36812901856.02383,0.0,0.0,-261194912303.74805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308202.698180833,5.1212452531824225e-59,1048712860162.2645,41676642.77363926,0.0,0.0,0.0,0.0,58832063.714863695,9.77535539558045e-57,959574154682.8042,6.885208905025174,0.0,0.0,0.0,0.0,521402021374.3318,45012376.12872889,245226540346.09854,36816905683.419785,0.0,0.0,0.0,0.0,0.0,0.0,2059770301499091.2,0.0,0.0,0.0,3399.961024582386,0.0,0.0,0.0,-1043395548351.2146,0.0,0.0,0.0,958134298734.6421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261194912303.74805,0.0,0.0,0.0,-175933659287.21445,0.0,-25404.03324254905,-5.048928089977224e-18,-0.00025404033242549043,-5.048928089977223e-26,5.213556048024886e+23,0.0,6.224374186489937e+23,3.681290185602338e+22,521355604802.4886,0.0,1027426680590.5696,36812901856.02337,0.0,0.0,0.0,0.0,0.0,0.0,958134298734.6421,0.0,521355604802.48676,0.0,245226041143.14246,36812901856.02383,0.0,0.0,0.0,0.0,0.0,0.0,-175933659287.21445,0.0
0.57,-1,-1,1,0.0,-25383.461982649234,0.0,-0.0002538346198264923,5.2135557836125615e+23,0.0,6.216595910593955e+23,3.681288949985028e+22,521355578361.25616,0.0,1026142759035.5526,36812889499.85027,0.0,0.0,1042828199662.8591,0.0,0.0,0.0,0.0,0.0,521355578361.2546,0.0,245226034206.66174,36812889499.850685,0.0,0.0,-261911474833.96878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315049.61476804264,5.235015915525834e-59,1048160176233.2355,41707741.823317446,0.0,0.0,0.0,0.0,58825217.224635,9.774217688884009e-57,960192848744.7301,7.02849968617794,0.0,0.0,0.0,0.0,521402021374.3319,45012376.1287289,245226540346.09842,36816905683.419754,0.0,0.0,0.0,0.0,0.0,0.0,1820617933505912.2,0.0,0.0,0.0,3005.204031765461,0.0,0.0,0.0,-1042828199662.8591,0.0,0.0,0.0,958736915590.2565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261911474833.96878,0.0,0.0,0.0,-177820187756.16116,0.0,-25383.461982648536,-7.573287234731385e-18,-0.0002538346198264853,-7.573287234731383e-26,5.2135557836125615e+23,0.0,6.216595928800135e+23,3.681288949985028e+22,521355578361.25616,0.0,1026142762040.7567,36812889499.85027,0.0,0.0,0.0,0.0,0.0,0.0,958736915590.2565,0.0,521355578361.2546,0.0,245226034206.66174,36812889499.850685,0.0,0.0,0.0,0.0,0.0,0.0,-177820187756.16116,0.0
0.6,-1,-1,1,0.0,-25362.65110652572,0.0,-0.00025362651106525713,5.213555521701352e+23,0.0,6.208727049885629e+23,3.6812876982748338e+22,521355552170.1352,0.0,1024843885093.3123,36812876982.74833,0.0,0.0,1042252753052.6318,0.0,0.0,0.0,0.0,0.0,521355552170.1337,0.0,245226027169.45755,36812876982.74862,0.0,0.0,-262634895128.77606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321900.1666583459,5.348846951693697e-59,1047599534635.1755,41739288.664242044,0.0,0.0,0.0,0.0,58818367.0992294,9.773079378449276e-57,960819508966.6077,7.178027982804399,0.0,0.0,0.0,0.0,521402021374.332,45012376.12872891,245226540346.09836,36816905683.419716,0.0,0.0,0.0,0.0,0.0,0.0,1612315490903706.0,0.0,0.0,0.0,2661.369485914707,0.0,0.0,0.0,-1042252753052.6318,0.0,0.0,0.0,959347304986.9158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262634895128.77606,0.0,0.0,0.0,-179729444401.69183,0.0,-25362.651106524838,-5.0489366341642705e-18,-0.00025362651106524835,-5.04893663416427e-26,5.213555521701352e+23,0.0,6.208727066008789e+23,3.6812876982748338e+22,521355552170.1352,0.0,1024843887754.6827,36812876982.74833,0.0,0.0,0.0,0.0,0.0,0.0,959347304986.9158,0.0,521355552170.1337,0.0,245226027169.45755,36812876982.74862,0.0,0.0,0.0,0.0,0.0,0.0,-179729444401.69183,0.0
0.63,-1,-1,1,0.0,-25341.59386486017,0.0,-0.00025341593864860166,5.2135552620790676e+23,0.0,6.200765031867067e+23,3.68128643000736e+22,521355526207.90674,0.0,1023529634134.3374,36812864300.07359,0.0,0.0,1041669061230.8287,0.0,0.0,0.0,0.0,0.0,521355526207.9052,0.0,245226020028.9479,36812864300.07384,0.0,0.0,-263365447125.4384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328756.3256945848,5.4627711269067405e-59,1047030793690.0231,41771291.26963986,0.0,0.0,0.0,0.0,58811511.366927095,9.771940136624036e-57,961454255138.0165,7.334205531662852,0.0,0.0,0.0,0.0,521402021374.3317,45012376.12872889,245226540346.09872,36816905683.419846,0.0,0.0,0.0,0.0,0.0,0.0,1430538729220166.8,0.0,0.0,0.0,2361.3195704221725,0.0,0.0,0.0,-1041669061230.8287,0.0,0.0,0.0,959965582143.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263365447125.4384,0.0,0.0,0.0,-181661965676.65558,0.0,-25341.593864859275,-2.5245090393198375e-18,-0.0002534159386485927,-2.5245090393198371e-26,5.2135552620790676e+23,0.0,6.200765046172458e+23,3.68128643000736e+22,521355526207.90674,0.0,1023529636495.6573,36812864300.07359,0.0,0.0,0.0,0.0,0.0,0.0,959965582143.3652,0.0,521355526207.9052,0.0,245226020028.9479,36812864300.07384,0.0,0.0,0.0,0.0,0.0,0.0,-181661965676.65558,0.0
0.6599999999999999,-1,-1,1,0.0,-25320.28310756378,0.0,-0.0002532028310756378,5.21355500454266e+23,0.0,6.192707153089596e+23,3.681285144690648e+22,521355500454.266,0.0,1022199559913.718,36812851446.90647,0.0,0.0,1041076961700.2504,0.0,0.0,0.0,0.0,0.0,521355500454.2646,0.0,245226012782.37723,36812851446.90666,0.0,0.0,-264103414568.9089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335620.10333375423,5.576821864578559e-59,1046453796714.0345,41803758.45263115,0.0,0.0,0.0,0.0,58804648.01639564,9.770799629174115e-57,962097222383.9084,7.497480774031121,0.0,0.0,0.0,0.0,521402021374.33124,45012376.12872888,245226540346.09805,36816905683.419716,0.0,0.0,0.0,0.0,0.0,0.0,1271626239144060.0,0.0,0.0,0.0,2099.010577917099,0.0,0.0,0.0,-1041076961700.2504,0.0,0.0,0.0,960591877274.2242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264103414568.9089,0.0,0.0,0.0,-183618328043.873,0.0,-25320.283107562955,-2.5245134146901792e-18,-0.00025320283107562954,-2.5245134146901787e-26,5.21355500454266e+23,0.0,6.192707165805857e+23,3.681285144690648e+22,521355500454.266,0.0,1022199562012.7285,36812851446.90647,0.0,0.0,0.0,0.0,0.0,0.0,960591877274.2242,0.0,521355500454.2646,0.0,245226012782.37723,36812851446.90666,0.0,0.0,0.0,0.0,0.0,0.0,-183618328043.873,0.0
0.69,-1,-1,1,0.0,-25298.711256879225,0.0,-0.0002529871125687922,5.2135547488971095e+23,0.0,6.184550548386598e+23,3.6812838418035576e+22,521355474889.71094,0.0,1020853189492.5631,36812838418.03557,0.0,0.0,1040476276311.5221,0.0,0.0,0.0,0.0,0.0,521355474889.7094,0.0,245226005426.8114,36812838418.03569,0.0,0.0,-264849092245.77063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342493.5566577184,5.691033346193932e-59,1045868371597.8268,41836699.890608065,0.0,0.0,0.0,0.0,58797774.99068097,9.76965751428467e-57,962748561478.8004,7.668342749843506,0.0,0.0,0.0,0.0,521402021374.3315,45012376.128728904,245226540346.09827,36816905683.41969,0.0,0.0,0.0,0.0,0.0,0.0,1132485097567086.2,0.0,0.0,0.0,1869.3371731042862,0.0,0.0,0.0,-1040476276311.5221,0.0,0.0,0.0,961226335886.7744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264849092245.77063,0.0,0.0,0.0,-185599149951.68433,0.0,-25298.711256878447,-7.573227612310186e-18,-0.0002529871125687844,-7.573227612310184e-26,5.2135547488971095e+23,0.0,6.184550559711445e+23,3.6812838418035576e+22,521355474889.71094,0.0,1020853191361.8994,36812838418.03557,0.0,0.0,0.0,0.0,0.0,0.0,961226335886.7744,0.0,521355474889.7094,0.0,245226005426.8114,36812838418.03569,0.0,0.0,0.0,0.0,0.0,0.0,-185599149951.68433,0.0
0.72,-1,-1,1,0.0,-25276.87027624159,0.0,-0.00025276870276241586,5.2135544949543026e+23,0.0,6.17629217910036e+23,3.6812825207937136e+22,521355449495.43024,0.0,1019490021294.6632,36812825207.937126,0.0,0.0,1039866810707.3336,0.0,0.0,0.0,0.0,0.0,521355449495.42847,0.0,245225997959.11847,36812825207.93722,0.0,0.0,-265602787371.78918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349378.7954622097,5.8054406291020635e-59,1045274330278.1333,41870126.15702721,0.0,0.0,0.0,0.0,58790890.18011817,9.768513441382166e-57,963408439270.9934,7.8473260258529995,0.0,0.0,0.0,0.0,521402021374.33124,45012376.12872888,245226540346.09818,36816905683.419685,0.0,0.0,0.0,0.0,0.0,0.0,1010451823155947.4,0.0,0.0,0.0,1667.90287899971,0.0,0.0,0.0,-1039866810707.3336,0.0,0.0,0.0,961869119184.2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265602787371.78918,0.0,0.0,0.0,-187605094180.84235,0.0,-25276.87027624074,-7.573232038001278e-18,-0.00025276870276240735,-7.573232038001277e-26,5.2135544949543026e+23,0.0,6.176292189204873e+23,3.6812825207937136e+22,521355449495.43024,0.0,1019490022962.5656,36812825207.937126,0.0,0.0,0.0,0.0,0.0,0.0,961869119184.2894,0.0,521355449495.42847,0.0,245225997959.11847,36812825207.93722,0.0,0.0,0.0,0.0,0.0,0.0,-187605094180.84235,0.0
