sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-50016.616976806865,0.0,-0.0005001661697680685,9.77655628483374e+23,1.008964247047145e+23,1.416034557952919e+24,0.0,1604860991112.9492,100896424704.71448,1416034557952.9187,0.0,998675364209.1732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539587529.5565,100896424704.71434,1416034557952.9155,0.0,-58353960625.78105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999277742773.5544,5615131.62179529,383495.1692006034,4.885114899995055e-65,0.0,0.0,0.0,0.0,996847907215.1366,198633.1537613262,5962910.82703251,7.595981698796007e-64,0.0,0.0,0.0,0.0,664539594841.6925,100902591108.62006,1416085399914.0017,62589821.10579346,0.0,0.0,0.0,0.0,4844230491.353554,0.0,0.0,0.0,0.007951998966746032,0.0,0.0,0.0,-998675364209.1732,0.0,0.0,0.0,996671873922.0308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58353960625.78105,0.0,0.0,0.0,-56350470338.63146,0.0,0.0,0.0,-50016.61697680509,-1.262177448353619e-18,-0.0005001661697680508,-1.2621774483536189e-26,9.776556284833776e+23,1.008964247047145e+23,1.416034557952919e+24,0.0,1604860991112.9553,100896424704.71448,1416034557952.9187,0.0,0.0,0.0,0.0,0.0,996671873922.0308,0.0,0.0,0.0,664539587529.5565,100896424704.71434,1416034557952.9155,0.0,0.0,0.0,0.0,0.0,-56350470338.63146,0.0,0.0,0.0
0.02,-1,-1,1,0.0,-50007.63084762972,0.0,-0.0005000763084762971,9.773139621123435e+23,1.0089642456785294e+23,1.4160345463937712e+24,0.0,1604300132038.581,100896424567.85292,1416034546393.7708,0.0,998691138941.8828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539587377.6229,100896424567.8527,1416034546393.7673,0.0,-58930594280.927155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999299530573.4639,5615106.960230055,382225.6068061291,4.868944182417678e-65,0.0,0.0,0.0,0.0,996826051376.5757,198506.74943246302,5964180.381606805,7.597598770623744e-64,0.0,0.0,0.0,0.0,664539594841.6923,100902591108.62012,1416085399914.002,62589821.105793454,0.0,0.0,0.0,0.0,738526276991031.4,0.0,0.0,0.0,1212.3205537039867,0.0,0.0,0.0,-998691138941.8828,0.0,0.0,0.0,996648282114.7013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58930594280.927155,0.0,0.0,0.0,-56887736241.42499,0.0,0.0,0.0,-50007.63084762796,-6.310887241768095e-19,-0.0005000763084762796,-6.3108872417680944e-27,9.773139628508699e+23,1.0089642456785294e+23,1.4160345463937712e+24,0.0,1604300133250.9019,100896424567.85292,1416034546393.7708,0.0,0.0,0.0,0.0,0.0,996648282114.7013,0.0,0.0,0.0,664539587377.6229,100896424567.8527,1416034546393.7673,0.0,0.0,0.0,0.0,0.0,-56887736241.42499,0.0,0.0,0.0
0.04,-1,-1,1,0.0,-49998.344868835484,0.0,-0.0004999834486883548,9.769608940861035e+23,1.0089642443579204e+23,1.4160345347753462e+24,0.0,1603720556689.1294,100896424435.792,1416034534775.346,0.0,998706959281.4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539587217.8837,100896424435.79184,1416034534775.343,0.0,-59525989810.191025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999321559588.3071,5615075.823876727,380958.9084319493,4.852810048994931e-65,0.0,0.0,0.0,0.0,996803952333.6683,198385.15402647902,5965447.0721748825,7.599212184035867e-64,0.0,0.0,0.0,0.0,664539594841.6915,100902591108.62,1416085399914.001,62589821.10579344,0.0,0.0,0.0,0.0,2843576972257448.5,0.0,0.0,0.0,4667.845839625988,0.0,0.0,0.0,-998706959281.4358,0.0,0.0,0.0,996624387576.7609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59525989810.191025,0.0,0.0,0.0,-57443413437.670494,0.0,0.0,0.0,-49998.34486883374,-6.310887241768095e-19,-0.0004999834486883373,-6.3108872417680944e-27,9.769608969296807e+23,1.0089642443579204e+23,1.4160345347753462e+24,0.0,1603720561356.9753,100896424435.792,1416034534775.346,0.0,0.0,0.0,0.0,0.0,996624387576.7609,0.0,0.0,0.0,664539587217.8837,100896424435.79184,1416034534775.343,0.0,0.0,0.0,0.0,0.0,-57443413437.670494,0.0,0.0,0.0
0.06,-1,-1,1,0.0,-49988.736578144315,0.0,-0.0004998873657814431,9.765955727913473e+23,1.0089642430844344e+23,1.4160345230935822e+24,0.0,1603120867107.1375,100896424308.44342,1416034523093.5818,0.0,998722813176.0598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539587049.5891,100896424308.4433,1416034523093.5796,0.0,-60141533118.5145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999343832215.3754,5615038.294907223,379694.87612151535,4.836709982549872e-65,0.0,0.0,0.0,0.0,996781607640.3724,198268.26913001272,5966711.096692106,7.60082219075006e-64,0.0,0.0,0.0,0.0,664539594841.6929,100902591108.62013,1416085399914.002,62589821.10579347,0.0,0.0,0.0,0.0,1698783748142019.2,0.0,0.0,0.0,2788.621770591213,0.0,0.0,0.0,-998722813176.0598,0.0,0.0,0.0,996600183340.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60141533118.5145,0.0,0.0,0.0,-58018900494.19157,0.0,0.0,0.0,-49988.7365781426,-1.8932661725304287e-18,-0.0004998873657814258,-1.8932661725304283e-26,9.765955744901307e+23,1.0089642430844344e+23,1.4160345230935822e+24,0.0,1603120869895.7588,100896424308.44342,1416034523093.5818,0.0,0.0,0.0,0.0,0.0,996600183340.359,0.0,0.0,0.0,664539587049.5891,100896424308.4433,1416034523093.5796,0.0,0.0,0.0,0.0,0.0,-58018900494.19157,0.0,0.0,0.0
0.08,-1,-1,1,0.0,-49978.780949065185,0.0,-0.0004997878094906517,9.762170443716482e+23,1.0089642418569296e+23,1.4160345113441752e+24,0.0,1602499497498.9604,100896424185.69293,1416034511344.1748,0.0,998738686018.7422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539586871.8877,100896424185.69272,1416034511344.1726,0.0,-60778775391.66881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999366350019.8335,5614994.482681084,378433.31595966447,4.820641517598883e-65,0.0,0.0,0.0,0.0,996759015684.506,198155.97482282278,5967972.6490724385,7.602429037314718e-64,0.0,0.0,0.0,0.0,664539594841.6937,100902591108.62036,1416085399914.0027,62589821.10579346,0.0,0.0,0.0,0.0,1732189044034449.5,0.0,0.0,0.0,2843.4579058441886,0.0,0.0,0.0,-998738686018.7422,0.0,0.0,0.0,996575662775.7338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60778775391.66881,0.0,0.0,0.0,-58615749305.20252,0.0,0.0,0.0,-49978.78094906349,-6.310887241768095e-19,-0.0004997878094906348,-6.3108872417680944e-27,9.76217046103838e+23,1.0089642418569296e+23,1.4160345113441752e+24,0.0,1602499500342.4197,100896424185.69293,1416034511344.1748,0.0,0.0,0.0,0.0,0.0,996575662775.7338,0.0,0.0,0.0,664539586871.8877,100896424185.69272,1416034511344.1726,0.0,0.0,0.0,0.0,0.0,-58615749305.20252,0.0,0.0,0.0
0.1,-1,-1,1,0.0,-49968.45000045012,0.0,-0.000499684500004501,9.758242438649074e+23,1.0089642406740192e+23,1.416034499522306e+24,0.0,1601854699686.5288,100896424067.4019,1416034499522.3057,0.0,998754561227.9142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539586683.7979,100896424067.4018,1416034499522.3027,0.0,-61439448225.18235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999389114473.1898,5614944.516244601,377174.0127519641,4.804601917888572e-65,0.0,0.0,0.0,0.0,996736174947.0502,198048.1320743621,5969231.94450904,7.604032997355192e-64,0.0,0.0,0.0,0.0,664539594841.6925,100902591108.62003,1416085399914.0015,62589821.105793454,0.0,0.0,0.0,0.0,4631370493042258.0,0.0,0.0,0.0,7602.58072794542,0.0,0.0,0.0,-998754561227.9142,0.0,0.0,0.0,996550818743.6981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61439448225.18235,0.0,0.0,0.0,-59235698138.38569,0.0,0.0,0.0,-49968.450000448465,-1.262177448353619e-18,-0.0004996845000044846,-1.2621774483536189e-26,9.758242484962791e+23,1.0089642406740192e+23,1.416034499522306e+24,0.0,1601854707289.1113,100896424067.4019,1416034499522.3057,0.0,0.0,0.0,0.0,0.0,996550818743.6981,0.0,0.0,0.0,664539586683.7979,100896424067.4018,1416034499522.3027,0.0,0.0,0.0,0.0,0.0,-59235698138.38569,0.0,0.0,0.0
0.12,-1,-1,1,0.0,-49957.71245468961,0.0,-0.000499577124546896,9.754159853216481e+23,1.0089642395347183e+23,1.4160344876230858e+24,0.0,1601184526886.1309,100896423953.4718,1416034487623.0854,0.0,998770421062.1549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539586484.2009,100896423953.47166,1416034487623.0828,0.0,-62125480660.22703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999412127945.5981,5614888.483797847,375916.78203534323,4.788588838942129e-65,0.0,0.0,0.0,0.0,996713083006.4161,197944.63659587436,5970489.167463828,7.60563430531915e-64,0.0,0.0,0.0,0.0,664539594841.6927,100902591108.62022,1416085399914.0017,62589821.10579345,0.0,0.0,0.0,0.0,4475730596609333.0,0.0,0.0,0.0,7347.091585174829,0.0,0.0,0.0,-998770421062.1549,0.0,0.0,0.0,996525642525.0895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62125480660.22703,0.0,0.0,0.0,-59880694776.069084,0.0,0.0,0.0,-49957.71245468789,-1.262177448353619e-18,-0.0004995771245468789,-1.2621774483536189e-26,9.754159897973785e+23,1.0089642395347183e+23,1.4160344876230858e+24,0.0,1601184534233.2222,100896423953.4718,1416034487623.0854,0.0,0.0,0.0,0.0,0.0,996525642525.0895,0.0,0.0,0.0,664539586484.2009,100896423953.47166,1416034487623.0828,0.0,0.0,0.0,0.0,0.0,-59880694776.069084,0.0,0.0,0.0
0.14,-1,-1,1,0.0,-49946.53303042107,0.0,-0.0004994653303042107,9.749909256007433e+23,1.0089642384374887e+23,1.416034475641048e+24,0.0,1600486774277.647,100896423843.74884,1416034475641.0479,0.0,998786243881.5917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539586271.7982,100896423843.74869,1416034475641.0447,0.0,-62839055875.74373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999435391558.2765,5614826.527356214,374661.4226959419,4.772599724425748e-65,0.0,0.0,0.0,0.0,996689738693.2931,197845.33875833376,5971744.519049445,7.60723321684e-64,0.0,0.0,0.0,0.0,664539594841.693,100902591108.62016,1416085399914.0017,62589821.10579343,0.0,0.0,0.0,0.0,4316611090415909.5,0.0,0.0,0.0,7085.89052319033,0.0,0.0,0.0,-998786243881.5917,0.0,0.0,0.0,996500125864.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62839055875.74373,0.0,0.0,0.0,-60552930773.07543,0.0,0.0,0.0,-49946.53303041919,-1.262177448353619e-18,-0.0004994653303041918,-1.2621774483536189e-26,9.749909299173554e+23,1.0089642384374887e+23,1.416034475641048e+24,0.0,1600486781363.5388,100896423843.74884,1416034475641.0479,0.0,0.0,0.0,0.0,0.0,996500125864.814,0.0,0.0,0.0,664539586271.7982,100896423843.74869,1416034475641.0447,0.0,0.0,0.0,0.0,0.0,-60552930773.07543,0.0,0.0,0.0
0.16,-1,-1,1,0.0,-49934.871866890106,0.0,-0.000499348718668901,9.745475491093746e+23,1.0089642373807804e+23,1.4160344635703238e+24,0.0,1599758953954.5767,100896423738.07802,1416034463570.3235,0.0,998802005161.5461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664539586045.0833,100896423738.07785,1416034463570.3208,0.0,-63582637252.052956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999458906468.9071,5614758.789136142,373407.742040378,4.756632125570424e-65,0.0,0.0,0.0,0.0,996666140801.0236,197750.0884654842,5972998.191958112,7.608829976794652e-64,0.0,0.0,0.0,0.0,664539594841.6935,100902591108.62024,1416085399914.0024,62589821.105793424,0.0,0.0,0.0,0.0,4153607386058762.0,0.0,0.0,0.0,6818.313393873836,0.0,0.0,0.0,-998802005161.5461,0.0,0.0,0.0,996474259542.0631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63582637252.052956,0.0,0.0,0.0,-61254884814.25696,0.0,0.0,0.0,-49934.87186688819,-1.262177448353619e-18,-0.0004993487186688818,-1.2621774483536189e-26,9.745475532629819e+23,1.0089642373807804e+23,1.4160344635703238e+24,0.0,1599758960772.89,100896423738.07802,1416034463570.3235,0.0,0.0,0.0,0.0,0.0,996474259542.0631,0.0,0.0,0.0,664539586045.0833,100896423738.07785,1416034463570.3208,0.0,0.0,0.0,0.0,0.0,-61254884814.25696,0.0,0.0,0.0
