sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:I,avg:g_CB:p,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:I,avg:g_IB:p,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:I,avg:g_VB:p,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-47119.7996062725,0.0,-0.00047119799606272494,0.0,0.0,1.6634656127357445e+23,1.1901210071438514e+24,1.4160463555938317e+24,0.0,166346561273.5744,1358593909574.932,1416046355593.8313,0.0,0.0,1501862403265.732,0.0,0.0,0.0,0.0,0.0,0.0,166346561273.57413,560991716384.4705,1416046355593.8223,0.0,0.0,-704260210075.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6389404088936e-64,4309320.943124584,1540942464845.4326,5211580.359299872,0.0,0.0,0.0,0.0,7.57406519727587e-64,190508.16073681586,929537492928.3004,5945729.242722468,0.0,0.0,0.0,0.0,62589821.10579339,166357037787.9854,560992184826.5927,1416085399913.9917,0.0,0.0,0.0,0.0,0.0,0.0,1.149742619841518e+16,0.0,0.0,0.0,13124.995790504587,0.0,0.0,0.0,-1501862403265.732,0.0,0.0,0.0,929165525494.8353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704260210075.271,0.0,0.0,0.0,-131563319179.37918,0.0,-2.524354896707238e-18,-47119.79960627107,-2.5243548967072378e-26,-0.0004711979960627107,0.0,1.6634656127357445e+23,1.1901210186412771e+24,1.4160463555938317e+24,0.0,166346561273.5744,1358593922699.9272,1416046355593.8313,0.0,0.0,0.0,0.0,0.0,0.0,929165525494.8353,0.0,0.0,166346561273.57413,560991716384.4705,1416046355593.8223,0.0,0.0,0.0,0.0,0.0,0.0,-131563319179.37918,0.0
0.2,-1,-1,1,-47095.44136948636,0.0,-0.0004709544136948635,0.0,0.0,1.6634656122822866e+23,1.188789354773886e+24,1.416046193951911e+24,0.0,166346561228.2286,1357073749197.419,1416046193951.9106,0.0,0.0,1502093320760.9565,0.0,0.0,0.0,0.0,0.0,0.0,166346561228.22842,560991713371.4905,1416046193951.9006,0.0,0.0,-706011284935.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.645103966806415e-64,4297532.974498027,1541270581753.2856,5216419.765488456,0.0,0.0,0.0,0.0,7.572558549718484e-64,190287.81544804593,928926683525.4795,5944546.276219853,0.0,0.0,0.0,0.0,62589821.10579341,166357037787.98483,560992184826.5911,1416085399913.9915,0.0,0.0,0.0,0.0,0.0,0.0,1.1858366603189816e+16,0.0,0.0,0.0,13537.030728719115,0.0,0.0,0.0,-1502093320760.9565,0.0,0.0,0.0,928552108781.4094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706011284935.0288,0.0,0.0,0.0,-132470059418.45074,0.0,-2.524354896707238e-18,-47095.44136948494,-2.5243548967072378e-26,-0.00047095441369484936,0.0,1.6634656122822866e+23,1.1887893666322533e+24,1.416046193951911e+24,0.0,166346561228.2286,1357073762734.4504,1416046193951.9106,0.0,0.0,0.0,0.0,0.0,0.0,928552108781.4094,0.0,0.0,166346561228.22842,560991713371.4905,1416046193951.9006,0.0,0.0,0.0,0.0,0.0,0.0,-132470059418.45074,0.0
0.22,-1,-1,1,-47070.780571269985,0.0,-0.00047070780571269974,0.0,0.0,1.6634656118014992e+23,1.187441161226524e+24,1.4160460306318532e+24,0.0,166346561180.14987,1355534706082.1562,1416046030631.8528,0.0,0.0,1502325290147.3525,0.0,0.0,0.0,0.0,0.0,0.0,166346561180.14957,560991710314.4884,1416046030631.8438,0.0,0.0,-707782294379.6864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.651228031887245e-64,4285666.871786518,1541600857119.8184,5221228.163462934,0.0,0.0,0.0,0.0,7.571061555964881e-64,190065.26177144787,928309792014.1482,5943370.889498178,0.0,0.0,0.0,0.0,62589821.10579338,166357037787.98486,560992184826.5912,1416085399913.991,0.0,0.0,0.0,0.0,0.0,0.0,1.2236841597889854e+16,0.0,0.0,0.0,13969.082444166002,0.0,0.0,0.0,-1502325290147.3525,0.0,0.0,0.0,927932573282.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707782294379.6864,0.0,0.0,0.0,-133389563545.58481,0.0,-1.262177448353619e-18,-47070.78057126849,-1.2621774483536189e-26,-0.0004707078057126849,0.0,1.6634656118014992e+23,1.1874411734633641e+24,1.4160460306318532e+24,0.0,166346561180.14987,1355534720051.2368,1416046030631.8528,0.0,0.0,0.0,0.0,0.0,0.0,927932573282.335,0.0,0.0,166346561180.14957,560991710314.4884,1416046030631.8438,0.0,0.0,0.0,0.0,0.0,0.0,-133389563545.58481,0.0
0.24,-1,-1,1,-47045.80803535183,0.0,-0.00047045808035351826,0.0,0.0,1.663465611291654e+23,1.1860759248273704e+24,1.4160458655860316e+24,0.0,166346561129.16537,1353976207537.986,1416045865586.0312,0.0,0.0,1502558341046.0098,0.0,0.0,0.0,0.0,0.0,0.0,166346561129.1651,560991707212.0994,1416045865586.0215,0.0,0.0,-709573840720.1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.657292957317866e-64,4273720.3568961695,1541933354014.7605,5225990.127423065,0.0,0.0,0.0,0.0,7.569579018570875e-64,189840.43306489437,927686646468.2208,5942206.853310578,0.0,0.0,0.0,0.0,62589821.105793394,166357037787.98502,560992184826.5917,1416085399913.9915,0.0,0.0,0.0,0.0,0.0,0.0,1.263392379204237e+16,0.0,0.0,0.0,14422.375384411574,0.0,0.0,0.0,-1502558341046.0098,0.0,0.0,0.0,927306745926.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709573840720.1229,0.0,0.0,0.0,-134322231178.49112,0.0,-2.524354896707238e-18,-47045.80803535028,-2.5243548967072378e-26,-0.0004704580803535027,0.0,1.663465611291654e+23,1.1860759374612958e+24,1.4160458655860316e+24,0.0,166346561129.16537,1353976221960.363,1416045865586.0312,0.0,0.0,0.0,0.0,0.0,0.0,927306745926.754,0.0,0.0,166346561129.1651,560991707212.0994,1416045865586.0215,0.0,0.0,0.0,0.0,0.0,0.0,-134322231178.49112,0.0
0.26,-1,-1,1,-47020.51406409548,0.0,-0.0004702051406409547,0.0,0.0,1.6634656107508784e+23,1.1846931153981497e+24,1.4160456987646122e+24,0.0,166346561075.0878,1352397648334.8755,1416045698764.6118,0.0,0.0,1502792504049.9912,0.0,0.0,0.0,0.0,0.0,0.0,166346561075.08752,560991704062.888,1416045698764.6025,0.0,0.0,-711386559778.0028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.663274893704753e-64,4261691.050495803,1542268138343.2239,5230686.931956013,0.0,0.0,0.0,0.0,7.56811676738847e-64,189613.25925414157,927057067105.4131,5941058.744982619,0.0,0.0,0.0,0.0,62589821.10579342,166357037787.98502,560992184826.5917,1416085399913.992,0.0,0.0,0.0,0.0,0.0,0.0,1.3050733918284226e+16,0.0,0.0,0.0,14898.188932414007,0.0,0.0,0.0,-1502792504049.9912,0.0,0.0,0.0,926674445717.6832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711386559778.0028,0.0,0.0,0.0,-135268486547.50632,0.0,-2.524354896707238e-18,-47020.514064093855,-2.5243548967072378e-26,-0.00047020514064093847,0.0,1.6634656107508784e+23,1.1846931284488846e+24,1.4160456987646122e+24,0.0,166346561075.0878,1352397663233.0657,1416045698764.6118,0.0,0.0,0.0,0.0,0.0,0.0,926674445717.6832,0.0,0.0,166346561075.08752,560991704062.888,1416045698764.6025,0.0,0.0,0.0,0.0,0.0,0.0,-135268486547.50632,0.0
0.28,-1,-1,1,-46994.888389093554,0.0,-0.00046994888389093547,0.0,0.0,1.663465610177117e+23,1.1832921715555122e+24,1.4160455301154352e+24,0.0,166346561017.71167,1350798387620.344,1416045530115.4348,0.0,0.0,1503027810722.103,0.0,0.0,0.0,0.0,0.0,0.0,166346561017.71133,560991700865.3407,1416045530115.4258,0.0,0.0,-713221123967.0995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.669144946911913e-64,4249576.465738216,1542605279015.1465,5235295.890681343,0.0,0.0,0.0,0.0,7.566681865429003e-64,189383.66658740293,926420865804.4144,5939932.110077028,0.0,0.0,0.0,0.0,62589821.1057934,166357037787.98508,560992184826.5918,1416085399913.9915,0.0,0.0,0.0,0.0,0.0,0.0,1.3488480025022114e+16,0.0,0.0,0.0,15397.90214727565,0.0,0.0,0.0,-1503027810722.103,0.0,0.0,0.0,926035483241.8881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713221123967.0995,0.0,0.0,0.0,-136228781088.98239,0.0,-1.262177448353619e-18,-46994.888389091975,-1.2621774483536189e-26,-0.0004699488838909197,0.0,1.663465610177117e+23,1.1832921850439918e+24,1.4160455301154352e+24,0.0,166346561017.71167,1350798403018.2456,1416045530115.4348,0.0,0.0,0.0,0.0,0.0,0.0,926035483241.8881,0.0,0.0,166346561017.71133,560991700865.3407,1416045530115.4258,0.0,0.0,0.0,0.0,0.0,0.0,-136228781088.98239,0.0
0.3,-1,-1,1,-46968.920115427434,0.0,-0.00046968920115427425,0.0,0.0,1.6634656095681172e+23,1.1818724976635544e+24,1.4160453595838433e+24,0.0,166346560956.81168,1349177745440.5837,1416045359583.843,0.0,0.0,1503264293586.4988,0.0,0.0,0.0,0.0,0.0,0.0,166346560956.81146,560991697617.8569,1416045359583.8342,0.0,0.0,-715078245763.7736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67486817128072e-64,4237374.001072517,1542944848130.3403,5239789.565584828,0.0,0.0,0.0,0.0,7.565282854964966e-64,189151.5773844058,925777845579.499,5938833.655667696,0.0,0.0,0.0,0.0,62589821.10579338,166357037787.98505,560992184826.5914,1416085399913.9907,0.0,0.0,0.0,0.0,0.0,0.0,1.394843314927604e+16,0.0,0.0,0.0,15922.965993347076,0.0,0.0,0.0,-1503264293586.4988,0.0,0.0,0.0,925389660136.2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715078245763.7736,0.0,0.0,0.0,-137203596390.53113,0.0,-1.262177448353619e-18,-46968.920115425906,-1.2621774483536189e-26,-0.000469689201154259,0.0,1.6634656095681172e+23,1.181872511611988e+24,1.4160453595838433e+24,0.0,166346560956.81168,1349177761363.55,1416045359583.843,0.0,0.0,0.0,0.0,0.0,0.0,925389660136.2233,0.0,0.0,166346560956.81146,560991697617.8569,1416045359583.8342,0.0,0.0,0.0,0.0,0.0,0.0,-137203596390.53113,0.0
0.32,-1,-1,1,-46942.597658115104,0.0,-0.000469425976581151,0.0,0.0,1.6634656089214126e+23,1.1804334603592288e+24,1.4160451871125413e+24,0.0,166346560892.1412,1347534998774.0073,1416045187112.541,0.0,0.0,1503501986102.9712,0.0,0.0,0.0,0.0,0.0,0.0,166346560892.14096,560991694318.7491,1416045187112.5327,0.0,0.0,-716958681647.7107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680402366969049e-64,4225080.932567603,1543286921172.4482,5244134.822540304,0.0,0.0,0.0,0.0,7.563930051513777e-64,188916.9097661069,925127800023.8547,5937771.4812122835,0.0,0.0,0.0,0.0,62589821.1057934,166357037787.98535,560992184826.5929,1416085399913.9915,0.0,0.0,0.0,0.0,0.0,0.0,1.4431944767470482e+16,0.0,0.0,0.0,16474.923261343007,0.0,0.0,0.0,-1503501986102.9712,0.0,0.0,0.0,924736768521.4208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716958681647.7107,0.0,0.0,0.0,-138193447591.23813,0.0,-1.262177448353619e-18,-46942.59765811379,-1.2621774483536189e-26,-0.00046942597658113783,0.0,1.6634656089214126e+23,1.1804334747911748e+24,1.4160451871125413e+24,0.0,166346560892.1412,1347535015248.9321,1416045187112.541,0.0,0.0,0.0,0.0,0.0,0.0,924736768521.4208,0.0,0.0,166346560892.14096,560991694318.7491,1416045187112.5327,0.0,0.0,0.0,0.0,0.0,0.0,-138193447591.23813,0.0
0.34,-1,-1,1,-46915.908668861644,0.0,-0.0004691590866886164,0.0,0.0,1.663465608234264e+23,1.1789743845475758e+24,1.416045012641409e+24,0.0,166346560823.42636,1345869376959.569,1416045012641.4084,0.0,0.0,1503740922609.8918,0.0,0.0,0.0,0.0,0.0,0.0,166346560823.4261,560991690966.222,1416045012641.3997,0.0,0.0,-718863236616.5442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.685696644755502e-64,4212694.406308498,1543631577203.6165,5248291.7043034,0.0,0.0,0.0,0.0,7.562635894663462e-64,188679.5773466578,924470512736.2351,5936755.354042889,0.0,0.0,0.0,0.0,62589821.10579339,166357037787.9847,560992184826.5907,1416085399913.9902,0.0,0.0,0.0,0.0,0.0,0.0,1.4940406785256312e+16,0.0,0.0,0.0,17055.362894344555,0.0,0.0,0.0,-1503740922609.8918,0.0,0.0,0.0,924076590417.5583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718863236616.5442,0.0,0.0,0.0,-139198887368.848,0.0,-2.524354896707238e-18,-46915.90866886023,-2.5243548967072378e-26,-0.0004691590866886023,0.0,1.663465608234264e+23,1.1789743994879832e+24,1.416045012641409e+24,0.0,166346560823.42636,1345869394014.9329,1416045012641.4084,0.0,0.0,0.0,0.0,0.0,0.0,924076590417.5583,0.0,0.0,166346560823.4261,560991690966.222,1416045012641.3997,0.0,0.0,0.0,0.0,0.0,0.0,-139198887368.848,0.0
0.36,-1,-1,1,-46888.83995091022,0.0,-0.0004688883995091021,0.0,0.0,1.6634656075036768e+23,1.1774945487463191e+24,1.4160448361073478e+24,0.0,166346560750.36765,1344180056382.3423,1416044836107.3474,0.0,0.0,1503981138221.9512,0.0,0.0,0.0,0.0,0.0,0.0,166346560750.3674,560991687558.3822,1416044836107.3386,0.0,0.0,-720792769397.9907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6906897156889e-64,4200211.431366878,1543978899052.8657,5252212.08755847,0.0,0.0,0.0,0.0,7.561415366158311e-64,188439.4888675427,923805756743.2833,5935797.037643505,0.0,0.0,0.0,0.0,62589821.10579339,166357037787.9847,560992184826.5906,1416085399913.9912,0.0,0.0,0.0,0.0,0.0,0.0,1.547528761887781e+16,0.0,0.0,0.0,17665.9611768255,0.0,0.0,0.0,-1503981138221.9512,0.0,0.0,0.0,923408897153.1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720792769397.9907,0.0,0.0,0.0,-140220510663.2146,0.0,-2.524354896707238e-18,-46888.83995090877,-2.5243548967072378e-26,-0.0004688883995090876,0.0,1.6634656075036768e+23,1.1774945642216077e+24,1.4160448361073478e+24,0.0,166346560750.36765,1344180074048.3044,1416044836107.3474,0.0,0.0,0.0,0.0,0.0,0.0,923408897153.1368,0.0,0.0,166346560750.3674,560991687558.3822,1416044836107.3386,0.0,0.0,0.0,0.0,0.0,0.0,-140220510663.2146,0.0
0.38,-1,-1,1,-46861.37735959741,0.0,-0.00046861377359597406,0.0,0.0,1.6634656067262957e+23,1.1759931796488619e+24,1.4160446574440967e+24,0.0,166346560672.62955,1342466154266.8552,1416044657444.0964,0.0,0.0,1504222668672.1804,0.0,0.0,0.0,0.0,0.0,0.0,166346560672.62933,560991684093.2108,1416044657444.0881,0.0,0.0,-722748198498.5366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.695307856404914e-64,4187628.8735876004,1544328973495.4536,5255838.085417341,0.0,0.0,0.0,0.0,7.560286487265978e-64,188196.54775946925,923133293922.6445,5934910.682150702,0.0,0.0,0.0,0.0,62589821.10579337,166357037787.98477,560992184826.5913,1416085399913.9902,0.0,0.0,0.0,0.0,0.0,0.0,1.6038097266303372e+16,0.0,0.0,0.0,18308.441861270694,0.0,0.0,0.0,-1504222668672.1804,0.0,0.0,0.0,922733448772.4465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722748198498.5366,0.0,0.0,0.0,-141258960290.3597,0.0,-2.524354896707238e-18,-46861.37735959573,-2.5243548967072378e-26,-0.0004686137735959573,0.0,1.6634656067262957e+23,1.1759931956869595e+24,1.4160446574440967e+24,0.0,166346560672.62955,1342466172575.2974,1416044657444.0964,0.0,0.0,0.0,0.0,0.0,0.0,922733448772.4465,0.0,0.0,166346560672.62933,560991684093.2108,1416044657444.0881,0.0,0.0,0.0,0.0,0.0,0.0,-141258960290.3597,0.0
0.4,-1,-1,1,-46833.50568606778,0.0,-0.00046833505686067774,0.0,0.0,1.6634656058983573e+23,1.1744694457665762e+24,1.416044476582062e+24,0.0,166346560589.8357,1340726721419.3884,1416044476582.0618,0.0,0.0,1504465550091.6003,0.0,0.0,0.0,0.0,0.0,0.0,166346560589.83542,560991680568.5573,1416044476582.0537,0.0,0.0,-724730509240.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699462493836156e-64,4174943.45007011,1544681891425.0286,5259100.151146781,0.0,0.0,0.0,0.0,7.559270909181659e-64,187950.65162651442,922452874422.3887,5934113.287887071,0.0,0.0,0.0,0.0,62589821.10579339,166357037787.98453,560992184826.5906,1416085399913.9902,0.0,0.0,0.0,0.0,0.0,0.0,1.6630367111691492e+16,0.0,0.0,0.0,18984.553113772876,0.0,0.0,0.0,-1504465550091.6003,0.0,0.0,0.0,922049993436.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724730509240.7703,0.0,0.0,0.0,-142314933600.93405,0.0,-2.524354896707238e-18,-46833.50568606616,-2.5243548967072378e-26,-0.00046833505686066153,0.0,1.6634656058983573e+23,1.1744694623969434e+24,1.416044476582062e+24,0.0,166346560589.8357,1340726740403.9417,1416044476582.0618,0.0,0.0,0.0,0.0,0.0,0.0,922049993436.318,0.0,0.0,166346560589.83542,560991680568.5573,1416044476582.0537,0.0,0.0,0.0,0.0,0.0,0.0,-142314933600.93405,0.0
0.42,-1,-1,1,-46805.20852140007,0.0,-0.0004680520852140006,0.0,0.0,1.663465605015624e+23,1.1729224499999215e+24,1.4160442934481245e+24,0.0,166346560501.56235,1338960733747.4631,1416044293448.1243,0.0,0.0,1504709818722.9736,0.0,0.0,0.0,0.0,0.0,0.0,166346560501.56204,560991676982.1289,1416044293448.1157,0.0,0.0,-726740761957.6396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.703047345517658e-64,4162151.7239180165,1545037748024.4487,5261914.832966523,0.0,0.0,0.0,0.0,7.558394612064627e-64,187701.69165612373,921764236065.145,5933425.254188741,0.0,0.0,0.0,0.0,62589821.10579343,166357037787.98502,560992184826.592,1416085399913.9922,0.0,0.0,0.0,0.0,0.0,0.0,1.7253681921524534e+16,0.0,0.0,0.0,19696.104039522284,0.0,0.0,0.0,-1504709818722.9736,0.0,0.0,0.0,921358266804.2119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726740761957.6396,0.0,0.0,0.0,-143389190342.77298,0.0,-2.524354896707238e-18,-46805.208521398556,-2.5243548967072378e-26,-0.00046805208521398544,0.0,1.663465605015624e+23,1.1729224672536036e+24,1.4160442934481245e+24,0.0,166346560501.56235,1338960753443.5671,1416044293448.1243,0.0,0.0,0.0,0.0,0.0,0.0,921358266804.2119,0.0,0.0,166346560501.56204,560991676982.1289,1416044293448.1157,0.0,0.0,0.0,0.0,0.0,0.0,-143389190342.77298,0.0
0.44,-1,-1,1,-46776.46809796416,0.0,-0.00046776468097964156,0.0,0.0,1.6634656040732475e+23,1.1713512209648766e+24,1.4160441079654336e+24,0.0,166346560407.3247,1337167082358.4482,1416044107965.4333,0.0,0.0,1504955510563.785,0.0,0.0,0.0,0.0,0.0,0.0,166346560407.3245,560991673331.4603,1416044107965.426,0.0,0.0,-728780101536.7969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.705935044049665e-64,4149250.0987408427,1545396642941.1724,5264182.12376852,0.0,0.0,0.0,0.0,7.557688730169586e-64,187449.55196087557,921067103724.4537,5932871.027252005,0.0,0.0,0.0,0.0,62589821.1057934,166357037787.98483,560992184826.5916,1416085399913.9915,0.0,0.0,0.0,0.0,0.0,0.0,1.7909624514105046e+16,0.0,0.0,0.0,20444.90151974604,0.0,0.0,0.0,-1504955510563.785,0.0,0.0,0.0,920657991384.6206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728780101536.7969,0.0,0.0,0.0,-144482561912.7301,0.0,-1.262177448353619e-18,-46776.4680979625,-1.2621774483536189e-26,-0.0004677646809796249,0.0,1.6634656040732475e+23,1.1713512388745012e+24,1.4160441079654336e+24,0.0,166346560407.3247,1337167102803.3499,1416044107965.4333,0.0,0.0,0.0,0.0,0.0,0.0,920657991384.6206,0.0,0.0,166346560407.3245,560991673331.4603,1416044107965.426,0.0,0.0,0.0,0.0,0.0,0.0,-144482561912.7301,0.0
0.46,-1,-1,1,-46747.26510409576,0.0,-0.0004674726510409575,0.0,0.0,1.6634656030657263e+23,1.1697547028604194e+24,1.4160439200532177e+24,0.0,166346560306.5726,1335344561992.6855,1416043920053.2173,0.0,0.0,1505202660927.4504,0.0,0.0,0.0,0.0,0.0,0.0,166346560306.57236,560991669613.9122,1416043920053.2085,0.0,0.0,-730849768548.677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.70797316714743e-64,4136234.812594562,1545758680469.2522,5265782.344063458,0.0,0.0,0.0,0.0,7.55719052227888e-64,187194.1088548094,920361188667.9977,5932479.862080079,0.0,0.0,0.0,0.0,62589821.10579339,166357037787.98495,560992184826.5912,1416085399913.991,0.0,0.0,0.0,0.0,0.0,0.0,1.85998263932253e+16,0.0,0.0,0.0,21232.808013053243,0.0,0.0,0.0,-1505202660927.4504,0.0,0.0,0.0,919948875847.8011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730849768548.677,0.0,0.0,0.0,-145595962236.22076,0.0,0.0,-46747.26510409432,0.0,-0.00046747265104094313,0.0,1.6634656030657263e+23,1.1697547214602441e+24,1.4160439200532177e+24,0.0,166346560306.5726,1335344583225.4917,1416043920053.2173,0.0,0.0,0.0,0.0,0.0,0.0,919948875847.8011,0.0,0.0,166346560306.57236,560991669613.9122,1416043920053.2085,0.0,0.0,0.0,0.0,0.0,0.0,-145595962236.22076,0.0
0.48,-1,-1,1,-46717.57846710812,0.0,-0.00046717578467108116,0.0,0.0,1.6634656019867165e+23,1.1681317436048282e+24,1.4160437296265349e+24,0.0,166346560198.6716,1333491857480.372,1416043729626.5344,0.0,0.0,1505451303902.1023,0.0,0.0,0.0,0.0,0.0,0.0,166346560198.6714,560991665826.6373,1416043729626.5276,0.0,0.0,-732951112248.3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.708979589168206e-64,4123101.931478521,1546123969733.4297,5266572.4921914805,0.0,0.0,0.0,0.0,7.556944507996103e-64,186935.23005392012,919646187875.3735,5932286.714654106,0.0,0.0,0.0,0.0,62589821.10579342,166357037787.98486,560992184826.5917,1416085399913.9917,0.0,0.0,0.0,0.0,0.0,0.0,1.9325839582282052e+16,0.0,0.0,0.0,22061.59524645459,0.0,0.0,0.0,-1505451303902.1023,0.0,0.0,0.0,919230614307.5807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732951112248.3674,0.0,0.0,0.0,-146730400592.25076,0.0,-1.262177448353619e-18,-46717.57846710654,-1.2621774483536189e-26,-0.00046717578467106533,0.0,1.6634656019867165e+23,1.168131762930667e+24,1.4160437296265349e+24,0.0,166346560198.6716,1333491879541.9666,1416043729626.5344,0.0,0.0,0.0,0.0,0.0,0.0,919230614307.5807,0.0,0.0,166346560198.6714,560991665826.6373,1416043729626.5276,0.0,0.0,0.0,0.0,0.0,0.0,-146730400592.25076,0.0
