sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-39335.47779975657,0.0,-0.0003933547779975656,0.0,5.556086121570051e+22,0.0,1.5159165153958084e+24,5.21355610022299e+23,55560861215.70049,0.0,1878210944262.2068,521355610022.2989,0.0,0.0,1703617074739.1042,0.0,0.0,0.0,0.0,0.0,55560861215.70038,0.0,215562241365.9859,521355610022.2977,0.0,0.0,-40968371842.882866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401751734559849.2,0.0,0.0,0.0,1736.761505168651,0.0,0.0,0.0,-1703617074739.1042,0.0,0.0,0.0,1707379550685.1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40968371842.882866,0.0,0.0,0.0,-44730846052.15581,0.0,6.31319835770136e-19,-39335.4777997548,6.313198357701359e-27,-0.00039335477799754795,5.556086121570051e+22,0.0,1.5159165167975601e+24,5.21355610022299e+23,55560861215.70049,0.0,1878210945998.9683,521355610022.2989,0.0,0.0,0.0,0.0,0.0,0.0,1707379550685.1377,0.0,55560861215.70038,0.0,215562241365.9859,521355610022.2977,0.0,0.0,0.0,0.0,0.0,0.0,-44730846052.15581,0.0,0.0,0.0,0.0,0.0,215134.7992765701,9.34449366915519e-64,1707812547846.8113,7335317.096679789,0.0,0.0,0.0,0.0,3911.0379806108367,3.123230922555303e-63,1709260224197.977,24517605.87496302,0.0,0.0,0.0,0.0,55568383270.4505,23046523.40354005,215562244000.28012,521424166644.6976
0.029333333333333336,-1,-1,1,-39324.04180789832,0.0,-0.00039324041807898316,0.0,5.556086104861093e+22,0.0,1.515340495324274e+24,5.213555859782997e+23,55560861048.610916,0.0,1877497259048.3552,521355585978.2996,0.0,0.0,1703582893193.4153,0.0,0.0,0.0,0.0,0.0,55560861048.61082,0.0,215562241273.92603,521355585978.29803,0.0,0.0,-41647875418.98646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0314392267122003e+17,0.0,0.0,0.0,-127794.66575350158,0.0,0.0,0.0,-1703582893193.4153,0.0,0.0,0.0,1707316908573.8877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41647875418.98646,0.0,0.0,0.0,-45382018594.12314,0.0,1.5779529220353503e-18,-39324.041807896676,1.57795292203535e-26,-0.0003932404180789667,5.556086104861093e+22,0.0,1.5153403921803505e+24,5.213555859782997e+23,55560861048.610916,0.0,1877497131253.6887,521355585978.2996,0.0,0.0,0.0,0.0,0.0,0.0,1707316908573.8877,0.0,55560861048.61082,0.0,215562241273.92603,521355585978.29803,0.0,0.0,0.0,0.0,0.0,0.0,-45382018594.12314,0.0,0.0,0.0,0.0,0.0,215043.70383398386,9.299234279720628e-64,1707848113489.5977,7299790.149998241,0.0,0.0,0.0,0.0,3910.121421255592,3.1277568614988673e-63,1709225281576.4663,24553132.144314785,0.0,0.0,0.0,0.0,55568383270.45059,23046523.403540067,215562244000.2805,521424166644.69775
0.05866666666666667,-1,-1,1,-39312.36761088455,0.0,-0.00039312367610884545,0.0,5.556086089206124e+22,0.0,1.5147523269239574e+24,5.213555617501511e+23,55560860892.061226,0.0,1876768522132.2231,521355561750.15094,0.0,0.0,1703547674814.433,0.0,0.0,0.0,0.0,0.0,55560860892.06114,0.0,215562241177.15707,521355561750.1494,0.0,0.0,-42341393859.36826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.560298652482365e+16,0.0,0.0,0.0,93671.62061213898,0.0,0.0,0.0,-1703547674814.433,0.0,0.0,0.0,1707253258352.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42341393859.36826,0.0,0.0,0.0,-46046883725.66173,0.0,9.468641978585408e-19,-39312.367610883,9.468641978585406e-27,-0.0003931236761088299,5.556086089206124e+22,0.0,1.514752402526944e+24,5.213555617501511e+23,55560860892.061226,0.0,1876768615803.844,521355561750.15094,0.0,0.0,0.0,0.0,0.0,0.0,1707253258352.3472,0.0,55560860892.06114,0.0,215562241177.15707,521355561750.1494,0.0,0.0,0.0,0.0,0.0,0.0,-46046883725.66173,0.0,0.0,0.0,0.0,0.0,214951.37751117136,9.25361768930452e-64,1707884080392.3596,7263982.87469585,0.0,0.0,0.0,0.0,3909.3916458537865,3.132318520540583e-63,1709189913764.7046,24588938.73411413,0.0,0.0,0.0,0.0,55568383270.450714,23046523.403540052,215562244000.28085,521424166644.6982
0.08800000000000001,-1,-1,1,-39300.44943066895,0.0,-0.0003930044943066895,0.0,5.556086074544417e+22,0.0,1.514151892092184e+24,5.213555373304343e+23,55560860745.44416,0.0,1876024587185.3445,521355537330.4342,0.0,0.0,1703511406474.8735,0.0,0.0,0.0,0.0,0.0,55560860745.44405,0.0,215562241075.41418,521355537330.433,0.0,0.0,-43049060364.94199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1233267620684746e+17,0.0,0.0,0.0,263078.8385942583,0.0,0.0,0.0,-1703511406474.8735,0.0,0.0,0.0,1707188576028.6958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43049060364.94199,0.0,0.0,0.0,-46725966839.92843,0.0,9.468641978585408e-19,-39300.44943066725,9.468641978585406e-27,-0.00039300449430667244,5.556086074544417e+22,0.0,1.514152104424859e+24,5.213555373304343e+23,55560860745.44416,0.0,1876024850264.182,521355537330.4342,0.0,0.0,0.0,0.0,0.0,0.0,1707188576028.6958,0.0,55560860745.44405,0.0,215562241075.41418,521355537330.433,0.0,0.0,0.0,0.0,0.0,0.0,-46725966839.92843,0.0,0.0,0.0,0.0,0.0,214857.83230318432,9.207636579844446e-64,1707920449098.878,7227889.52658738,0.0,0.0,0.0,0.0,3908.835846291587,3.1369166314867034e-63,1709154119142.898,24625031.38836898,0.0,0.0,0.0,0.0,55568383270.45078,23046523.403540067,215562244000.28094,521424166644.6986
0.11733333333333335,-1,-1,1,-39288.27810342041,0.0,-0.000392882781034204,0.0,5.556086060794657e+22,0.0,1.513538778349268e+24,5.213555127096026e+23,55560860607.946556,0.0,1875264943148.0068,521355512709.6025,0.0,0.0,1703474041409.7483,0.0,0.0,0.0,0.0,0.0,55560860607.94643,0.0,215562240968.38354,521355512709.6008,0.0,0.0,-43771339230.12517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0287170334894426e+17,0.0,0.0,0.0,251356.75325208376,0.0,0.0,0.0,-1703474041409.7483,0.0,0.0,0.0,1707122833576.4578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43771339230.12517,0.0,0.0,0.0,-47419880040.080925,0.0,9.468641978585408e-19,-39288.27810341873,9.468641978585406e-27,-0.00039288278103418725,5.556086060794657e+22,0.0,1.5135389812209717e+24,5.213555127096026e+23,55560860607.946556,0.0,1875265194504.7607,521355512709.6025,0.0,0.0,0.0,0.0,0.0,0.0,1707122833576.4578,0.0,55560860607.94643,0.0,215562240968.38354,521355512709.6008,0.0,0.0,0.0,0.0,0.0,0.0,-47419880040.080925,0.0,0.0,0.0,0.0,0.0,214763.07964546664,9.161280067942803e-64,1707957220485.5535,7191501.562694023,0.0,0.0,0.0,0.0,3908.4409027250595,3.14155228267697e-63,1709117895746.9956,24661418.64982451,0.0,0.0,0.0,0.0,55568383270.450676,23046523.40354007,215562244000.28058,521424166644.69824
0.14666666666666667,-1,-1,1,-39275.84468434396,0.0,-0.0003927584468434395,0.0,5.55608604787721e+22,0.0,1.5129124617041747e+24,5.213554878850741e+23,55560860478.77209,0.0,1874488940798.642,521355487885.074,0.0,0.0,1703435510017.3848,0.0,0.0,0.0,0.0,0.0,55560860478.77198,0.0,215562240855.73032,521355487885.07263,0.0,0.0,-44508810074.47256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9347480493673613e+17,0.0,0.0,0.0,239714.05574158058,0.0,0.0,0.0,-1703435510017.3848,0.0,0.0,0.0,1707056020395.9106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44508810074.47256,0.0,0.0,0.0,-48129080738.94369,0.0,1.5779529220353503e-18,-39275.844684342315,1.57795292203535e-26,-0.0003927584468434231,5.55608604787721e+22,0.0,1.5129126551789797e+24,5.213554878850741e+23,55560860478.77209,0.0,1874489180512.6978,521355487885.074,0.0,0.0,0.0,0.0,0.0,0.0,1707056020395.9106,0.0,55560860478.77198,0.0,215562240855.73032,521355487885.07263,0.0,0.0,0.0,0.0,0.0,0.0,-48129080738.94369,0.0,0.0,0.0,0.0,0.0,214667.15902079263,9.114550717165606e-64,1707994384412.9353,7154820.995359844,0.0,0.0,0.0,0.0,3908.194108111965,3.1462252177547983e-63,1709081252461.6265,24698098.506104358,0.0,0.0,0.0,0.0,55568383270.45069,23046523.40354006,215562244000.28076,521424166644.69824
0.17600000000000002,-1,-1,1,-39263.139874592176,0.0,-0.0003926313987459217,0.0,5.556086035721391e+22,0.0,1.5122724737086253e+24,5.213554628510237e+23,55560860357.21389,0.0,1873695999732.8057,521355462851.02356,0.0,0.0,1703395755092.0469,0.0,0.0,0.0,0.0,0.0,55560860357.21378,0.0,215562240737.09647,521355462851.0222,0.0,0.0,-45261996096.33849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8417758974903706e+17,0.0,0.0,0.0,228194.86511376567,0.0,0.0,0.0,-1703395755092.0469,0.0,0.0,0.0,1706988115061.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45261996096.33849,0.0,0.0,0.0,-48854127870.960655,0.0,6.31319835770136e-19,-39263.13987459063,6.313198357701359e-27,-0.00039263139874590625,5.556086035721391e+22,0.0,1.5122726578862147e+24,5.213554628510237e+23,55560860357.21389,0.0,1873696227927.6702,521355462851.02356,0.0,0.0,0.0,0.0,0.0,0.0,1706988115061.5334,0.0,55560860357.21378,0.0,215562240737.09647,521355462851.0222,0.0,0.0,0.0,0.0,0.0,0.0,-48854127870.960655,0.0,0.0,0.0,0.0,0.0,214570.09149996762,9.06744528265734e-64,1708031937353.737,7117845.277510501,0.0,0.0,0.0,0.0,3908.0839998352867,3.150935761205736e-63,1709044191665.104,24735073.504161905,0.0,0.0,0.0,0.0,55568383270.45052,23046523.403540056,215562244000.28018,521424166644.69775
0.20533333333333337,-1,-1,1,-39250.153932745525,0.0,-0.00039250153932745516,0.0,5.556086024260768e+22,0.0,1.5116183236249674e+24,5.213554376015304e+23,55560860242.607666,0.0,1872885511929.6592,521355437601.5303,0.0,0.0,1703354717583.8013,0.0,0.0,0.0,0.0,0.0,55560860242.60753,0.0,215562240612.1014,521355437601.52905,0.0,0.0,-46031446266.24259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.750045986213212e+17,0.0,0.0,0.0,216829.58730808285,0.0,0.0,0.0,-1703354717583.8013,0.0,0.0,0.0,1706919094259.7336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46031446266.24259,0.0,0.0,0.0,-49595606112.58779,0.0,1.2624085599469455e-18,-39250.15393274393,1.2624085599469454e-26,-0.0003925015393274392,5.556086024260768e+22,0.0,1.511618498629567e+24,5.213554376015304e+23,55560860242.607666,0.0,1872885728759.2478,521355437601.5303,0.0,0.0,0.0,0.0,0.0,0.0,1706919094259.7336,0.0,55560860242.60753,0.0,215562240612.1014,521355437601.52905,0.0,0.0,0.0,0.0,0.0,0.0,-49595606112.58779,0.0,0.0,0.0,0.0,0.0,214471.89522592005,9.019960678211833e-64,1708069876580.3606,7080571.986564573,0.0,0.0,0.0,0.0,3908.099927959948,3.155684221650396e-63,1709006714944.2031,24772346.066458672,0.0,0.0,0.0,0.0,55568383270.45053,23046523.403540045,215562244000.28015,521424166644.6976
0.2346666666666667,-1,-1,1,-39236.8766437932,0.0,-0.0003923687664379319,0.0,5.556086013432816e+22,0.0,1.510949496859135e+24,5.213554121305599e+23,55560860134.32814,0.0,1872056839810.4204,521355412130.55975,0.0,0.0,1703312336398.6484,0.0,0.0,0.0,0.0,0.0,55560860134.32806,0.0,215562240480.3346,521355412130.5582,0.0,0.0,-46817737068.56318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6597835801056646e+17,0.0,0.0,0.0,205646.13246179995,0.0,0.0,0.0,-1703312336398.6484,0.0,0.0,0.0,1706848932726.8096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46817737068.56318,0.0,0.0,0.0,-50354127750.59096,0.0,9.468641978585408e-19,-39236.876643791446,9.468641978585406e-27,-0.00039236876643791436,5.556086013432816e+22,0.0,1.510949662837494e+24,5.213554121305599e+23,55560860134.32814,0.0,1872057045456.554,521355412130.55975,0.0,0.0,0.0,0.0,0.0,0.0,1706848932726.8096,0.0,55560860134.32806,0.0,215562240480.3346,521355412130.5582,0.0,0.0,0.0,0.0,0.0,0.0,-50354127750.59096,0.0,0.0,0.0,0.0,0.0,214372.58551548282,8.972093971201237e-64,1708108200143.7275,7042998.820448506,0.0,0.0,0.0,0.0,3908.232011529365,3.1604708923515703e-63,1708968823111.7131,24809918.494949024,0.0,0.0,0.0,0.0,55568383270.45066,23046523.40354007,215562244000.28073,521424166644.6983
