sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-36251.92678872039,0.0,-0.00036251926788720385,0.0,1.4160451580086938e+24,3.859244310451522e+23,0.0,1.5356597291029404e+24,1416045158008.6934,385924431045.1521,0.0,460697918730.8821,0.0,0.0,0.0,248892573549.3341,0.0,0.0,0.0,0.0,1416045158008.6843,385924431045.15094,0.0,213608588333.98593,0.0,0.0,0.0,-1803243152.4384375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.3432563572495,5459839.2390680695,6.908430965169253e-68,248905913123.78894,0.0,0.0,0.0,0.0,6345861.1315503465,397.00413806710395,8.08380236681603e-64,247675491172.15094,0.0,0.0,0.0,0.0,1416085399913.9539,385945350892.49646,62589821.105793275,213608588371.66995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534339350958.6653,0.0,0.0,0.0,0.46030180528759956,0.0,0.0,0.0,-248892573549.3341,0.0,0.0,0.0,247679927883.18533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803243152.4384375,0.0,0.0,0.0,-590597485.8292336,-7.573064690121715e-18,-36251.926788719386,-7.573064690121713e-26,-0.00036251926788719377,1.4160451580086938e+24,3.859244310451522e+23,0.0,1.5356597291044743e+24,1416045158008.6934,385924431045.1521,0.0,460697918731.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247679927883.18533,1416045158008.6843,385924431045.15094,0.0,213608588333.98593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-590597485.8292336
0.02,-1,-1,1,-36251.50861167771,0.0,-0.00036251508611677706,0.0,1.4160450305903277e+24,3.859243989061699e+23,0.0,1.5355732496256836e+24,1416045030590.3274,385924398906.1698,0.0,460671974887.705,0.0,0.0,0.0,248904728310.37808,0.0,0.0,0.0,0.0,1416045030590.3184,385924398906.1686,0.0,213608588332.40207,0.0,0.0,0.0,-1841341755.0753403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.9015561918625,5459787.744832821,7.030221081069241e-68,248918465132.30142,0.0,0.0,0.0,0.0,6345851.573317513,403.8222851702416,8.083790187803913e-64,247662928965.05417,0.0,0.0,0.0,0.0,1416085399913.954,385945350892.49615,62589821.1057933,213608588371.66995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1654685282607874e+16,0.0,0.0,0.0,3496.405584782362,0.0,0.0,0.0,-248904728310.37808,0.0,0.0,0.0,247667322560.98978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841341755.0753403,0.0,0.0,0.0,-603932509.2813153,-2.524354896707238e-18,-36251.508611676574,-2.5243548967072378e-26,-0.0003625150861167657,1.4160450305903277e+24,3.859243989061699e+23,0.0,1.5355732612803694e+24,1416045030590.3274,385924398906.1698,0.0,460671978384.11084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247667322560.98978,1416045030590.3184,385924398906.1686,0.0,213608588332.40207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-603932509.2813153
0.04,-1,-1,1,-36251.07882913867,0.0,-0.00036251078829138667,0.0,1.4160449021312779e+24,3.85924366503241e+23,0.0,1.535484338368711e+24,1416044902131.2776,385924366503.2409,0.0,460645301510.6133,0.0,0.0,0.0,248917201611.8448,0.0,0.0,0.0,0.0,1416044902131.27,385924366503.23975,0.0,213608588330.74,0.0,0.0,0.0,-1880488431.9714715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.8079272824094,5459734.849045092,7.156446604820444e-68,248931346609.1719,0.0,0.0,0.0,0.0,6345841.667015867,410.8805357345889,8.083777565250981e-64,247650036799.45145,0.0,0.0,0.0,0.0,1416085399913.9543,385945350892.49664,62589821.10579329,213608588371.67017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.020055463209749e+16,0.0,0.0,0.0,15060.166389629245,0.0,0.0,0.0,-248917201611.8448,0.0,0.0,0.0,247654386018.43332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880488431.9714715,0.0,0.0,0.0,-617657778.3935839,-5.048709793414476e-18,-36251.07882913766,-5.0487097934144756e-26,-0.0003625107882913766,1.4160449021312779e+24,3.85924366503241e+23,0.0,1.5354843885692664e+24,1416044902131.2776,385924366503.2409,0.0,460645316570.7799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247654386018.43332,1416044902131.27,385924366503.23975,0.0,213608588330.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617657778.3935839
0.06,-1,-1,1,-36250.63695282778,0.0,-0.0003625063695282778,0.0,1.4160447726040243e+24,3.859243338301311e+23,0.0,1.5353929621218806e+24,1416044772604.024,385924333830.13104,0.0,460617888636.5641,0.0,0.0,0.0,248930015572.1563,0.0,0.0,0.0,0.0,1416044772604.0159,385924333830.1298,0.0,213608588328.99414,0.0,0.0,0.0,-1920715264.5866358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0835474860519,5459680.458242565,7.287377260915616e-68,248944580007.1375,0.0,0.0,0.0,0.0,6345831.3914677,418.1928175277079,8.083764472184824e-64,247636792186.71475,0.0,0.0,0.0,0.0,1416085399913.9543,385945350892.4969,62589821.105793305,213608588371.6701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0948128301166e+16,0.0,0.0,0.0,9284.4384903498,0.0,0.0,0.0,-248930015572.1563,0.0,0.0,0.0,247641095725.16382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1920715264.5866358,0.0,0.0,0.0,-631786133.155609,-5.048709793414476e-18,-36250.63695282668,-5.0487097934144756e-26,-0.0003625063695282668,1.4160447726040243e+24,3.859243338301311e+23,0.0,1.535392993070009e+24,1416044772604.024,385924333830.13104,0.0,460617897921.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247641095725.16382,1416044772604.0159,385924333830.1298,0.0,213608588328.99414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-631786133.155609
0.08,-1,-1,1,-36250.18271789754,0.0,-0.00036250182717897537,0.0,1.4160446419824137e+24,3.859243008797713e+23,0.0,1.535299003776069e+24,1416044641982.4133,385924300879.7712,0.0,460589701132.8206,0.0,0.0,0.0,248943168451.16278,0.0,0.0,0.0,0.0,1416044641982.4045,385924300879.7701,0.0,213608588327.15942,0.0,0.0,0.0,-1962055645.5022767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.7514611998406,5459624.562298718,7.42330653165383e-68,248958163933.98007,0.0,0.0,0.0,0.0,6345820.72362876,425.77458781191336,8.083750879257157e-64,247623196501.55237,0.0,0.0,0.0,0.0,1416085399913.9543,385945350892.4965,62589821.10579327,213608588371.66995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0955679918515188e+16,0.0,0.0,0.0,9286.703975554556,0.0,0.0,0.0,-248943168451.16278,0.0,0.0,0.0,247627453012.5574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962055645.5022767,0.0,0.0,0.0,-646330920.192857,-5.048709793414476e-18,-36250.18271789648,-5.0487097934144756e-26,-0.00036250182717896475,1.4160446419824137e+24,3.859243008797713e+23,0.0,1.535299034731747e+24,1416044641982.4133,385924300879.7712,0.0,460589710419.52405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247627453012.5574,1416044641982.4045,385924300879.7701,0.0,213608588327.15942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-646330920.192857
0.1,-1,-1,1,-36249.71566880034,0.0,-0.0003624971566880033,0.0,1.4160445102375383e+24,3.8592426764528034e+23,0.0,1.5352024029604974e+24,1416044510237.538,385924267645.2803,0.0,460560720888.1492,0.0,0.0,0.0,248956676855.56592,0.0,0.0,0.0,0.0,1416044510237.531,385924267645.2791,0.0,213608588325.2305,0.0,0.0,0.0,-2004544292.6474333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.8372126021552,5459567.084319711,7.56455972248003e-68,248972115358.2591,0.0,0.0,0.0,0.0,6345809.637955075,433.642658256447,8.083736753937455e-64,247609232741.05292,0.0,0.0,0.0,0.0,1416085399913.954,385945350892.496,62589821.10579325,213608588371.66995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7270554536717634.0,0.0,0.0,0.0,2181.16636101529,0.0,0.0,0.0,-248956676855.56592,0.0,0.0,0.0,247613440832.46326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004544292.6474333,0.0,0.0,0.0,-661306088.3784504,-2.524354896707238e-18,-36249.71566879943,-2.5243548967072378e-26,-0.0003624971566879942,1.4160445102375383e+24,3.8592426764528034e+23,0.0,1.535202410231053e+24,1416044510237.538,385924267645.2803,0.0,460560723069.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247613440832.46326,1416044510237.531,385924267645.2791,0.0,213608588325.2305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-661306088.3784504
0.12,-1,-1,1,-36249.235463099394,0.0,-0.0003624923546309939,0.0,1.416044377340731e+24,3.8592423411917653e+23,0.0,1.5351030506221463e+24,1416044377340.7307,385924234119.17645,0.0,460530915186.6438,0.0,0.0,0.0,248970544241.58676,0.0,0.0,0.0,0.0,1416044377340.722,385924234119.1753,0.0,213608588323.20078,0.0,0.0,0.0,-2048217378.1440177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.3689785204115,5459507.992248409,7.71149565148171e-68,248986438113.21912,0.0,0.0,0.0,0.0,6345798.106269988,441.81571484774156,8.083722060343937e-64,247594897047.54486,0.0,0.0,0.0,0.0,1416085399913.954,385945350892.4961,62589821.10579328,213608588371.66992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7458647708694140.0,0.0,0.0,0.0,2237.594312608242,0.0,0.0,0.0,-248970544241.58676,0.0,0.0,0.0,247599055280.10156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2048217378.1440177,0.0,0.0,0.0,-676726179.0644805,-2.524354896707238e-18,-36249.235463098375,-2.5243548967072378e-26,-0.00036249235463098366,1.416044377340731e+24,3.8592423411917653e+23,0.0,1.5351030580807942e+24,1416044377340.7307,385924234119.17645,0.0,460530917424.2382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247599055280.10156,1416044377340.722,385924234119.1753,0.0,213608588323.20078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-676726179.0644805
0.14,-1,-1,1,-36248.741638206426,0.0,-0.00036248741638206423,0.0,1.416044243261139e+24,3.8592420029395564e+23,0.0,1.5350008697433403e+24,1416044243261.1387,385924200293.95557,0.0,460500260923.0021,0.0,0.0,0.0,248984785184.89856,0.0,0.0,0.0,0.0,1416044243261.1294,385924200293.95435,0.0,213608588321.06354,0.0,0.0,0.0,-2093112582.9602673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.3782264660391,5459447.212380923,7.86451503037487e-68,249001147167.3809,0.0,0.0,0.0,0.0,6345786.097106223,450.3143804492408,8.083706758405367e-64,247580174416.87305,0.0,0.0,0.0,0.0,1416085399913.9534,385945350892.4963,62589821.10579327,213608588371.66977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7651905994775395.0,0.0,0.0,0.0,2295.5717984326184,0.0,0.0,0.0,-248984785184.89856,0.0,0.0,0.0,247584281302.08658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093112582.9602673,0.0,0.0,0.0,-692606404.5763979,-7.573064690121715e-18,-36248.74163820545,-7.573064690121713e-26,-0.0003624874163820545,1.416044243261139e+24,3.8592420029395564e+23,0.0,1.5350008773952468e+24,1416044243261.1387,385924200293.95557,0.0,460500263218.57404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247584281302.08658,1416044243261.1294,385924200293.95435,0.0,213608588321.06354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-692606404.5763979
0.16,-1,-1,1,-36248.233747189166,0.0,-0.0003624823374718916,0.0,1.4160441079670584e+24,3.859241661617242e+23,0.0,1.5348957674716216e+24,1416044107967.058,385924166161.72406,0.0,460468730241.48645,0.0,0.0,0.0,248999411138.53842,0.0,0.0,0.0,0.0,1416044107967.0496,385924166161.723,0.0,213608588318.81137,0.0,0.0,0.0,-2139269215.8635461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.9001653029084,5459384.679579487,8.024066203394969e-68,249016254383.6385,0.0,0.0,0.0,0.0,6345773.575255165,459.1616958682162,8.083690803287376e-64,247565052951.66583,0.0,0.0,0.0,0.0,1416085399913.954,385945350892.4966,62589821.10579329,213608588371.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7850537165825566.0,0.0,0.0,0.0,2355.1611497476697,0.0,0.0,0.0,-248999411138.53842,0.0,0.0,0.0,247569106949.61658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139269215.8635461,0.0,0.0,0.0,-708962671.7804247,-5.048709793414476e-18,-36248.23374718814,-5.0487097934144756e-26,-0.00036248233747188135,1.4160441079670584e+24,3.859241661617242e+23,0.0,1.534895775322159e+24,1416044107967.058,385924166161.72406,0.0,460468732596.64764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247569106949.61658,1416044107967.0496,385924166161.723,0.0,213608588318.81137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-708962671.7804247
