sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,-46790.32112444384,0.0,-0.0004679032112444384,0.0,8.984945410495535e+23,1.1040585924514977e+23,1.4160284668077235e+24,0.0,1393988082808.7834,110405859245.14975,1416028466807.7231,0.0,905743003855.2677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494023147.0728,110405859245.14957,1416028466807.7202,0.0,-161248944193.5581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515890326.892,16289202.115520451,831432.6850047597,1.0591514365288435e-64,0.0,0.0,0.0,0.0,1982363566193.3723,135007.79431715983,31017011.7081768,3.951199444767654e-63,0.0,0.0,0.0,0.0,649494863324.1145,110412675202.24683,1416085399914.0012,62589821.10579345,0.0,0.0,0.0,0.0,-5041075232978633.0,0.0,0.0,0.0,-7821.081240077522,0.0,0.0,0.0,-905743003855.2677,0.0,0.0,0.0,1964858512631.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161248944193.5581,0.0,0.0,0.0,-1220364460790.8105,0.0,0.0,0.0,-1.262177448353619e-18,-46790.32112444222,-1.2621774483536189e-26,-0.00046790321124442216,8.984945360084781e+23,1.1040585924514977e+23,1.4160284668077235e+24,0.0,1393988074987.7021,110405859245.14975,1416028466807.7231,0.0,0.0,0.0,0.0,0.0,1964858512631.439,0.0,0.0,0.0,649494023147.0728,110405859245.14957,1416028466807.7202,0.0,0.0,0.0,0.0,0.0,-1220364460790.8105,0.0,0.0,0.0
0.2,-1,-1,1,-46777.74362595872,0.0,-0.0004677774362595871,0.0,8.979885548711005e+23,1.104058591122195e+23,1.416028463896928e+24,0.0,1393203060006.079,110405859112.21947,1416028463896.9277,0.0,905734277009.1858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494021268.4095,110405859112.21928,1416028463896.9255,0.0,-162025238271.51553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515781025.8483,16289215.349363817,831431.0926781447,1.059149408506702e-64,0.0,0.0,0.0,0.0,1982363599227.1519,135004.42939046567,31017021.438776914,3.951200684114574e-63,0.0,0.0,0.0,0.0,649494863324.1139,110412675202.2465,1416085399914.0007,62589821.10579343,0.0,0.0,0.0,0.0,-4886216778139752.0,0.0,0.0,0.0,-7580.82286264162,0.0,0.0,0.0,-905734277009.1858,0.0,0.0,0.0,1964847424534.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162025238271.51553,0.0,0.0,0.0,-1221138393377.2568,0.0,0.0,0.0,-1.262177448353619e-18,-46777.74362595715,-1.2621774483536189e-26,-0.00046777743625957144,8.979885499848836e+23,1.104058591122195e+23,1.416028463896928e+24,0.0,1393203052425.256,110405859112.21947,1416028463896.9277,0.0,0.0,0.0,0.0,0.0,1964847424534.105,0.0,0.0,0.0,649494021268.4095,110405859112.21928,1416028463896.9255,0.0,0.0,0.0,0.0,0.0,-1221138393377.2568,0.0,0.0,0.0
0.22,-1,-1,1,-46765.00857171568,0.0,-0.0004676500857171568,0.0,8.97476230307125e+23,1.104058589782177e+23,1.4160284609502724e+24,0.0,1392408203383.0461,110405858978.21768,1416028460950.272,0.0,905725442535.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494019361.7742,110405858978.2175,1416028460950.271,0.0,-162811258513.86014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515672065.9338,16289228.601575224,831429.4809120488,1.059147355726415e-64,0.0,0.0,0.0,0.0,1982363632157.6367,135001.05717595184,31017031.28817035,3.951201938591475e-63,0.0,0.0,0.0,0.0,649494863324.1155,110412675202.24689,1416085399914.0012,62589821.10579343,0.0,0.0,0.0,0.0,-4732616123693972.0,0.0,0.0,0.0,-7342.515925841612,0.0,0.0,0.0,-905725442535.1311,0.0,0.0,0.0,1964836197028.6873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162811258513.86014,0.0,0.0,0.0,-1221922020349.9302,0.0,0.0,0.0,-6.310887241768095e-19,-46765.008571714236,-6.3108872417680944e-27,-0.00046765008571714227,8.974762255745085e+23,1.104058589782177e+23,1.4160284609502724e+24,0.0,1392408196040.5298,110405858978.21768,1416028460950.272,0.0,0.0,0.0,0.0,0.0,1964836197028.6873,0.0,0.0,0.0,649494019361.7742,110405858978.2175,1416028460950.271,0.0,0.0,0.0,0.0,0.0,-1221922020349.9302,0.0,0.0,0.0
0.24,-1,-1,1,-46752.1097871229,0.0,-0.0004675210978712289,0.0,8.969573189570092e+23,1.1040585884310572e+23,1.416028457966361e+24,0.0,1391603127553.3691,110405858843.10568,1416028457966.3606,0.0,905716496136.3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494017426.0515,110405858843.10553,1416028457966.3577,0.0,-163607386009.00446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515563380.7815,16289241.87887689,831427.8489504828,1.0591452772251415e-64,0.0,0.0,0.0,0.0,1982363665004.8975,134997.6760216026,31017041.260976996,3.951203208786755e-63,0.0,0.0,0.0,0.0,649494863324.1144,110412675202.24667,1416085399914.0015,62589821.10579344,0.0,0.0,0.0,0.0,-4580269306961122.0,0.0,0.0,0.0,-7106.154281694757,0.0,0.0,0.0,-905716496136.3226,0.0,0.0,0.0,1964824824675.5762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163607386009.00446,0.0,0.0,0.0,-1222715721654.4128,0.0,0.0,0.0,-1.262177448353619e-18,-46752.10978712129,-1.2621774483536189e-26,-0.00046752109787121285,8.969573143767401e+23,1.1040585884310572e+23,1.416028457966361e+24,0.0,1391603120447.2153,110405858843.10568,1416028457966.3606,0.0,0.0,0.0,0.0,0.0,1964824824675.5762,0.0,0.0,0.0,649494017426.0515,110405858843.10553,1416028457966.3577,0.0,0.0,0.0,0.0,0.0,-1222715721654.4128,0.0,0.0,0.0
0.26,-1,-1,1,-46739.04067685359,0.0,-0.0004673904067685359,0.0,8.964315554942101e+23,1.1040585870684471e+23,1.416028454943705e+24,0.0,1390787420870.653,110405858706.84468,1416028454943.7048,0.0,905707433228.0989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494015460.0531,110405858706.84454,1416028454943.7036,0.0,-164414027817.5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515454904.4601,16289255.18805551,831426.1959860778,1.0591431719746008e-64,0.0,0.0,0.0,0.0,1982363697788.854,134994.28425359578,31017051.362130485,3.951204495328806e-63,0.0,0.0,0.0,0.0,649494863324.1147,110412675202.24672,1416085399914.001,62589821.105793424,0.0,0.0,0.0,0.0,-4429182171105586.5,0.0,0.0,0.0,-6871.746995700226,0.0,0.0,0.0,-905707433228.0989,0.0,0.0,0.0,1964813301663.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164414027817.5005,0.0,0.0,0.0,-1223519903124.162,0.0,0.0,0.0,-1.8932661725304287e-18,-46739.04067685203,-1.8932661725304283e-26,-0.00046739040676852027,8.96431551065028e+23,1.1040585870684471e+23,1.416028454943705e+24,0.0,1390787413998.906,110405858706.84468,1416028454943.7048,0.0,0.0,0.0,0.0,0.0,1964813301663.0122,0.0,0.0,0.0,649494015460.0531,110405858706.84454,1416028454943.7036,0.0,0.0,0.0,0.0,0.0,-1223519903124.162,0.0,0.0,0.0
0.28,-1,-1,1,-46725.794183366364,0.0,-0.0004672579418336635,0.0,8.958986559975109e+23,1.1040585856939223e+23,1.4160284518807164e+24,0.0,1389960642839.4077,110405858569.39221,1416028451880.716,0.0,905698248909.324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494013462.5121,110405858569.39204,1416028451880.7144,0.0,-165231619532.42822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515346571.2971,16289268.535987126,831424.5211549682,1.0591410388745523e-64,0.0,0.0,0.0,0.0,1982363730529.3713,134990.8801700463,31017061.596910235,3.95120579889001e-63,0.0,0.0,0.0,0.0,649494863324.1156,110412675202.2468,1416085399914.0012,62589821.10579343,0.0,0.0,0.0,0.0,-4279360532230363.0,0.0,0.0,0.0,-6639.303091372237,0.0,0.0,0.0,-905698248909.324,0.0,0.0,0.0,1964801621770.5022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165231619532.42822,0.0,0.0,0.0,-1224334999032.9084,0.0,0.0,0.0,-1.262177448353619e-18,-46725.794183364866,-1.2621774483536189e-26,-0.0004672579418336486,8.958986517181515e+23,1.1040585856939223e+23,1.4160284518807164e+24,0.0,1389960636200.1064,110405858569.39221,1416028451880.716,0.0,0.0,0.0,0.0,0.0,1964801621770.5022,0.0,0.0,0.0,649494013462.5121,110405858569.39204,1416028451880.7144,0.0,0.0,0.0,0.0,0.0,-1224334999032.9084,0.0,0.0,0.0
0.3,-1,-1,1,-46712.362740001285,0.0,-0.0004671236274000128,0.0,8.953583160640982e+23,1.1040585843070323e+23,1.4160284487756837e+24,0.0,1389122321187.5442,110405858430.7032,1416028448775.6833,0.0,905688937930.0282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494011432.0581,110405858430.70302,1416028448775.6807,0.0,-166060628174.54208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515238315.667,16289281.9296638,831422.8235311286,1.0591388767456127e-64,0.0,0.0,0.0,0.0,1982363763246.2375,134987.46203404904,31017071.970974125,3.9512071201910807e-63,0.0,0.0,0.0,0.0,649494863324.1139,110412675202.24652,1416085399914.001,62589821.10579345,0.0,0.0,0.0,0.0,-4130845643338719.0,0.0,0.0,0.0,-6408.886571542535,0.0,0.0,0.0,-905688937930.0282,0.0,0.0,0.0,1964789778327.3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166060628174.54208,0.0,0.0,0.0,-1225161474980.7292,0.0,0.0,0.0,-1.262177448353619e-18,-46712.362739999684,-1.2621774483536189e-26,-0.0004671236273999968,8.953583119332528e+23,1.1040585843070323e+23,1.4160284487756837e+24,0.0,1389122314778.6582,110405858430.7032,1416028448775.6833,0.0,0.0,0.0,0.0,0.0,1964789778327.3289,0.0,0.0,0.0,649494011432.0581,110405858430.70302,1416028448775.6807,0.0,0.0,0.0,0.0,0.0,-1225161474980.7292,0.0,0.0,0.0
0.32,-1,-1,1,-46698.73821775705,0.0,-0.0004669873821775704,0.0,8.948102086685152e+23,1.1040585829073038e+23,1.4160284456267753e+24,0.0,1388271948544.6016,110405858290.73035,1416028445626.775,0.0,905679494654.7256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494009367.2319,110405858290.73013,1416028445626.7734,0.0,-166901555477.35626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515130071.764,16289295.37622362,831421.102119743,1.0591366843207335e-64,0.0,0.0,0.0,0.0,1982363795959.3984,134984.02806589982,31017082.490402713,3.9512084600063545e-63,0.0,0.0,0.0,0.0,649494863324.1146,110412675202.24657,1416085399914.0012,62589821.10579345,0.0,0.0,0.0,0.0,-3983590247269009.0,0.0,0.0,0.0,-6180.424118102719,0.0,0.0,0.0,-905679494654.7256,0.0,0.0,0.0,1964777764165.7344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166901555477.35626,0.0,0.0,0.0,-1225999831168.7896,0.0,0.0,0.0,-1.262177448353619e-18,-46698.73821775549,-1.2621774483536189e-26,-0.00046698738217755483,8.948102046849246e+23,1.1040585829073038e+23,1.4160284456267753e+24,0.0,1388271942364.1768,110405858290.73035,1416028445626.775,0.0,0.0,0.0,0.0,0.0,1964777764165.7344,0.0,0.0,0.0,649494009367.2319,110405858290.73013,1416028445626.7734,0.0,0.0,0.0,0.0,0.0,-1225999831168.7896,0.0,0.0,0.0
0.34,-1,-1,1,-46684.91186468153,0.0,-0.0004668491186468153,0.0,8.942539817242679e+23,1.104058581494225e+23,1.4160284424320219e+24,0.0,1387408978658.6497,110405858149.42247,1416028442432.0215,0.0,905669913020.6289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494007266.4512,110405858149.42232,1416028442432.019,0.0,-167754941628.4303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907515021773.3616,16289308.88298365,831419.3558499723,1.0591344602360826e-64,0.0,0.0,0.0,0.0,1982363828688.8416,134980.57643461638,31017093.16173898,3.9512098191692476e-63,0.0,0.0,0.0,0.0,649494863324.1155,110412675202.24673,1416085399914.0015,62589821.10579344,0.0,0.0,0.0,0.0,-3837628944134050.5,0.0,0.0,0.0,-5953.969412118979,0.0,0.0,0.0,-905669913020.6289,0.0,0.0,0.0,1964765571567.1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167754941628.4303,0.0,0.0,0.0,-1226850606128.962,0.0,0.0,0.0,-6.310887241768095e-19,-46684.91186467999,-6.3108872417680944e-27,-0.0004668491186467999,8.942539778866399e+23,1.104058581494225e+23,1.4160284424320219e+24,0.0,1387408972704.6816,110405858149.42247,1416028442432.0215,0.0,0.0,0.0,0.0,0.0,1964765571567.1921,0.0,0.0,0.0,649494007266.4512,110405858149.42232,1416028442432.019,0.0,0.0,0.0,0.0,0.0,-1226850606128.962,0.0,0.0,0.0
0.36,-1,-1,1,-46670.8742365716,0.0,-0.00046670874236571597,0.0,8.936892552959856e+23,1.1040585800672452e+23,1.4160284391892872e+24,0.0,1386532822071.039,110405858006.72449,1416028439189.2869,0.0,905660186489.8906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494005128.0105,110405858006.7243,1416028439189.2842,0.0,-168621369546.86377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514913353.5264,16289322.45747746,831417.5835664327,1.0591322030201327e-64,0.0,0.0,0.0,0.0,1982363861454.8008,134977.10524817515,31017103.992043708,3.9512111985790656e-63,0.0,0.0,0.0,0.0,649494863324.1136,110412675202.24655,1416085399914.001,62589821.105793424,0.0,0.0,0.0,0.0,-3692963143146149.0,0.0,0.0,0.0,-5729.524639943117,0.0,0.0,0.0,-905660186489.8906,0.0,0.0,0.0,1964753192201.3604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168621369546.86377,0.0,0.0,0.0,-1227714380987.8572,0.0,0.0,0.0,-1.262177448353619e-18,-46670.87423657002,-1.2621774483536189e-26,-0.0004667087423657001,8.936892516030231e+23,1.1040585800672452e+23,1.4160284391892872e+24,0.0,1386532816341.5154,110405858006.72449,1416028439189.2869,0.0,0.0,0.0,0.0,0.0,1964753192201.3604,0.0,0.0,0.0,649494005128.0105,110405858006.7243,1416028439189.2842,0.0,0.0,0.0,0.0,0.0,-1227714380987.8572,0.0,0.0,0.0
0.38,-1,-1,1,-46656.615117413894,0.0,-0.00046656615117413887,0.0,8.931156183987785e+23,1.104058578625782e+23,1.4160284358962724e+24,0.0,1385642841150.6965,110405857862.57819,1416028435896.272,0.0,905650307994.7812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494002950.07,110405857862.57802,1416028435896.271,0.0,-169501469794.15582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514804744.3154,16289336.107496968,831415.7840193103,1.0591299110810544e-64,0.0,0.0,0.0,0.0,1982363894277.8074,134973.61254266332,31017114.988954376,3.951212599208564e-63,0.0,0.0,0.0,0.0,649494863324.1144,110412675202.24667,1416085399914.0015,62589821.105793454,0.0,0.0,0.0,0.0,-3549607322933676.5,0.0,0.0,0.0,-5507.112264744898,0.0,0.0,0.0,-905650307994.7812,0.0,0.0,0.0,1964740617055.7742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169501469794.15582,0.0,0.0,0.0,-1228591784362.2605,0.0,0.0,0.0,-1.262177448353619e-18,-46656.61511741247,-1.2621774483536189e-26,-0.0004665661511741246,8.931156148491707e+23,1.104058578625782e+23,1.4160284358962724e+24,0.0,1385642835643.5835,110405857862.57819,1416028435896.272,0.0,0.0,0.0,0.0,0.0,1964740617055.7742,0.0,0.0,0.0,649494002950.07,110405857862.57802,1416028435896.271,0.0,0.0,0.0,0.0,0.0,-1228591784362.2605,0.0,0.0,0.0
0.4,-1,-1,1,-46642.12342764218,0.0,-0.00046642123427642173,0.0,8.925326253074411e+23,1.1040585771691993e+23,1.4160284325504805e+24,0.0,1384738344367.9617,110405857716.9199,1416028432550.4802,0.0,905640269874.4642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494000730.6243,110405857716.91977,1416028432550.4795,0.0,-170395926237.12723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514695876.4194,16289349.841140462,831413.9558533779,1.0591275826928105e-64,0.0,0.0,0.0,0.0,1982363927178.802,134970.09626978182,31017126.16075257,3.951214022112557e-63,0.0,0.0,0.0,0.0,649494863324.1146,110412675202.24677,1416085399914.001,62589821.10579341,0.0,0.0,0.0,0.0,-3407549636439785.5,0.0,0.0,0.0,-5286.713906161049,0.0,0.0,0.0,-905640269874.4642,0.0,0.0,0.0,1964727836354.8428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170395926237.12723,0.0,0.0,0.0,-1229483498004.2183,0.0,0.0,0.0,-1.8932661725304287e-18,-46642.123427640465,-1.8932661725304283e-26,-0.0004664212342764046,8.925326218998926e+23,1.1040585771691993e+23,1.4160284325504805e+24,0.0,1384738339081.2493,110405857716.9199,1416028432550.4802,0.0,0.0,0.0,0.0,0.0,1964727836354.8428,0.0,0.0,0.0,649494000730.6243,110405857716.91977,1416028432550.4795,0.0,0.0,0.0,0.0,0.0,-1229483498004.2183,0.0,0.0,0.0
0.42,-1,-1,1,-46627.38711784397,0.0,-0.0004662738711784397,0.0,8.919397912804076e+23,1.1040585756968142e+23,1.416028429149198e+24,0.0,1383818579660.4287,110405857569.6814,1416028429149.1975,0.0,905630063801.7749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649493998467.4977,110405857569.68118,1416028429149.195,0.0,-171305482608.84464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514586678.7668,16289363.66686715,831412.0975949083,1.0591252159783806e-64,0.0,0.0,0.0,0.0,1982363960179.2668,134966.55428267477,31017137.51644411,3.951215468438097e-63,0.0,0.0,0.0,0.0,649494863324.1152,110412675202.24677,1416085399914.0015,62589821.10579347,0.0,0.0,0.0,0.0,-3266801398727163.5,0.0,0.0,0.0,-5068.347119181414,0.0,0.0,0.0,-905630063801.7749,0.0,0.0,0.0,1964714839466.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171305482608.84464,0.0,0.0,0.0,-1230390263341.4238,0.0,0.0,0.0,-1.8932661725304287e-18,-46627.38711784217,-1.8932661725304283e-26,-0.0004662738711784216,8.919397880136058e+23,1.1040585756968142e+23,1.416028429149198e+24,0.0,1383818574592.081,110405857569.6814,1416028429149.1975,0.0,0.0,0.0,0.0,0.0,1964714839466.0066,0.0,0.0,0.0,649493998467.4977,110405857569.68118,1416028429149.195,0.0,0.0,0.0,0.0,0.0,-1230390263341.4238,0.0,0.0,0.0
0.44,-1,-1,1,-46612.3930449952,0.0,-0.00046612393044995193,0.0,8.91336587580643e+23,1.1040585742078834e+23,1.4160284256894577e+24,0.0,1382882726708.005,110405857420.78831,1416028425689.4573,0.0,905619680697.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649493996158.3129,110405857420.78818,1416028425689.4543,0.0,-172230950148.25635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514477078.0598,16289377.593560774,831410.2076365072,1.059122808890537e-64,0.0,0.0,0.0,0.0,1982363993301.345,134962.98431942903,31017149.06585193,3.9512169394362974e-63,0.0,0.0,0.0,0.0,649494863324.1147,110412675202.24669,1416085399914.001,62589821.10579344,0.0,0.0,0.0,0.0,-3127381296056100.0,0.0,0.0,0.0,-4852.040894993992,0.0,0.0,0.0,-905619680697.947,0.0,0.0,0.0,1964701614790.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172230950148.25635,0.0,0.0,0.0,-1231312889092.762,0.0,0.0,0.0,-1.262177448353619e-18,-46612.39304499336,-1.2621774483536189e-26,-0.00046612393044993355,8.913365844532621e+23,1.1040585742078834e+23,1.4160284256894577e+24,0.0,1382882721855.9646,110405857420.78831,1416028425689.4573,0.0,0.0,0.0,0.0,0.0,1964701614790.4124,0.0,0.0,0.0,649493996158.3129,110405857420.78818,1416028425689.4543,0.0,0.0,0.0,0.0,0.0,-1231312889092.762,0.0,0.0,0.0
0.46,-1,-1,1,-46597.12682756447,0.0,-0.0004659712682756446,0.0,8.907224356466303e+23,1.1040585727016018e+23,1.4160284221680228e+24,0.0,1381929887889.3655,110405857270.16016,1416028422168.0225,0.0,905609110632.789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649493993800.4688,110405857270.16003,1416028422168.0208,0.0,-173173216543.8933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514366998.2345,16289391.63060286,831408.284219476,1.0591203591892807e-64,0.0,0.0,0.0,0.0,1982364026568.0312,134959.38398400947,31017160.819723032,3.9512184364760176e-63,0.0,0.0,0.0,0.0,649494863324.1156,110412675202.24669,1416085399914.002,62589821.10579345,0.0,0.0,0.0,0.0,-2989281428180469.5,0.0,0.0,0.0,-4637.782976597269,0.0,0.0,0.0,-905609110632.789,0.0,0.0,0.0,1964688149634.9873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173173216543.8933,0.0,0.0,0.0,-1232252260183.8718,0.0,0.0,0.0,-6.310887241768095e-19,-46597.12682756263,-6.3108872417680944e-27,-0.00046597126827562624,8.907224326573485e+23,1.1040585727016018e+23,1.4160284221680228e+24,0.0,1381929883251.5818,110405857270.16016,1416028422168.0225,0.0,0.0,0.0,0.0,0.0,1964688149634.9873,0.0,0.0,0.0,649493993800.4688,110405857270.16003,1416028422168.0208,0.0,0.0,0.0,0.0,0.0,-1232252260183.8718,0.0,0.0,0.0
0.48,-1,-1,1,-46581.57267490243,0.0,-0.00046581572674902425,0.0,8.900967002287723e+23,1.1040585711770877e+23,1.416028418581334e+24,0.0,1380959077633.2825,110405857117.70874,1416028418581.3337,0.0,905598342707.1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649493991391.1041,110405857117.70856,1416028418581.3315,0.0,-174133256464.9664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907514256359.8213,16289405.787958967,831406.3254127877,1.0591178644151581e-64,0.0,0.0,0.0,0.0,1982364060003.339,134955.75072378825,31017172.789858054,3.9512199610602754e-63,0.0,0.0,0.0,0.0,649494863324.1145,110412675202.24666,1416085399914.0012,62589821.10579345,0.0,0.0,0.0,0.0,-2852491567908613.0,0.0,0.0,0.0,-4425.557496801582,0.0,0.0,0.0,-905598342707.1444,0.0,0.0,0.0,1964674430061.7725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174133256464.9664,0.0,0.0,0.0,-1233209348245.1501,0.0,0.0,0.0,-1.8932661725304287e-18,-46581.57267490078,-1.8932661725304283e-26,-0.0004658157267490078,8.900966973762808e+23,1.1040585711770877e+23,1.416028418581334e+24,0.0,1380959073207.7249,110405857117.70874,1416028418581.3337,0.0,0.0,0.0,0.0,0.0,1964674430061.7725,0.0,0.0,0.0,649493991391.1041,110405857117.70856,1416028418581.3315,0.0,0.0,0.0,0.0,0.0,-1233209348245.1501,0.0,0.0,0.0
