sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,-54559.30067357447,0.0,-0.0005455930067357446,0.0,1.4468116668055058e+24,1.4160285472725282e+24,1.4567461185519264e+23,0.0,1843620858951.3616,1416028547272.5278,145674611855.1926,0.0,1398622100470.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697140078.3491,1416028547272.525,145674611855.19217,0.0,-148698381597.2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407741377103.2346,4090215.6711200303,5003825.946266847,5.210448526370848e-64,0.0,0.0,0.0,0.0,2303796362843.0835,36397911.28434522,2940878.9003270757,4.6366651648877823e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.9966,145682734079.84195,62589821.10579343,0.0,0.0,0.0,0.0,-1524357766302250.2,0.0,0.0,0.0,-1942.4351067505777,0.0,0.0,0.0,-1398622100470.263,0.0,0.0,0.0,2291748861031.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148698381597.2536,0.0,0.0,0.0,-1041825144100.5093,0.0,0.0,0.0,-2.524354896707238e-18,-54559.30067357293,-2.5243548967072378e-26,-0.0005455930067357292,1.4468116652811462e+24,1.4160285472725282e+24,1.4567461185519264e+23,0.0,1843620857008.9243,1416028547272.5278,145674611855.1926,0.0,0.0,0.0,0.0,0.0,2291748861031.082,0.0,0.0,0.0,593697140078.3491,1416028547272.525,145674611855.19217,0.0,0.0,0.0,0.0,0.0,-1041825144100.5093,0.0,0.0,0.0
0.2,-1,-1,1,-54545.180683473176,0.0,-0.0005454518068347317,0.0,1.446120067866101e+24,1.416028541639836e+24,1.4567459693729734e+23,0.0,1842739578920.2642,1416028541639.8357,145674596937.2973,0.0,1398454116683.5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697135470.8765,1416028541639.8333,145674596937.29694,0.0,-149411673234.18475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407617157151.127,4090178.9566462943,5027932.095141788,5.210401769402098e-64,0.0,0.0,0.0,0.0,2304110460352.6294,36397972.47366072,2904716.329186781,4.636672957716278e-63,0.0,0.0,0.0,0.0,593698451725.8876,1416085399913.9956,145682734079.84198,62589821.10579342,0.0,0.0,0.0,0.0,-1609232882551000.0,0.0,0.0,0.0,-2050.5884609930217,0.0,0.0,0.0,-1398454116683.5706,0.0,0.0,0.0,2292049213659.7007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149411673234.18475,0.0,0.0,0.0,-1043006772260.9053,0.0,0.0,0.0,-1.8932661725304287e-18,-54545.18068347134,-1.8932661725304283e-26,-0.0005454518068347134,1.4461200662568678e+24,1.416028541639836e+24,1.4567459693729734e+23,0.0,1842739576869.6748,1416028541639.8357,145674596937.2973,0.0,0.0,0.0,0.0,0.0,2292049213659.7007,0.0,0.0,0.0,593697135470.8765,1416028541639.8333,145674596937.29694,0.0,0.0,0.0,0.0,0.0,-1043006772260.9053,0.0,0.0,0.0
0.22,-1,-1,1,-54530.82468822285,0.0,-0.0005453082468822284,0.0,1.4454169091861666e+24,1.416028535936454e+24,1.4567458196792474e+23,0.0,1841843568721.2708,1416028535936.4536,145674581967.9247,0.0,1398284746556.5615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697130797.9897,1416028535936.4517,145674581967.92438,0.0,-150138308633.2799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407492367727.5762,4090141.7977498844,5054323.362523889,5.210354446445158e-64,0.0,0.0,0.0,0.0,2304424397239.076,36398034.4036625,2863261.142117839,4.636680844876137e-63,0.0,0.0,0.0,0.0,593698451725.8871,1416085399913.9958,145682734079.8417,62589821.1057934,0.0,0.0,0.0,0.0,-1683687412553594.0,0.0,0.0,0.0,-2145.4632312934846,0.0,0.0,0.0,-1398284746556.5615,0.0,0.0,0.0,2292349233343.4087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150138308633.2799,0.0,0.0,0.0,-1044202797565.5913,0.0,0.0,0.0,-1.8932661725304287e-18,-54530.82468822113,-1.8932661725304283e-26,-0.0005453082468822113,1.4454169075024785e+24,1.416028535936454e+24,1.4567458196792474e+23,0.0,1841843566575.8066,1416028535936.4536,145674581967.9247,0.0,0.0,0.0,0.0,0.0,2292349233343.4087,0.0,0.0,0.0,593697130797.9897,1416028535936.4517,145674581967.92438,0.0,0.0,0.0,0.0,0.0,-1044202797565.5913,0.0,0.0,0.0
0.24,-1,-1,1,-54516.221685349956,0.0,-0.0005451622168534994,0.0,1.444701651849098e+24,1.4160285301595185e+24,1.4567456695181187e+23,0.0,1840932141632.0432,1416028530159.518,145674566951.81183,0.0,1398113986971.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697126057.1,1416028530159.517,145674566951.8115,0.0,-150878971396.28384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407367047559.2612,4090104.176327896,5083120.368168489,5.2103065344453756e-64,0.0,0.0,0.0,0.0,2304738067142.6084,36398097.1045217,2816288.594176879,4.636688830209814e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.9956,145682734079.84192,62589821.10579338,0.0,0.0,0.0,0.0,-1747587031433038.5,0.0,0.0,0.0,-2226.8882522191852,0.0,0.0,0.0,-1398113986971.2263,0.0,0.0,0.0,2292648806844.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150878971396.28384,0.0,0.0,0.0,-1045413793496.3132,0.0,0.0,0.0,-1.8932661725304287e-18,-54516.221685348086,-1.8932661725304283e-26,-0.0005451622168534808,1.4447016501015098e+24,1.4160285301595185e+24,1.4567456695181187e+23,0.0,1840932139405.153,1416028530159.518,145674566951.81183,0.0,0.0,0.0,0.0,0.0,2292648806844.3667,0.0,0.0,0.0,593697126057.1,1416028530159.517,145674566951.8115,0.0,0.0,0.0,0.0,0.0,-1045413793496.3132,0.0,0.0,0.0
0.26,-1,-1,1,-54501.36019785421,0.0,-0.000545013601978542,0.0,1.4439737336954746e+24,1.4160285243060227e+24,1.4567455189376102e+23,0.0,1840004581312.7427,1416028524306.0225,145674551893.761,0.0,1397941833826.3076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697121245.4789,1416028524306.0198,145674551893.7606,0.0,-151634373759.04453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407241236172.378,4090066.073366913,5114418.768926474,5.210258009188402e-64,0.0,0.0,0.0,0.0,2305051363798.019,36398160.60792672,2763641.248551738,4.636696917753031e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.996,145682734079.84192,62589821.10579343,0.0,0.0,0.0,0.0,-1800874246379962.5,0.0,0.0,0.0,-2294.7902627196163,0.0,0.0,0.0,-1397941833826.3076,0.0,0.0,0.0,2292947820745.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151634373759.04453,0.0,0.0,0.0,-1046640362972.6599,0.0,0.0,0.0,-1.8932661725304287e-18,-54501.36019785237,-1.8932661725304283e-26,-0.0005450136019785237,1.4439737318945996e+24,1.4160285243060227e+24,1.4567455189376102e+23,0.0,1840004579017.9514,1416028524306.0225,145674551893.761,0.0,0.0,0.0,0.0,0.0,2292947820745.133,0.0,0.0,0.0,593697121245.4789,1416028524306.0198,145674551893.7606,0.0,0.0,0.0,0.0,0.0,-1046640362972.6599,0.0,0.0,0.0
0.28,-1,-1,1,-54486.228305530596,0.0,-0.0005448622830553059,0.0,1.4432325708573157e+24,1.4160285183728123e+24,1.4567453679852677e+23,0.0,1839060143761.0835,1416028518372.812,145674536798.52673,0.0,1397768281229.9287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697116360.2563,1416028518372.8093,145674536798.5264,0.0,-152405253829.10272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407114972922.1472,4090027.468936747,5148282.799371805,5.210208845292396e-64,0.0,0.0,0.0,0.0,2305364183465.533,36398224.94709336,2705243.4049650193,4.6367051117360884e-63,0.0,0.0,0.0,0.0,593698451725.8875,1416085399913.9956,145682734079.8418,62589821.10579343,0.0,0.0,0.0,0.0,-1843528625645291.8,0.0,0.0,0.0,-2349.1432273406535,0.0,0.0,0.0,-1397768281229.9287,0.0,0.0,0.0,2293246163888.2793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152405253829.10272,0.0,0.0,0.0,-1047883138836.5953,0.0,0.0,0.0,-1.8932661725304287e-18,-54486.2283055289,-1.8932661725304283e-26,-0.000544862283055289,1.4432325690137863e+24,1.4160285183728123e+24,1.4567453679852677e+23,0.0,1839060141411.9392,1416028518372.812,145674536798.52673,0.0,0.0,0.0,0.0,0.0,2293246163888.2793,0.0,0.0,0.0,593697116360.2563,1416028518372.8093,145674536798.5264,0.0,0.0,0.0,0.0,0.0,-1047883138836.5953,0.0,0.0,0.0
0.3,-1,-1,1,-54470.81367669265,0.0,-0.0005447081367669264,0.0,1.4424775593120784e+24,1.416028512356582e+24,1.456745216706875e+23,0.0,1838098059292.535,1416028512356.5818,145674521670.68747,0.0,1397593320609.6785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697111398.4224,1416028512356.58,145674521670.68713,0.0,-153192372715.56473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406988295932.7158,4089988.342180674,5184739.269215746,5.210159016195555e-64,0.0,0.0,0.0,0.0,2305676427506.3335,36398290.15678237,2641113.9544584965,4.636713416585954e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.9966,145682734079.84192,62589821.105793424,0.0,0.0,0.0,0.0,-1875633374296455.0,0.0,0.0,0.0,-2390.0531713524833,0.0,0.0,0.0,-1397593320609.6785,0.0,0.0,0.0,2293543729957.8164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153192372715.56473,0.0,0.0,0.0,-1049142784453.7578,0.0,0.0,0.0,-1.8932661725304287e-18,-54470.81367669064,-1.8932661725304283e-26,-0.0005447081367669063,1.4424775574364447e+24,1.416028512356582e+24,1.456745216706875e+23,0.0,1838098056902.4814,1416028512356.5818,145674521670.68747,0.0,0.0,0.0,0.0,0.0,2293543729957.8164,0.0,0.0,0.0,593697111398.4224,1416028512356.58,145674521670.68713,0.0,0.0,0.0,0.0,0.0,-1049142784453.7578,0.0,0.0,0.0
0.32,-1,-1,1,-54455.10359601314,0.0,-0.0005445510359601314,0.0,1.441708076246437e+24,1.416028506253872e+24,1.4567450651451643e+23,0.0,1837117534278.1365,1416028506253.8716,145674506514.5164,0.0,1397416939771.7402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697106356.8083,1416028506253.8696,145674506514.51608,0.0,-153996511850.41153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406861240996.9194,4089948.6712980513,5223772.489750314,5.210108494133668e-64,0.0,0.0,0.0,0.0,2305988004974.7803,36398356.27332695,2571376.5527124205,4.636721836930004e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.9966,145682734079.84174,62589821.10579342,0.0,0.0,0.0,0.0,-1897332735008891.8,0.0,0.0,0.0,-2417.703898087144,0.0,0.0,0.0,-1397416939771.7402,0.0,0.0,0.0,2293840420071.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153996511850.41153,0.0,0.0,0.0,-1050419994568.0277,0.0,0.0,0.0,-1.262177448353619e-18,-54455.10359601134,-1.2621774483536189e-26,-0.0005445510359601134,1.4417080743491056e+24,1.416028506253872e+24,1.4567450651451643e+23,0.0,1837117531860.4343,1416028506253.8716,145674506514.5164,0.0,0.0,0.0,0.0,0.0,2293840420071.652,0.0,0.0,0.0,593697106356.8083,1416028506253.8696,145674506514.51608,0.0,0.0,0.0,0.0,0.0,-1050419994568.0277,0.0,0.0,0.0
0.34,-1,-1,1,-54439.08498359113,0.0,-0.0005443908498359111,0.0,1.4409234809902407e+24,1.416028500061064e+24,1.4567449133385516e+23,0.0,1836117752334.6084,1416028500061.0637,145674491333.85513,0.0,1397239121946.5393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697101232.0967,1416028500061.0605,145674491333.8548,0.0,-154818470844.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406733840493.947,4089908.4335139915,5265320.598824693,5.210057250102155e-64,0.0,0.0,0.0,0.0,2306298835084.33,36398423.33468459,2496266.0559179643,4.636730377602334e-63,0.0,0.0,0.0,0.0,593698451725.8885,1416085399913.9973,145682734079.84204,62589821.10579343,0.0,0.0,0.0,0.0,-1908834628858098.2,0.0,0.0,0.0,-2432.3603540062904,0.0,0.0,0.0,-1397239121946.5393,0.0,0.0,0.0,2294136145239.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154818470844.0306,0.0,0.0,0.0,-1051715496569.1022,0.0,0.0,0.0,-1.8932661725304287e-18,-54439.08498358939,-1.8932661725304283e-26,-0.0005443908498358938,1.4409234790814048e+24,1.416028500061064e+24,1.4567449133385516e+23,0.0,1836117749902.2466,1416028500061.0637,145674491333.85513,0.0,0.0,0.0,0.0,0.0,2294136145239.25,0.0,0.0,0.0,593697101232.0967,1416028500061.0605,145674491333.8548,0.0,0.0,0.0,0.0,0.0,-1051715496569.1022,0.0,0.0,0.0
0.36,-1,-1,1,-54422.74440010572,0.0,-0.0005442274440010572,0.0,1.4401231152691513e+24,1.4160284937743685e+24,1.4567447613199716e+23,0.0,1835097874646.2788,1416028493774.3682,145674476131.99713,0.0,1397059844860.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697096020.7982,1416028493774.3665,145674476131.99677,0.0,-155659066235.19547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406606122386.414,4089867.6050289604,5309273.697431037,5.210005253791094e-64,0.0,0.0,0.0,0.0,2306608849401.6875,36398491.38052018,2416130.343360823,4.636739043654585e-63,0.0,0.0,0.0,0.0,593698451725.8894,1416085399913.9958,145682734079.84232,62589821.10579341,0.0,0.0,0.0,0.0,-1910515281859964.5,0.0,0.0,0.0,-2434.501950595528,0.0,0.0,0.0,-1397059844860.6753,0.0,0.0,0.0,2294430828536.113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155659066235.19547,0.0,0.0,0.0,-1053030052345.1365,0.0,0.0,0.0,-2.524354896707238e-18,-54422.74440010394,-2.5243548967072378e-26,-0.0005442274440010394,1.4401231133586357e+24,1.4160284937743685e+24,1.4567447613199716e+23,0.0,1835097872211.7764,1416028493774.3682,145674476131.99713,0.0,0.0,0.0,0.0,0.0,2294430828536.113,0.0,0.0,0.0,593697096020.7982,1416028493774.3665,145674476131.99677,0.0,0.0,0.0,0.0,0.0,-1053030052345.1365,0.0,0.0,0.0
0.38,-1,-1,1,-54406.06803310412,0.0,-0.0005440606803310411,0.0,1.4393063025330533e+24,1.4160284873898242e+24,1.4567446091158792e+23,0.0,1834057039109.2996,1416028487389.824,145674460911.5879,0.0,1396879079872.3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697090719.2471,1416028487389.821,145674460911.5875,0.0,-156519131482.3442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406478109355.038,4089826.160945395,5355474.100382198,5.2099524734922096e-64,0.0,0.0,0.0,0.0,2306917993637.226,36398560.45232825,2331426.953949975,4.6367478403714865e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.996,145682734079.84216,62589821.10579341,0.0,0.0,0.0,0.0,-1902792741384937.8,0.0,0.0,0.0,-2424.661390811205,0.0,0.0,0.0,-1396879079872.3945,0.0,0.0,0.0,2294724406860.5293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156519131482.3442,0.0,0.0,0.0,-1054364460895.1372,0.0,0.0,0.0,-1.262177448353619e-18,-54406.06803310234,-1.2621774483536189e-26,-0.0005440606803310234,1.43930630063026e+24,1.4160284873898242e+24,1.4567446091158792e+23,0.0,1834057036684.6377,1416028487389.824,145674460911.5879,0.0,0.0,0.0,0.0,0.0,2294724406860.5293,0.0,0.0,0.0,593697090719.2471,1416028487389.821,145674460911.5875,0.0,0.0,0.0,0.0,0.0,-1054364460895.1372,0.0,0.0,0.0
0.4,-1,-1,1,-54389.04166005943,0.0,-0.0005438904166005943,0.0,1.4384723461466203e+24,1.4160284809032616e+24,1.4567444567455049e+23,0.0,1832994358025.95,1416028480903.2612,145674445674.55045,0.0,1396696791201.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697085323.5833,1416028480903.2593,145674445674.55005,0.0,-157399518499.0925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406349818120.2666,4089784.0751610594,5403718.847547671,5.2098988759630504e-64,0.0,0.0,0.0,0.0,2307226228927.5205,36398630.59361206,2242714.362748956,4.636756773293428e-63,0.0,0.0,0.0,0.0,593698451725.8885,1416085399913.9968,145682734079.84198,62589821.10579342,0.0,0.0,0.0,0.0,-1886166213634077.5,0.0,0.0,0.0,-2403.4747954327613,0.0,0.0,0.0,-1396696791201.4583,0.0,0.0,0.0,2295016832166.3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157399518499.0925,0.0,0.0,0.0,-1055719561867.4264,0.0,0.0,0.0,-1.8932661725304287e-18,-54389.04166005742,-1.8932661725304283e-26,-0.000543890416600574,1.4384723442604532e+24,1.4160284809032616e+24,1.4567444567455049e+23,0.0,1832994355622.474,1416028480903.2612,145674445674.55045,0.0,0.0,0.0,0.0,0.0,2295016832166.3174,0.0,0.0,0.0,593697085323.5833,1416028480903.2593,145674445674.55005,0.0,0.0,0.0,0.0,0.0,-1055719561867.4264,0.0,0.0,0.0
0.42,-1,-1,1,-54371.65058475328,0.0,-0.0005437165058475328,0.0,1.4376205262733717e+24,1.4160284743102983e+24,1.4567443042203494e+23,0.0,1831908914134.1006,1416028474310.298,145674430422.0349,0.0,1396512935273.4812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697079829.7269,1416028474310.296,145674430422.03464,0.0,-158301100969.10883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406221258985.3743,4089741.3202292584,5453764.437868381,5.2098444262487624e-64,0.0,0.0,0.0,0.0,2307533532545.0464,36398701.85011475,2150638.172221519,4.636765848246246e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.9963,145682734079.8418,62589821.10579342,0.0,0.0,0.0,0.0,-1861230981485836.8,0.0,0.0,0.0,-2371.700712346472,0.0,0.0,0.0,-1396512935273.4812,0.0,0.0,0.0,2295308072105.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158301100969.10883,0.0,0.0,0.0,-1057096240172.5516,0.0,0.0,0.0,-1.262177448353619e-18,-54371.650584751544,-1.2621774483536189e-26,-0.0005437165058475153,1.4376205244121415e+24,1.4160284743102983e+24,1.4567443042203494e+23,0.0,1831908911762.401,1416028474310.298,145674430422.0349,0.0,0.0,0.0,0.0,0.0,2295308072105.225,0.0,0.0,0.0,593697079829.7269,1416028474310.296,145674430422.03464,0.0,0.0,0.0,0.0,0.0,-1057096240172.5516,0.0,0.0,0.0
0.44,-1,-1,1,-54353.87954459649,0.0,-0.0005435387954459648,0.0,1.4367500953360618e+24,1.416028467606306e+24,1.4567441515439786e+23,0.0,1830799754822.5476,1416028467606.3054,145674415154.39783,0.0,1396327460185.4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697074233.3605,1416028467606.303,145674415154.39758,0.0,-159224779596.2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406092435617.504,4089697.867178392,5505333.558895395,5.209789087452564e-64,0.0,0.0,0.0,0.0,2307839898016.049,36398774.270121366,2055912.9341582013,4.636775071379377e-63,0.0,0.0,0.0,0.0,593698451725.8884,1416085399913.9958,145682734079.84225,62589821.1057934,0.0,0.0,0.0,0.0,-1828624230915992.8,0.0,0.0,0.0,-2330.1510850712657,0.0,0.0,0.0,-1396327460185.4075,0.0,0.0,0.0,2295598110059.1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159224779596.2205,0.0,0.0,0.0,-1058495431800.0891,0.0,0.0,0.0,-2.524354896707238e-18,-54353.87954459456,-2.5243548967072378e-26,-0.0005435387954459454,1.4367500935074373e+24,1.416028467606306e+24,1.4567441515439786e+23,0.0,1830799752492.396,1416028467606.3054,145674415154.39783,0.0,0.0,0.0,0.0,0.0,2295598110059.1245,0.0,0.0,0.0,593697074233.3605,1416028467606.303,145674415154.39758,0.0,0.0,0.0,0.0,0.0,-1058495431800.0891,0.0,0.0,0.0
0.46,-1,-1,1,-54335.71258747456,0.0,-0.0005433571258747455,0.0,1.4358602719844806e+24,1.4160284607863609e+24,1.4567439987120624e+23,0.0,1829665884444.3943,1416028460786.3606,145674399871.2062,0.0,1396140305284.6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697068529.8834,1416028460786.3577,145674399871.2059,0.0,-160171489370.1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405963345064.497,4089653.685289315,5558123.414506875,5.209732820452112e-64,0.0,0.0,0.0,0.0,2308145334672.636,36398847.904828764,1959300.6941530306,4.6367844492132453e-63,0.0,0.0,0.0,0.0,593698451725.8867,1416085399913.9954,145682734079.84143,62589821.10579341,0.0,0.0,0.0,0.0,-1789008853356166.8,0.0,0.0,0.0,-2279.670612677932,0.0,0.0,0.0,-1396140305284.6357,0.0,0.0,0.0,2295886944587.869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160171489370.1248,0.0,0.0,0.0,-1059918130953.0299,0.0,0.0,0.0,-1.262177448353619e-18,-54335.7125874725,-1.2621774483536189e-26,-0.000543357125874725,1.4358602701954724e+24,1.4160284607863609e+24,1.4567439987120624e+23,0.0,1829665882164.7246,1416028460786.3606,145674399871.2062,0.0,0.0,0.0,0.0,0.0,2295886944587.869,0.0,0.0,0.0,593697068529.8834,1416028460786.3577,145674399871.2059,0.0,0.0,0.0,0.0,0.0,-1059918130953.0299,0.0,0.0,0.0
0.48,-1,-1,1,-54317.1329174098,0.0,-0.0005431713291740979,0.0,1.434950233535858e+24,1.4160284538452264e+24,1.4567438457127564e+23,0.0,1828506254684.128,1416028453845.226,145674384571.2756,0.0,1395951400840.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593697062714.3927,1416028453845.2246,145674384571.2753,0.0,-161142208870.74277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405833977988.1318,4089608.7418269143,5611815.124452546,5.209675583557336e-64,0.0,0.0,0.0,0.0,2308449866704.888,36398922.808794506,1861587.613065672,4.6367939886961465e-63,0.0,0.0,0.0,0.0,593698451725.8882,1416085399913.997,145682734079.84207,62589821.10579344,0.0,0.0,0.0,0.0,-1743118861669377.5,0.0,0.0,0.0,-2221.19462175807,0.0,0.0,0.0,-1395951400840.4775,0.0,0.0,0.0,2296174588358.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161142208870.74277,0.0,0.0,0.0,-1061365398610.1598,0.0,0.0,0.0,-1.8932661725304287e-18,-54317.13291740798,-1.8932661725304283e-26,-0.0005431713291740797,1.4349502317927386e+24,1.4160284538452264e+24,1.4567438457127564e+23,0.0,1828506252462.9326,1416028453845.226,145674384571.2756,0.0,0.0,0.0,0.0,0.0,2296174588358.7,0.0,0.0,0.0,593697062714.3927,1416028453845.2246,145674384571.2753,0.0,0.0,0.0,0.0,0.0,-1061365398610.1598,0.0,0.0,0.0
