sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-43712.98731579815,0.0,-0.00043712987315798143,0.0,0.0,1.416037934697634e+24,1.9164501742084842e+23,1.1206673682342601e+24,0.0,1416037934697.6335,191645017420.84836,1120667368234.2595,0.0,0.0,0.0,742918427893.7554,0.0,0.0,0.0,0.0,0.0,1416037934697.6304,191645017420.84775,520971667971.46686,0.0,0.0,0.0,-143222727630.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.660294639331263e-67,6013.051455785807,3696096.391784248,744407913830.3843,0.0,0.0,0.0,0.0,8.076832914971423e-64,6340390.461665885,1.0966061236422828,656565984089.797,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.985,191654789338.04327,520971731135.49835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12031794186681.516,0.0,0.0,0.0,12.031794186681509,0.0,0.0,0.0,-742918427893.7554,0.0,0.0,0.0,656389021053.1622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143222727630.9626,0.0,0.0,0.0,-56693320778.33783,-2.524354896707238e-18,-43712.98731579666,-2.5243548967072378e-26,-0.0004371298731579665,0.0,1.416037934697634e+24,1.9164501742084842e+23,1.120667368246292e+24,0.0,1416037934697.6335,191645017420.84836,1120667368246.2915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656389021053.1622,0.0,1416037934697.6304,191645017420.84775,520971667971.46686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56693320778.33783
0.02,-1,-1,1,-43700.95600348437,0.0,-0.0004370095600348436,0.0,0.0,1.4160378084815865e+24,1.9164500032427415e+23,1.1199165582603545e+24,0.0,1416037808481.5862,191645000324.2741,1119916558260.354,0.0,0.0,0.0,742839506472.5116,0.0,0.0,0.0,0.0,0.0,1416037808481.5828,191645000324.27353,520971666647.7651,0.0,0.0,0.0,-143894614859.92328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.803550405884336e-67,6910.468044631413,3696352.305526561,744335996097.3872,0.0,0.0,0.0,0.0,8.075689659155372e-64,6339493.051356085,1.1118841056867235,656643981165.6378,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9858,191654789338.0436,520971731135.49915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0388685818031444e+16,0.0,0.0,0.0,30388.68581803143,0.0,0.0,0.0,-742839506472.5116,0.0,0.0,0.0,656464346227.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143894614859.92328,0.0,0.0,0.0,-57519424225.930664,-3.7865323450608574e-18,-43700.95600348295,-3.7865323450608567e-26,-0.0004370095600348294,0.0,1.4160378084815865e+24,1.9164500032427415e+23,1.11991658864904e+24,0.0,1416037808481.5862,191645000324.2741,1119916588649.0396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656464346227.205,0.0,1416037808481.5828,191645000324.27353,520971666647.7651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57519424225.930664
0.04,-1,-1,1,-43688.37870907686,0.0,-0.00043688378709076854,0.0,0.0,1.416037688361147e+24,1.916449826831257e+23,1.119131650371468e+24,0.0,1416037688361.1465,191644982683.12567,1119131650371.4675,0.0,0.0,0.0,742724230208.5438,0.0,0.0,0.0,0.0,0.0,1416037688361.143,191644982683.125,520971665206.1768,0.0,0.0,0.0,-144564245043.2536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0028335758671148e-66,7871.883380348129,3696737.7490488314,744227699796.0453,0.0,0.0,0.0,0.0,8.074464873749573e-64,6338531.642745258,1.1279718679599422,656761411577.9595,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9858,191654789338.0429,520971731135.4983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.625873659081016e+16,0.0,0.0,0.0,86258.73659081012,0.0,0.0,0.0,-742724230208.5438,0.0,0.0,0.0,656578867777.3822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144564245043.2536,0.0,0.0,0.0,-58418796353.356865,-2.524354896707238e-18,-43688.37870907539,-2.5243548967072378e-26,-0.0004368837870907538,0.0,1.416037688361147e+24,1.916449826831257e+23,1.1191317366302039e+24,0.0,1416037688361.1465,191644982683.12567,1119131736630.2034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656578867777.3822,0.0,1416037688361.143,191644982683.125,520971665206.1768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-58418796353.356865
0.06,-1,-1,1,-43675.253496945086,0.0,-0.0004367525349694508,0.0,0.0,1.4160375743876536e+24,1.9164496449485126e+23,1.1183125983197081e+24,0.0,1416037574387.6533,191644964494.85123,1118312598319.7075,0.0,0.0,0.0,742572442057.8447,0.0,0.0,0.0,0.0,0.0,1416037574387.6504,191644964494.8506,520971663645.75366,0.0,0.0,0.0,-145231507383.89127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1325314616746142e-66,8889.969058926743,3697253.2855064305,744082866734.9202,0.0,0.0,0.0,0.0,8.073167894835348e-64,6337513.564185698,1.1449117537239888,656918422116.7971,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.9854,191654789338.0429,520971731135.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9800667696636184e+16,0.0,0.0,0.0,39800.66769663617,0.0,0.0,0.0,-742572442057.8447,0.0,0.0,0.0,656732731467.8623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145231507383.89127,0.0,0.0,0.0,-59391756993.24071,-2.524354896707238e-18,-43675.25349694363,-2.5243548967072378e-26,-0.00043675253496943626,0.0,1.4160375743876536e+24,1.9164496449485126e+23,1.1183126381203757e+24,0.0,1416037574387.6533,191644964494.85123,1118312638120.3752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656732731467.8623,0.0,1416037574387.6504,191644964494.8506,520971663645.75366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59391756993.24071
0.08,-1,-1,1,-43661.58789786154,0.0,-0.0004366158789786153,0.0,0.0,1.4160374664799662e+24,1.916449457628197e+23,1.1174597745490372e+24,0.0,1416037466479.9658,191644945762.81964,1117459774549.0366,0.0,0.0,0.0,742384603976.713,0.0,0.0,0.0,0.0,0.0,1416037466479.9622,191644945762.81894,520971661967.63605,0.0,0.0,0.0,-145896491395.3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2684499846490847e-66,9956.885592394796,3697897.266737508,743901959814.1421,0.0,0.0,0.0,0.0,8.07180870954677e-64,6336446.655110236,1.1627441793945246,657114478079.7618,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9849,191654789338.04272,520971731135.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.827066635771844e+16,0.0,0.0,0.0,58270.66635771841,0.0,0.0,0.0,-742384603976.713,0.0,0.0,0.0,656925406067.7301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145896491395.3134,0.0,0.0,0.0,-60437235215.66431,-1.262177448353619e-18,-43661.587897860125,-1.2621774483536189e-26,-0.0004366158789786012,0.0,1.4160374664799662e+24,1.916449457628197e+23,1.117459832819704e+24,0.0,1416037466479.9658,191644945762.81964,1117459832819.7034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656925406067.7301,0.0,1416037466479.9622,191644945762.81894,520971661967.63605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60437235215.66431
0.1,-1,-1,1,-43647.39381945337,0.0,-0.0004364739381945336,0.0,0.0,1.4160373644227042e+24,1.9164492649617615e+23,1.1165739735875017e+24,0.0,1416037364422.7039,191644926496.17612,1116573973587.5012,0.0,0.0,0.0,742161794846.3119,0.0,0.0,0.0,0.0,0.0,1416037364422.6995,191644926496.17545,520971660174.23456,0.0,0.0,0.0,-146559481433.04535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409629037513737e-66,11065.096509144083,3698665.840900859,743686060892.0356,0.0,0.0,0.0,0.0,8.070396918956997e-64,6335338.451937461,1.1815068039723304,657348366886.1368,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9856,191654789338.04306,520971731135.49835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.407150501383844e+16,0.0,0.0,0.0,54071.50501383841,0.0,0.0,0.0,-742161794846.3119,0.0,0.0,0.0,657155685191.1381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146559481433.04535,0.0,0.0,0.0,-61553317706.3667,-1.262177448353619e-18,-43647.39381945218,-1.2621774483536189e-26,-0.00043647393819452174,0.0,1.4160373644227042e+24,1.9164492649617615e+23,1.1165740276590076e+24,0.0,1416037364422.7039,191644926496.17612,1116574027659.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657155685191.1381,0.0,1416037364422.6995,191644926496.17545,520971660174.23456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61553317706.3667
0.12,-1,-1,1,-43632.68740556211,0.0,-0.00043632687405562097,0.0,0.0,1.416037267923202e+24,1.9164490670689532e+23,1.1156561969331949e+24,0.0,1416037267923.202,191644906706.89526,1115656196933.1943,0.0,0.0,0.0,741905431289.5975,0.0,0.0,0.0,0.0,0.0,1416037267923.1987,191644906706.8946,520971658268.9748,0.0,0.0,0.0,-147220892625.3772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5551686473393e-66,12207.53734682291,3699553.9489274886,743436590932.7759,0.0,0.0,0.0,0.0,8.068941522795758e-64,6334196.019080114,1.2012375227145946,657618503021.543,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9856,191654789338.04288,520971731135.4983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8135517988011256e+16,0.0,0.0,0.0,38135.51798801124,0.0,0.0,0.0,-741905431289.5975,0.0,0.0,0.0,657421991704.4966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147220892625.3772,0.0,0.0,0.0,-62737414904.75832,-2.524354896707238e-18,-43632.68740556067,-2.5243548967072378e-26,-0.00043632687405560666,0.0,1.416037267923202e+24,1.9164490670689532e+23,1.1156562350687136e+24,0.0,1416037267923.202,191644906706.89526,1115656235068.7131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657421991704.4966,0.0,1416037267923.1987,191644906706.8946,520971658268.9748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62737414904.75832
0.14,-1,-1,1,-43617.48670349405,0.0,-0.00043617486703494043,0.0,0.0,1.4160371766376027e+24,1.916448864084591e+23,1.1147075618128777e+24,0.0,1416037176637.6023,191644886408.45905,1114707561812.8772,0.0,0.0,0.0,741617140127.6063,0.0,0.0,0.0,0.0,0.0,1416037176637.5989,191644886408.45837,520971656255.81226,0.0,0.0,0.0,-147881234570.54172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704262591480459e-66,13377.879530836139,3700555.7800398474,743155182083.3247,0.0,0.0,0.0,0.0,8.067450583289801e-64,6333025.685068318,1.2219755812086037,657923068243.0039,0.0,0.0,0.0,0.0,62589821.105793394,1416085399913.9858,191654789338.04294,520971731135.4983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6840102308575076e+16,0.0,0.0,0.0,26840.102308575064,0.0,0.0,0.0,-741617140127.6063,0.0,0.0,0.0,657722516885.2273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147881234570.54172,0.0,0.0,0.0,-63986584488.06053,-3.7865323450608574e-18,-43617.48670349256,-3.7865323450608567e-26,-0.0004361748670349256,0.0,1.4160371766376027e+24,1.916448864084591e+23,1.11470758865298e+24,0.0,1416037176637.6023,191644886408.45905,1114707588652.9795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657722516885.2273,0.0,1416037176637.5989,191644886408.45837,520971656255.81226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63986584488.06053
0.16,-1,-1,1,-43601.81006834241,0.0,-0.00043601810068342404,0.0,0.0,1.4160370901961312e+24,1.9164486561462365e+23,1.1137292149676578e+24,0.0,1416037090196.1309,191644865614.6236,1113729214967.6572,0.0,0.0,0.0,741298637177.7527,0.0,0.0,0.0,0.0,0.0,1416037090196.1267,191644865614.62292,520971654138.867,0.0,0.0,0.0,-148541076348.96277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8562118271133566e-66,14570.635796714096,3701665.2046418246,742843556106.258,0.0,0.0,0.0,0.0,8.065931090867703e-64,6331832.937128016,1.2437628108847492,658260144712.41,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9856,191654789338.04312,520971731135.49835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8909577309675524e+16,0.0,0.0,0.0,18909.577309675515,0.0,0.0,0.0,-741298637177.7527,0.0,0.0,0.0,658055352773.6188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148541076348.96277,0.0,0.0,0.0,-65297773035.25227,-3.7865323450608574e-18,-43601.81006834104,-3.7865323450608567e-26,-0.0004360181006834103,0.0,1.4160370901961312e+24,1.9164486561462365e+23,1.1137292338772339e+24,0.0,1416037090196.1309,191644865614.6236,1113729233877.2334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658055352773.6188,0.0,1416037090196.1267,191644865614.62292,520971654138.867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65297773035.25227
