sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-47404.12311252723,0.0,-0.00047404123112527227,0.0,2.1834080797939504e+23,1.4160350609159895e+24,0.0,1.5229694825453624e+24,218340807979.395,1416035060915.989,0.0,1324356776840.8298,0.0,0.0,0.0,961844148142.5969,0.0,0.0,0.0,0.0,218340807979.39456,1416035060915.9868,0.0,478737683683.2449,0.0,0.0,0.0,-116225054985.01134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1360972704025.983,0.0,0.0,0.0,-1.1834862381219864,0.0,0.0,0.0,-961844148142.5969,0.0,0.0,0.0,1008608246014.7817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116225054985.01134,0.0,0.0,0.0,-162989152858.37906,1.4350258090024848e-17,-47404.123112525274,1.4350258090024845e-25,-0.00047404123112525264,2.1834080797939504e+23,1.4160350609159895e+24,0.0,1.522969482544002e+24,218340807979.395,1416035060915.989,0.0,1324356776839.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008608246014.7817,218340807979.39456,1416035060915.9868,0.0,478737683683.2449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-162989152858.37906,0.0,0.0,0.0,0.0,9200978.944338044,273219.9645580757,3.4806047754795713e-65,970462821258.9076,0.0,0.0,0.0,0.0,4.848797769791889,11185282.017405761,1.424858593142384e-63,1008821886753.6439,0.0,0.0,0.0,0.0,218351801765.51813,1416085781024.5872,62589837.95057227,478737901136.66284
0.02,-1,-1,1,-47391.5283110585,0.0,-0.0004739152831105849,0.0,2.183407831302268e+23,1.4160350419793315e+24,0.0,1.5220655541976967e+24,218340783130.22675,1416035041979.3313,0.0,1323570731127.6821,0.0,0.0,0.0,961547638717.4847,0.0,0.0,0.0,0.0,218340783130.2263,1416035041979.3298,0.0,478737680389.84705,0.0,0.0,0.0,-116714587979.64897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2098083667332228e+16,0.0,0.0,0.0,-19216.239849478006,0.0,0.0,0.0,-961547638717.4847,0.0,0.0,0.0,1009834302594.7098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116714587979.64897,0.0,0.0,0.0,-165001271073.114,1.056372574496399e-17,-47391.52831105636,1.0563725744963989e-25,-0.0004739152831105636,2.183407831302268e+23,1.4160350419793315e+24,0.0,1.5220655320996132e+24,218340783130.22675,1416035041979.3313,0.0,1323570711911.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1009834302594.7098,218340783130.2263,1416035041979.3298,0.0,478737680389.84705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-165001271073.114,0.0,0.0,0.0,0.0,9226968.794684313,275787.5568641772,3.513313501921204e-65,970202624508.921,0.0,0.0,0.0,0.0,4.943233118733437,11183741.471966624,1.4246623407866668e-63,1010050720393.9152,0.0,0.0,0.0,0.0,218351801765.51828,1416085781024.5872,62589837.950572275,478737901136.6628
0.04,-1,-1,1,-47378.80209677705,0.0,-0.00047378802096777043,0.0,2.1834075803344775e+23,1.4160350230412638e+24,0.0,1.5211521979892882e+24,218340758033.4477,1416035023041.2634,0.0,1322776487055.0735,0.0,0.0,0.0,961247639117.6162,0.0,0.0,0.0,0.0,218340758033.44727,1416035023041.2607,0.0,478737677053.8827,0.0,0.0,0.0,-117208829116.42558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.899914295572924e+16,0.0,0.0,0.0,-42609.0921561718,0.0,0.0,0.0,-961247639117.6162,0.0,0.0,0.0,1011070945498.4172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117208829116.42558,0.0,0.0,0.0,-167032178106.31848,1.1825903193317609e-17,-47378.80209677508,1.1825903193317608e-25,-0.0004737880209677507,2.1834075803344775e+23,1.4160350230412638e+24,0.0,1.521152148990145e+24,218340758033.4477,1416035023041.2634,0.0,1322776444445.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1011070945498.4172,218340758033.44727,1416035023041.2607,0.0,478737677053.8827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167032178106.31848,0.0,0.0,0.0,0.0,9253272.38966,278359.3631876731,3.5460759071669117e-65,969939286783.8413,0.0,0.0,0.0,0.0,5.041112896102951,11182198.39812446,1.4244657663581268e-63,1011290166273.1827,0.0,0.0,0.0,0.0,218351801765.51804,1416085781024.5867,62589837.95057223,478737901136.6627
0.06,-1,-1,1,-47365.94195339166,0.0,-0.0004736594195339165,0.0,2.1834073268296495e+23,1.4160350040980185e+24,0.0,1.5202291753817057e+24,218340732682.9649,1416035004098.018,0.0,1321973837192.723,0.0,0.0,0.0,960944064888.1393,0.0,0.0,0.0,0.0,218340732682.96432,1416035004098.015,0.0,478737673674.4006,0.0,0.0,0.0,-117707901369.8172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.196549579581418e+16,0.0,0.0,0.0,-10405.057768434286,0.0,0.0,0.0,-960944064888.1393,0.0,0.0,0.0,1012318401986.6586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117707901369.8172,0.0,0.0,0.0,-169082248873.39398,1.1825903193317609e-17,-47365.94195338955,1.1825903193317608e-25,-0.00047365941953389544,2.1834073268296495e+23,1.4160350040980185e+24,0.0,1.5202291634162106e+24,218340732682.9649,1416035004098.018,0.0,1321973826787.6658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012318401986.6586,218340732682.96432,1416035004098.015,0.0,478737673674.4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169082248873.39398,0.0,0.0,0.0,0.0,9279897.250804223,280935.65112750395,3.5788954001944763e-65,969672732751.2603,0.0,0.0,0.0,0.0,5.142625676409722,11180652.635320945,1.4242688494029042e-63,1012540452167.4525,0.0,0.0,0.0,0.0,218351801765.51773,1416085781024.5864,62589837.95057225,478737901136.662
0.08,-1,-1,1,-47352.94331779163,0.0,-0.0004735294331779162,0.0,2.1834070707246447e+23,1.4160349851443716e+24,0.0,1.519296243613693e+24,218340707072.46442,1416034985144.371,0.0,1321162570438.229,0.0,0.0,0.0,960636830363.6715,0.0,0.0,0.0,0.0,218340707072.46378,1416034985144.3694,0.0,478737670250.22723,0.0,0.0,0.0,-118211930175.6705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1561725420191514e+16,0.0,0.0,0.0,-10053.943685472012,0.0,0.0,0.0,-960636830363.6715,0.0,0.0,0.0,1013576898881.4268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118211930175.6705,0.0,0.0,0.0,-171152008747.3697,1.1825903193317609e-17,-47352.94331778951,1.1825903193317608e-25,-0.00047352943317789507,2.1834070707246447e+23,1.4160349851443716e+24,0.0,1.5192962320519668e+24,218340707072.46442,1416034985144.371,0.0,1321162560384.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013576898881.4268,218340707072.46378,1416034985144.3694,0.0,478737670250.22723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-171152008747.3697,0.0,0.0,0.0,0.0,9306851.003603,283516.90277827345,3.6117781224536936e-65,969402886050.2733,0.0,0.0,0.0,0.0,5.247973122692441,11179103.894301137,1.4240715530722956e-63,1013801805622.6516,0.0,0.0,0.0,0.0,218351801765.5178,1416085781024.5862,62589837.95057224,478737901136.6621
0.1,-1,-1,1,-47339.80302473288,0.0,-0.0004733980302473287,0.0,2.183406811953286e+23,1.4160349661761964e+24,0.0,1.518353144646243e+24,218340681195.32852,1416034966176.196,0.0,1320342462403.8337,0.0,0.0,0.0,960325843946.037,0.0,0.0,0.0,0.0,218340681195.32797,1416034966176.193,0.0,478737666780.2868,0.0,0.0,0.0,-118721048322.48886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.116060841045255e+16,0.0,0.0,0.0,-9705.136939018965,0.0,0.0,0.0,-960325843946.037,0.0,0.0,0.0,1014846683038.1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118721048322.48886,0.0,0.0,0.0,-173241897119.76407,1.4350258090024848e-17,-47339.80302473066,1.4350258090024845e-25,-0.00047339803024730654,2.183406811953286e+23,1.4160349661761964e+24,0.0,1.5183531334856364e+24,218340681195.32852,1416034966176.196,0.0,1320342452698.6985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014846683038.1748,218340681195.32797,1416034966176.193,0.0,478737666780.2868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173241897119.76407,0.0,0.0,0.0,0.0,9334141.813894454,286103.44571175135,3.644728246918522e-65,969129664932.1334,0.0,0.0,0.0,0.0,5.357373284911997,11177551.97852312,1.423873852328459e-63,1015074474100.7205,0.0,0.0,0.0,0.0,218351801765.5179,1416085781024.5867,62589837.95057223,478737901136.66235
0.12,-1,-1,1,-47326.517339469414,0.0,-0.00047326517339469406,0.0,2.1834065504465855e+23,1.4160349471889886e+24,0.0,1.51739961042986e+24,218340655044.6585,1416034947188.9883,0.0,1319513279996.7737,0.0,0.0,0.0,960011010425.0957,0.0,0.0,0.0,0.0,218340655044.6579,1416034947188.9858,0.0,478737663263.4157,0.0,0.0,0.0,-119235393691.73799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0762657822235778e+16,0.0,0.0,0.0,-9359.083676367998,0.0,0.0,0.0,-960011010425.0957,0.0,0.0,0.0,1016128010694.6584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119235393691.73799,0.0,0.0,0.0,-175352403320.38455,1.4350258090024848e-17,-47326.51733946728,1.4350258090024845e-25,-0.00047326517339467275,2.1834065504465855e+23,1.4160349471889886e+24,0.0,1.5173995996672007e+24,218340655044.6585,1416034947188.9883,0.0,1319513270637.6887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016128010694.6584,218340655044.6579,1416034947188.9858,0.0,478737663263.4157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175352403320.38455,0.0,0.0,0.0,0.0,9361778.173592566,288695.6640447486,3.677750666896506e-65,968852984413.2858,0.0,0.0,0.0,0.0,5.47106028776686,11175996.657518348,1.4236757178115513e-63,1016358714516.0988,0.0,0.0,0.0,0.0,218351801765.51813,1416085781024.5874,62589837.95057226,478737901136.663
0.14,-1,-1,1,-47313.0823608954,0.0,-0.000473130823608954,0.0,2.183406286132465e+23,1.4160349281781743e+24,0.0,1.5164353609749627e+24,218340628613.24646,1416034928178.1738,0.0,1318674779741.3228,0.0,0.0,0.0,959692230185.3103,0.0,0.0,0.0,0.0,218340628613.24585,1416034928178.1716,0.0,478737659698.3946,0.0,0.0,0.0,-119755110142.38269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0368403915051032e+16,0.0,0.0,0.0,-9016.245005100965,0.0,0.0,0.0,-959692230185.3103,0.0,0.0,0.0,1017421150552.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119755110142.38269,0.0,0.0,0.0,-177484039525.52545,1.3088080641671228e-17,-47313.08236089327,1.3088080641671226e-25,-0.0004731308236089326,2.183406286132465e+23,1.4160349281781743e+24,0.0,1.516435350606558e+24,218340628613.24646,1416034928178.1738,0.0,1318674770725.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017421150552.2083,218340628613.24585,1416034928178.1716,0.0,478737659698.3946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177484039525.52545,0.0,0.0,0.0,0.0,9389768.973922689,291293.9552938437,3.710850446399774e-65,968572755547.5979,0.0,0.0,0.0,0.0,5.589285702533757,11174437.69277822,1.4234771191374982e-63,1017654796279.4386,0.0,0.0,0.0,0.0,218351801765.51788,1416085781024.5867,62589837.95057225,478737901136.6623
0.16,-1,-1,1,-47299.49401147453,0.0,-0.00047299494011474524,0.0,2.183406018935585e+23,1.4160349091390906e+24,0.0,1.5154601036289665e+24,218340601893.55844,1416034909139.09,0.0,1317826707150.1536,0.0,0.0,0.0,959369398930.8687,0.0,0.0,0.0,0.0,218340601893.55777,1416034909139.0876,0.0,478737656083.9508,0.0,0.0,0.0,-120280347864.6658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9978217661459810.0,0.0,0.0,0.0,-8676.943518698215,0.0,0.0,0.0,-959369398930.8687,0.0,0.0,0.0,1018726384535.7904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120280347864.6658,0.0,0.0,0.0,-179637342146.5312,1.1825903193317609e-17,-47299.494011472525,1.1825903193317608e-25,-0.0004729949401147252,2.183406018935585e+23,1.4160349091390906e+24,0.0,1.5154600936507503e+24,218340601893.55844,1416034909139.09,0.0,1317826698473.2112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018726384535.7904,218340601893.55777,1416034909139.0876,0.0,478737656083.9508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-179637342146.5312,0.0,0.0,0.0,0.0,9418123.530433435,293898.7315372679,3.7440328349456914e-65,968288885177.8412,0.0,0.0,0.0,0.0,5.7123201228564735,11172874.837057406,1.4232780248091925e-63,1018963002059.2144,0.0,0.0,0.0,0.0,218351801765.51797,1416085781024.586,62589837.950572245,478737901136.66254
