sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-39357.4797475017,0.0,-0.0003935747974750169,0.0,2.0576763472810235e+23,1.4160252881570968e+24,0.0,8.985994579103685e+23,205767634728.1023,1416025288157.0964,0.0,834707747034.6378,0.0,0.0,0.0,446278222055.3958,0.0,0.0,0.0,0.0,205767634728.10205,1416025288157.094,0.0,498626625202.7919,0.0,0.0,0.0,-110197100223.5449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850269801425.4185,0.0,0.0,0.0,2.647611528635025,0.0,0.0,0.0,-446278222055.3958,0.0,0.0,0.0,2698275667690.776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110197100223.5449,0.0,0.0,0.0,-2362194545856.2783,9.783184857102731e-18,-39357.47974750003,9.78318485710273e-26,-0.0003935747974750002,2.0576763472810235e+23,1.4160252881570968e+24,0.0,8.985994579132184e+23,205767634728.1023,1416025288157.0964,0.0,834707747037.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2698275667690.776,205767634728.10205,1416025288157.094,0.0,498626625202.7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2362194545856.2783,0.0,0.0,0.0,0.0,11802549.092173023,392754.8600142519,5.003269804369977e-65,447902157290.8957,0.0,0.0,0.0,0.0,6.280564595090062,50854135.86294177,6.478220647969127e-63,2714516772769.003,0.0,0.0,0.0,0.0,205777911061.73828,1416085781024.5884,62589837.950572245,498629503346.0978
0.02,-1,-1,1,-39345.4510837438,0.0,-0.00039345451083743795,0.0,2.057676116895732e+23,1.4160252800808038e+24,0.0,8.977912546957829e+23,205767611689.57315,1416025280080.8035,0.0,833957008228.3162,0.0,0.0,0.0,445906918307.28094,0.0,0.0,0.0,0.0,205767611689.5728,1416025280080.8015,0.0,498626617240.05524,0.0,0.0,0.0,-110576527319.01488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4438009989159266.5,0.0,0.0,0.0,-4122.4611107409,0.0,0.0,0.0,-445906918307.28094,0.0,0.0,0.0,2699665865239.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110576527319.01488,0.0,0.0,0.0,-2364335478373.39,1.2307539753809969e-17,-39345.45108374206,1.2307539753809967e-25,-0.0003934545108374206,2.057676116895732e+23,1.4160252800808038e+24,0.0,8.977912502577726e+23,205767611689.57315,1416025280080.8035,0.0,833957004105.8547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2699665865239.193,205767611689.5728,1416025280080.8015,0.0,498626617240.05524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2364335478373.39,0.0,0.0,0.0,0.0,11809570.529197853,392626.90898121725,5.001639864553443e-65,447536480119.15204,0.0,0.0,0.0,0.0,6.368075277501576,50856055.069145344,6.478465138937958e-63,2715921734329.1025,0.0,0.0,0.0,0.0,205777911061.73837,1416085781024.5881,62589837.950572245,498629503346.0979
0.04,-1,-1,1,-39333.314071859386,0.0,-0.0003933331407185938,0.0,2.05767588432445e+23,1.4160252719499523e+24,0.0,8.969757717696102e+23,205767588432.44495,1416025271949.952,0.0,833199507308.347,0.0,0.0,0.0,445532469734.5519,0.0,0.0,0.0,0.0,205767588432.44452,1416025271949.9502,0.0,498626609208.72345,0.0,0.0,0.0,-110959571634.92305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1692018801462124e+16,0.0,0.0,0.0,-10860.699487566948,0.0,0.0,0.0,-445532469734.5519,0.0,0.0,0.0,2701062779754.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110959571634.92305,0.0,0.0,0.0,-2366489892515.4087,1.104536230545635e-17,-39333.314071857654,1.1045362305456349e-25,-0.0003933331407185765,2.05767588432445e+23,1.4160252719499523e+24,0.0,8.969757600775913e+23,205767588432.44495,1416025271949.952,0.0,833199496447.6475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2701062779754.337,205767588432.44452,1416025271949.9502,0.0,498626609208.72345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2366489892515.4087,0.0,0.0,0.0,0.0,11816651.323136533,392498.1135704764,4.999999168398869e-65,447167711768.1085,0.0,0.0,0.0,0.0,6.458417895328946,50857986.94062075,6.47871124335748e-63,2717333505832.332,0.0,0.0,0.0,0.0,205777911061.73883,1416085781024.5894,62589837.95057226,498629503346.09863
0.06,-1,-1,1,-39321.06615456302,0.0,-0.0003932106615456302,0.0,2.0576756495146746e+23,1.4160252637632865e+24,0.0,8.961528361460934e+23,205767564951.4674,1416025263763.2861,0.0,832435083588.509,0.0,0.0,0.0,445154801303.04706,0.0,0.0,0.0,0.0,205767564951.467,1416025263763.2842,0.0,498626601107.20294,0.0,0.0,0.0,-111346318821.73608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1915884206445804.8,0.0,0.0,0.0,-1779.6620902270079,0.0,0.0,0.0,-445154801303.04706,0.0,0.0,0.0,2702466583534.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111346318821.73608,0.0,0.0,0.0,-2368658102832.415,1.2307539753809969e-17,-39321.06615456129,1.2307539753809967e-25,-0.00039321066154561284,2.0576756495146746e+23,1.4160252637632865e+24,0.0,8.961528342302086e+23,205767564951.4674,1416025263763.2861,0.0,832435081808.8464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2702466583534.064,205767564951.467,1416025263763.2842,0.0,498626601107.20294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2368658102832.415,0.0,0.0,0.0,0.0,11823792.890400106,392368.45212611114,4.9983474400782455e-65,446795778474.40936,0.0,0.0,0.0,0.0,6.551733746593308,50859931.8021958,6.478959002601873e-63,2718752261743.8677,0.0,0.0,0.0,0.0,205777911061.7389,1416085781024.5889,62589837.950572275,498629503346.09845
0.08,-1,-1,1,-39308.704637146104,0.0,-0.00039308704637146095,0.0,2.0576754124118144e+23,1.4160252555193515e+24,0.0,8.95322268303806e+23,205767541241.1814,1416025255519.351,0.0,831663570311.6067,0.0,0.0,0.0,444773835225.07513,0.0,0.0,0.0,0.0,205767541241.1809,1416025255519.3489,0.0,498626592933.7882,0.0,0.0,0.0,-111736857847.25117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1924063116541280.0,0.0,0.0,0.0,-1787.2594680786133,0.0,0.0,0.0,-444773835225.07513,0.0,0.0,0.0,2703877454570.1616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111736857847.25117,0.0,0.0,0.0,-2370840478979.5967,1.2307539753809969e-17,-39308.70463714432,1.2307539753809967e-25,-0.0003930870463714431,2.0576754124118144e+23,1.4160252555193515e+24,0.0,8.95322266379743e+23,205767541241.1814,1416025255519.351,0.0,831663568524.3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703877454570.1616,205767541241.1809,1416025255519.3489,0.0,498626592933.7882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2370840478979.5967,0.0,0.0,0.0,0.0,11830996.69899072,392237.9068856747,4.996684453359055e-65,446420603770.6227,0.0,0.0,0.0,0.0,6.648173554558379,50861889.920300096,6.479208450606028e-63,2720178182602.1514,0.0,0.0,0.0,0.0,205777911061.7381,1416085781024.5872,62589837.950572275,498629503346.09705
0.1,-1,-1,1,-39296.22674282858,0.0,-0.0003929622674282857,0.0,2.0576751729590517e+23,1.4160252472167497e+24,0.0,8.944838811134634e+23,205767517295.90512,1416025247216.7493,0.0,830884793653.516,0.0,0.0,0.0,444389490339.546,0.0,0.0,0.0,0.0,205767517295.90457,1416025247216.7476,0.0,498626584686.74493,0.0,0.0,0.0,-112131281372.76991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1932693596236235.5,0.0,0.0,0.0,-1795.2763082832098,0.0,0.0,0.0,-444389490339.546,0.0,0.0,0.0,2705295579163.934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112131281372.76991,0.0,0.0,0.0,-2373037371992.435,1.2307539753809969e-17,-39296.226742826744,1.2307539753809967e-25,-0.00039296226742826737,2.0576751729590517e+23,1.4160252472167497e+24,0.0,8.944838791807691e+23,205767517295.90512,1416025247216.7493,0.0,830884791858.239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705295579163.934,205767517295.90457,1416025247216.7476,0.0,498626584686.74493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2373037371992.435,0.0,0.0,0.0,0.0,11838264.28038236,392106.45580428775,4.995009927445183e-65,446042107870.8425,0.0,0.0,0.0,0.0,6.747898643447755,50863861.625595905,6.479459629489356e-63,2721611457126.2397,0.0,0.0,0.0,0.0,205777911061.7384,1416085781024.5884,62589837.95057229,498629503346.0976
0.12,-1,-1,1,-39283.629572004036,0.0,-0.0003928362957200403,0.0,2.0576749310971875e+23,1.416025238853978e+24,0.0,8.936374797510302e+23,205767493109.7187,1416025238853.9778,0.0,830098572642.47,0.0,0.0,0.0,444001682185.92194,0.0,0.0,0.0,0.0,205767493109.71823,1416025238853.9766,0.0,498626576364.2485,0.0,0.0,0.0,-112529685907.6961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1941783293837381.2,0.0,0.0,0.0,-1803.7197153419256,0.0,0.0,0.0,-444001682185.92194,0.0,0.0,0.0,2706721151085.546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112529685907.6961,0.0,0.0,0.0,-2375249156611.0386,1.2307539753809969e-17,-39283.6295720024,1.2307539753809967e-25,-0.0003928362957200239,2.0576749310971875e+23,1.416025238853978e+24,0.0,8.93637477809246e+23,205767493109.7187,1416025238853.9778,0.0,830098570838.7494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2706721151085.546,205767493109.71823,1416025238853.9766,0.0,498626576364.2485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2375249156611.0386,0.0,0.0,0.0,0.0,11845597.228201954,391974.0770351306,4.993323584047744e-65,445660207746.79565,0.0,0.0,0.0,0.0,6.851082181795044,50865847.24577482,6.479712580995183e-63,2723052281667.587,0.0,0.0,0.0,0.0,205777911061.7385,1416085781024.5894,62589837.9505723,498629503346.09784
0.14,-1,-1,1,-39270.91010212416,0.0,-0.00039270910102124154,0.0,2.0576746867645407e+23,1.4160252304294762e+24,0.0,8.927828611319987e+23,205767468676.454,1416025230429.4758,0.0,829304718633.561,0.0,0.0,0.0,443610322754.8802,0.0,0.0,0.0,0.0,205767468676.4535,1416025230429.4727,0.0,498626567964.4,0.0,0.0,0.0,-112932172085.71422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1951243364085794.0,0.0,0.0,0.0,-1812.5071610212326,0.0,0.0,0.0,-443610322754.8802,0.0,0.0,0.0,2708154372287.0527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112932172085.71422,0.0,0.0,0.0,-2377476223430.395,1.104536230545635e-17,-39270.91010212241,1.1045362305456349e-25,-0.00039270910102122403,2.0576746867645407e+23,1.4160252304294762e+24,0.0,8.927828591807549e+23,205767468676.454,1416025230429.4758,0.0,829304716821.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708154372287.0527,205767468676.4535,1416025230429.4727,0.0,498626567964.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2377476223430.395,0.0,0.0,0.0,0.0,11852997.203126706,391840.7478931893,4.9916251341831895e-65,445274816882.4508,0.0,0.0,0.0,0.0,6.95791064611279,50867847.12110219,6.479967348471059e-63,2724500860869.406,0.0,0.0,0.0,0.0,205777911061.7388,1416085781024.5898,62589837.9505723,498629503346.0988
0.16,-1,-1,1,-39258.0651798849,0.0,-0.00039258065179884896,0.0,2.0576744398967703e+23,1.4160252219416018e+24,0.0,8.919198133864568e+23,205767443989.67697,1416025221941.6016,0.0,828503034821.1316,0.0,0.0,0.0,443215320272.73676,0.0,0.0,0.0,0.0,205767443989.67645,1416025221941.5994,0.0,498626559485.20984,0.0,0.0,0.0,-113338844936.81026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1960964801442170.5,0.0,0.0,0.0,-1821.5373902320862,0.0,0.0,0.0,-443215320272.73676,0.0,0.0,0.0,2709595453402.1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113338844936.81026,0.0,0.0,0.0,-2379718979887.8076,1.2307539753809969e-17,-39258.06517988319,1.2307539753809967e-25,-0.0003925806517988318,2.0576744398967703e+23,1.4160252219416018e+24,0.0,8.919198114254923e+23,205767443989.67697,1416025221941.6016,0.0,828503032999.5945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2709595453402.1997,205767443989.67645,1416025221941.5994,0.0,498626559485.20984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2379718979887.8076,0.0,0.0,0.0,0.0,11860465.937152985,391706.4447595413,4.98991427695595e-65,444885845062.3432,0.0,0.0,0.0,0.0,7.068585101744307,50869861.60585128,6.480223977051324e-63,2725957408173.6484,0.0,0.0,0.0,0.0,205777911061.73807,1416085781024.5886,62589837.95057227,498629503346.0973
