sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:I,avg:g_CB:p,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:I,avg:g_IB:p,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:I,avg:g_VB:p,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-47292.10929577605,0.0,-0.0004729210929577604,0.0,0.0,2.2387448198134232e+23,1.5532800733095392e+24,1.4160339682045552e+24,0.0,223874481981.34225,1311833113836.627,1416033968204.555,0.0,0.0,949326676869.4105,0.0,0.0,0.0,0.0,0.0,0.0,223874481981.34146,469981821776.74207,1416033968204.5532,0.0,0.0,-107475384809.52522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0532588938676606e-64,5880070.650087598,957297786503.3607,1611805.3473005746,0.0,0.0,0.0,0.0,1.3225465149581188e-63,4486791.494709631,1012498969143.2228,10382133.399900224,0.0,0.0,0.0,0.0,62589821.10579335,223886464406.23047,469981971950.8151,1416085399913.9814,0.0,0.0,0.0,0.0,0.0,0.0,3677107539.5093083,0.0,0.0,0.0,0.0031055258587002754,0.0,0.0,0.0,-949326676869.4105,0.0,0.0,0.0,1012278751845.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107475384809.52522,0.0,0.0,0.0,-170427459785.20688,0.0,-3.7865323450608574e-18,-47292.10929577442,-3.7865323450608567e-26,-0.0004729210929577441,0.0,2.2387448198134232e+23,1.5532800733095435e+24,1.4160339682045552e+24,0.0,223874481981.34225,1311833113836.6306,1416033968204.555,0.0,0.0,0.0,0.0,0.0,0.0,1012278751845.095,0.0,0.0,223874481981.34146,469981821776.74207,1416033968204.5532,0.0,0.0,0.0,0.0,0.0,0.0,-170427459785.20688,0.0
0.02,-1,-1,1,-47268.841646042005,0.0,-0.00047268841646041994,0.0,0.0,2.2387446167183935e+23,1.551560569113378e+24,1.416033954355972e+24,0.0,223874461671.8393,1310380895023.8928,1416033954355.9717,0.0,0.0,949011399431.0586,0.0,0.0,0.0,0.0,0.0,0.0,223874461671.83853,469981817861.098,1416033954355.9683,0.0,0.0,-108612322268.26407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.050084673216325e-64,5888884.192147198,957066905054.8525,1609313.6266409147,0.0,0.0,0.0,0.0,1.3227369682072174e-63,4501648.923486948,1013451788291.7681,10383628.427216271,0.0,0.0,0.0,0.0,62589821.10579336,223886464406.23053,469981971950.815,1416085399913.981,0.0,0.0,0.0,0.0,0.0,0.0,243134611351769.53,0.0,0.0,0.0,205.34096829779446,0.0,0.0,0.0,-949011399431.0586,0.0,0.0,0.0,1013228274409.6653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108612322268.26407,0.0,0.0,0.0,-172829197041.52963,0.0,-2.524354896707238e-18,-47268.8416460404,-2.5243548967072378e-26,-0.00047268841646040384,0.0,2.2387446167183935e+23,1.551560569356513e+24,1.416033954355972e+24,0.0,223874461671.8393,1310380895229.2341,1416033954355.9717,0.0,0.0,0.0,0.0,0.0,0.0,1013228274409.6653,0.0,0.0,223874461671.83853,469981817861.098,1416033954355.9683,0.0,0.0,0.0,0.0,0.0,0.0,-172829197041.52963,0.0
0.04,-1,-1,1,-47245.480123313806,0.0,-0.00047245480123313797,0.0,0.0,2.238744411505668e+23,1.5498341262283235e+24,1.416033940516208e+24,0.0,223874441150.56677,1308922816094.8708,1416033940516.2078,0.0,0.0,948693054748.5464,0.0,0.0,0.0,0.0,0.0,0.0,223874441150.56586,469981813889.25134,1416033940516.2053,0.0,0.0,-109752052542.92752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0469645831019728e-64,5897832.245065592,956833163514.1957,1606864.3952533456,0.0,0.0,0.0,0.0,1.322924173623926e-63,4516501.731360151,1014413865133.137,10385097.96104753,0.0,0.0,0.0,0.0,62589821.10579339,223886464406.231,469981971950.8156,1416085399913.982,0.0,0.0,0.0,0.0,0.0,0.0,1942549609941283.8,0.0,0.0,0.0,1640.593314354308,0.0,0.0,0.0,-948693054748.5464,0.0,0.0,0.0,1014187033814.1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109752052542.92752,0.0,0.0,0.0,-175246029967.89056,0.0,-3.7865323450608574e-18,-47245.4801233122,-3.7865323450608567e-26,-0.0004724548012331219,0.0,2.238744411505668e+23,1.5498341281708722e+24,1.416033940516208e+24,0.0,223874441150.56677,1308922817735.4634,1416033940516.2078,0.0,0.0,0.0,0.0,0.0,0.0,1014187033814.1031,0.0,0.0,223874441150.56586,469981813889.25134,1416033940516.2053,0.0,0.0,0.0,0.0,0.0,0.0,-175246029967.89056,0.0
0.06,-1,-1,1,-47222.01811050141,0.0,-0.0004722201811050141,0.0,0.0,2.2387442041369775e+23,1.548100260383324e+24,1.4160339266796118e+24,0.0,223874420413.6977,1307458468055.1936,1416033926679.6113,0.0,0.0,948371571269.3762,0.0,0.0,0.0,0.0,0.0,0.0,223874420413.69696,469981809860.0527,1416033926679.6084,0.0,0.0,-110894913074.23622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0438961171085656e-64,5906924.764059194,956596515371.339,1604455.6857568398,0.0,0.0,0.0,0.0,1.323108281593214e-63,4531317.694320763,1015385309001.0903,10386543.181819037,0.0,0.0,0.0,0.0,62589821.105793364,223886464406.2305,469981971950.81525,1416085399913.982,0.0,0.0,0.0,0.0,0.0,0.0,544965578318854.0,0.0,0.0,0.0,460.2543377876282,0.0,0.0,0.0,-948371571269.3762,0.0,0.0,0.0,1015155138641.8806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110894913074.23622,0.0,0.0,0.0,-177678479986.48633,0.0,-3.7865323450608574e-18,-47222.01811049994,-3.7865323450608567e-26,-0.00047222018110499935,0.0,2.2387442041369775e+23,1.5481002609282901e+24,1.4160339266796118e+24,0.0,223874420413.6977,1307458468515.4485,1416033926679.6113,0.0,0.0,0.0,0.0,0.0,0.0,1015155138641.8806,0.0,0.0,223874420413.69696,469981809860.0527,1416033926679.6084,0.0,0.0,0.0,0.0,0.0,0.0,-177678479986.48633,0.0
0.08,-1,-1,1,-47198.44875641325,0.0,-0.00047198448756413246,0.0,0.0,2.2387439945680785e+23,1.5463584389397388e+24,1.4160339128405233e+24,0.0,223874399456.8078,1305987401061.321,1416033912840.523,0.0,0.0,948046867467.1609,0.0,0.0,0.0,0.0,0.0,0.0,223874399456.80713,469981805772.2577,1416033912840.5205,0.0,0.0,-112041272178.09879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0408768618487915e-64,5916173.435706601,956356906432.606,1602085.6037932795,0.0,0.0,0.0,0.0,1.3232894369183294e-63,4546059.504065309,1016366258265.8184,10387965.22614218,0.0,0.0,0.0,0.0,62589821.10579336,223886464406.23035,469981971950.81464,1416085399913.9812,0.0,0.0,0.0,0.0,0.0,0.0,2.6357154166164916e+16,0.0,0.0,0.0,22260.111499403603,0.0,0.0,0.0,-948046867467.1609,0.0,0.0,0.0,1016132726452.0657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112041272178.09879,0.0,0.0,0.0,-180127108902.89148,0.0,-2.524354896707238e-18,-47198.448756411824,-2.5243548967072378e-26,-0.00047198448756411815,0.0,2.2387439945680785e+23,1.5463584652968928e+24,1.4160339128405233e+24,0.0,223874399456.8078,1305987423321.4321,1416033912840.523,0.0,0.0,0.0,0.0,0.0,0.0,1016132726452.0657,0.0,0.0,223874399456.80713,469981805772.2577,1416033912840.5205,0.0,0.0,0.0,0.0,0.0,0.0,-180127108902.89148,0.0
0.1,-1,-1,1,-47174.763400268515,0.0,-0.00047174763400268505,0.0,0.0,2.2387437827577807e+23,1.5446080912747841e+24,1.4160338989927864e+24,0.0,223874378275.778,1304509133189.95,1416033898992.7861,0.0,0.0,947718863296.4644,0.0,0.0,0.0,0.0,0.0,0.0,223874378275.77734,469981801624.40173,1416033898992.7837,0.0,0.0,-113191531730.91628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03790439167575e-64,5925590.212449021,956114286476.4249,1599752.2453729268,0.0,0.0,0.0,0.0,1.323467785138093e-63,4560688.270767401,1017356832362.7203,10389365.23640728,0.0,0.0,0.0,0.0,62589821.105793335,223886464406.2298,469981971950.8139,1416085399913.981,0.0,0.0,0.0,0.0,0.0,0.0,-2507072941206159.5,0.0,0.0,0.0,-2117.365283693187,0.0,0.0,0.0,-947718863296.4644,0.0,0.0,0.0,1017119915718.7336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113191531730.91628,0.0,0.0,0.0,-182592586270.5508,0.0,-3.7865323450608574e-18,-47174.76340026704,-3.7865323450608567e-26,-0.00047174763400267036,0.0,2.2387437827577807e+23,1.5446080887677113e+24,1.4160338989927864e+24,0.0,223874378275.778,1304509131072.5847,1416033898992.7861,0.0,0.0,0.0,0.0,0.0,0.0,1017119915718.7336,0.0,0.0,223874378275.77734,469981801624.40173,1416033898992.7837,0.0,0.0,0.0,0.0,0.0,0.0,-182592586270.5508,0.0
0.12,-1,-1,1,-47150.956055384784,0.0,-0.00047150956055384775,0.0,0.0,2.2387435686572685e+23,1.542848703726751e+24,1.4160338851313837e+24,0.0,223874356865.7268,1303023230624.636,1416033885131.3833,0.0,0.0,947387471751.9908,0.0,0.0,0.0,0.0,0.0,0.0,223874356865.72617,469981797415.238,1416033885131.3816,0.0,0.0,-114346038542.59271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.034976647770911e-64,5935191.828862406,955868594228.3542,1597453.994444107,0.0,0.0,0.0,0.0,1.3236434497816217e-63,4575148.468633895,1018357193080.5043,10390744.182242332,0.0,0.0,0.0,0.0,62589821.10579336,223886464406.23038,469981971950.815,1416085399913.981,0.0,0.0,0.0,0.0,0.0,0.0,-2355035205760441.5,0.0,0.0,0.0,-1988.9607935193926,0.0,0.0,0.0,-947387471751.9908,0.0,0.0,0.0,1018116867453.0376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114346038542.59271,0.0,0.0,0.0,-185075436232.60074,0.0,-2.524354896707238e-18,-47150.95605538342,-2.5243548967072378e-26,-0.0004715095605538342,0.0,2.2387435686572685e+23,1.542848701371716e+24,1.4160338851313837e+24,0.0,223874356865.7268,1303023228635.6753,1416033885131.3833,0.0,0.0,0.0,0.0,0.0,0.0,1018116867453.0376,0.0,0.0,223874356865.72617,469981797415.238,1416033885131.3816,0.0,0.0,0.0,0.0,0.0,0.0,-185075436232.60074,0.0
0.14,-1,-1,1,-47127.01873219475,0.0,-0.00047127018732194743,0.0,0.0,2.2387433522202732e+23,1.5410797107245376e+24,1.4160338712506842e+24,0.0,223874335222.02725,1301529215708.508,1416033871250.6838,0.0,0.0,947052606039.9756,0.0,0.0,0.0,0.0,0.0,0.0,223874335222.0265,469981793143.27155,1416033871250.6812,0.0,0.0,-115505183474.74063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0320915178795306e-64,5944995.926576112,955619771894.8629,1595189.1930065576,0.0,0.0,0.0,0.0,1.3238165575842077e-63,4589380.73292999,1019367484985.0626,10392103.058444388,0.0,0.0,0.0,0.0,62589821.10579335,223886464406.22974,469981971950.8136,1416085399913.9805,0.0,0.0,0.0,0.0,0.0,0.0,-2209789834399424.8,0.0,0.0,0.0,-1866.2928400337696,0.0,0.0,0.0,-947052606039.9756,0.0,0.0,0.0,1019123725271.7135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115505183474.74063,0.0,0.0,0.0,-187576304572.77054,0.0,-3.7865323450608574e-18,-47127.01873219332,-3.7865323450608567e-26,-0.00047127018732193306,0.0,2.2387433522202732e+23,1.541079708514747e+24,1.4160338712506842e+24,0.0,223874335222.02725,1301529213842.2146,1416033871250.6838,0.0,0.0,0.0,0.0,0.0,0.0,1019123725271.7135,0.0,0.0,223874335222.0265,469981793143.27155,1416033871250.6812,0.0,0.0,0.0,0.0,0.0,0.0,-187576304572.77054,0.0
0.16,-1,-1,1,-47102.94361994662,0.0,-0.0004710294361994662,0.0,0.0,2.2387431333973313e+23,1.5393005350439794e+24,1.416033857345244e+24,0.0,223874313339.73306,1300026600943.0227,1416033857345.2434,0.0,0.0,946714174430.6031,0.0,0.0,0.0,0.0,0.0,0.0,223874313339.73254,469981788806.98004,1416033857345.2402,0.0,0.0,-116669362294.56052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0292470197761846e-64,5955023.505858723,955367757107.0801,1592956.285125748,0.0,0.0,0.0,0.0,1.3239872274793883e-63,4603313.766621014,1020387868159.9766,10393442.798571318,0.0,0.0,0.0,0.0,62589821.105793364,223886464406.23035,469981971950.81494,1416085399913.9814,0.0,0.0,0.0,0.0,0.0,0.0,-2071135181407656.2,0.0,0.0,0.0,-1749.1911219935864,0.0,0.0,0.0,-946714174430.6031,0.0,0.0,0.0,1020140648296.0348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116669362294.56052,0.0,0.0,0.0,-190095837909.1831,0.0,-3.7865323450608574e-18,-47102.94361994525,-3.7865323450608567e-26,-0.0004710294361994524,0.0,2.2387431333973313e+23,1.5393005329728452e+24,1.416033857345244e+24,0.0,223874313339.73306,1300026599193.8323,1416033857345.2434,0.0,0.0,0.0,0.0,0.0,0.0,1020140648296.0348,0.0,0.0,223874313339.73254,469981788806.98004,1416033857345.2402,0.0,0.0,0.0,0.0,0.0,0.0,-190095837909.1831,0.0
