sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,-47281.25237557674,0.0,-0.0004728125237557673,0.0,9.182438930571404e+23,1.1040584029693056e+23,1.4160294639820097e+24,0.0,1424628626611.7686,110405840296.93054,1416029463982.0093,0.0,970395797156.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494301018.5878,110405840296.93037,1416029463982.0068,0.0,-195261471563.54526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413155841.3666,17537991.2450303,828480.3790110925,1.0553907012883081e-64,0.0,0.0,0.0,0.0,1743223498010.0593,121504.90920770177,27589302.246781185,3.514551231483764e-63,0.0,0.0,0.0,0.0,649494863324.1132,110412675202.24629,1416085399914.0007,62589821.10579339,0.0,0.0,0.0,0.0,-6827219488073298.0,0.0,0.0,0.0,-10592.231972803025,0.0,0.0,0.0,-970395797156.7249,0.0,0.0,0.0,1727849405630.644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195261471563.54526,0.0,0.0,0.0,-952715090629.6952,0.0,0.0,0.0,-1.8932661725304287e-18,-47281.252375575044,-1.8932661725304283e-26,-0.0004728125237557504,9.182438862299204e+23,1.1040584029693056e+23,1.4160294639820097e+24,0.0,1424628616019.536,110405840296.93054,1416029463982.0093,0.0,0.0,0.0,0.0,0.0,1727849405630.644,0.0,0.0,0.0,649494301018.5878,110405840296.93037,1416029463982.0068,0.0,0.0,0.0,0.0,0.0,-952715090629.6952,0.0,0.0,0.0
0.2,-1,-1,1,-47267.652903413655,0.0,-0.0004726765290341365,0.0,9.176967933399837e+23,1.1040584013823312e+23,1.4160294609463002e+24,0.0,1423779817352.5232,110405840138.2331,1416029460946.2998,0.0,970386975703.9036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494299322.08,110405840138.23299,1416029460946.2976,0.0,-196101457673.46237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413091769.8276,17538002.46836616,828477.8557498694,1.0553874875530958e-64,0.0,0.0,0.0,0.0,1743223513541.01,121502.48722610742,27589314.86271262,3.5145528383514444e-63,0.0,0.0,0.0,0.0,649494863324.1152,110412675202.2467,1416085399914.0015,62589821.105793454,0.0,0.0,0.0,0.0,-6610247328100020.0,0.0,0.0,0.0,-10255.60599291591,0.0,0.0,0.0,-970386975703.9036,0.0,0.0,0.0,1727835917222.743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196101457673.46237,0.0,0.0,0.0,-953550409447.908,0.0,0.0,0.0,-1.262177448353619e-18,-47267.65290341193,-1.2621774483536189e-26,-0.0004726765290341192,9.176967867297358e+23,1.1040584013823312e+23,1.4160294609463002e+24,0.0,1423779807096.9163,110405840138.2331,1416029460946.2998,0.0,0.0,0.0,0.0,0.0,1727835917222.743,0.0,0.0,0.0,649494299322.08,110405840138.23299,1416029460946.2976,0.0,0.0,0.0,0.0,0.0,-953550409447.908,0.0,0.0,0.0
0.22,-1,-1,1,-47253.88843592238,0.0,-0.00047253888435922376,0.0,9.171430559468627e+23,1.1040583997809341e+23,1.416029457874239e+24,0.0,1422920709932.5552,110405839978.09338,1416029457874.2385,0.0,970378047509.337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494297599.9304,110405839978.09317,1416029457874.235,0.0,-196951635176.71326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972413027208.2406,17538013.787922025,828475.3027120442,1.0553842358960284e-64,0.0,0.0,0.0,0.0,1743223529190.688,121500.04424112315,27589327.627522666,3.5145544641800453e-63,0.0,0.0,0.0,0.0,649494863324.1146,110412675202.24677,1416085399914.0015,62589821.10579343,0.0,0.0,0.0,0.0,-6395268699311074.0,0.0,0.0,0.0,-9922.072918535398,0.0,0.0,0.0,-970378047509.337,0.0,0.0,0.0,1727822265098.396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196951635176.71326,0.0,0.0,0.0,-954395862687.8445,0.0,0.0,0.0,-1.262177448353619e-18,-47253.88843592071,-1.2621774483536189e-26,-0.000472538884359207,9.171430495515946e+23,1.1040583997809341e+23,1.416029457874239e+24,0.0,1422920700010.4832,110405839978.09338,1416029457874.2385,0.0,0.0,0.0,0.0,0.0,1727822265098.396,0.0,0.0,0.0,649494297599.9304,110405839978.09317,1416029457874.235,0.0,0.0,0.0,0.0,0.0,-954395862687.8445,0.0,0.0,0.0
0.24,-1,-1,1,-47239.95263158085,0.0,-0.0004723995263158084,0.0,9.165824257616237e+23,1.104058398164638e+23,1.416029454764439e+24,0.0,1422050908546.5913,110405839816.46378,1416029454764.4385,0.0,970369008470.3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494295851.1387,110405839816.46364,1416029454764.4358,0.0,-197812395774.88528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412962137.6514,17538025.207188785,828472.7187635805,1.0553809448727473e-64,0.0,0.0,0.0,0.0,1743223544963.6807,121497.57949493479,27589340.546881203,3.514556109691764e-63,0.0,0.0,0.0,0.0,649494863324.1149,110412675202.24684,1416085399914.0017,62589821.105793454,0.0,0.0,0.0,0.0,-6182309310299003.0,0.0,0.0,0.0,-9591.672635793231,0.0,0.0,0.0,-970369008470.3363,0.0,0.0,0.0,1727808442965.2505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197812395774.88528,0.0,0.0,0.0,-955251839861.47,0.0,0.0,0.0,-1.262177448353619e-18,-47239.95263157922,-1.2621774483536189e-26,-0.0004723995263157921,9.165824195793145e+23,1.104058398164638e+23,1.416029454764439e+24,0.0,1422050898954.9187,110405839816.46378,1416029454764.4385,0.0,0.0,0.0,0.0,0.0,1727808442965.2505,0.0,0.0,0.0,649494295851.1387,110405839816.46364,1416029454764.4358,0.0,0.0,0.0,0.0,0.0,-955251839861.47,0.0,0.0,0.0
0.26,-1,-1,1,-47225.83872309139,0.0,-0.0004722583872309138,0.0,9.160146305393775e+23,1.1040583965329339e+23,1.4160294516154274e+24,0.0,1421169990814.623,110405839653.29337,1416029451615.427,0.0,970359854209.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494294074.6343,110405839653.29321,1416029451615.425,0.0,-198684157469.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412896538.139,17538036.72986335,828470.1026944332,1.0553776129421438e-64,0.0,0.0,0.0,0.0,1743223560864.8347,121495.09218437748,27589353.626838595,3.514557775657134e-63,0.0,0.0,0.0,0.0,649494863324.1143,110412675202.24666,1416085399914.0005,62589821.105793394,0.0,0.0,0.0,0.0,-5971367250337995.0,0.0,0.0,0.0,-9264.402180254021,0.0,0.0,0.0,-970359854209.0535,0.0,0.0,0.0,1727794444108.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198684157469.065,0.0,0.0,0.0,-956118756632.8553,0.0,0.0,0.0,-1.262177448353619e-18,-47225.83872308968,-1.2621774483536189e-26,-0.00047225838723089674,9.160146245680097e+23,1.1040583965329339e+23,1.4160294516154274e+24,0.0,1421169981550.2202,110405839653.29337,1416029451615.427,0.0,0.0,0.0,0.0,0.0,1727794444108.442,0.0,0.0,0.0,649494294074.6343,110405839653.29321,1416029451615.425,0.0,0.0,0.0,0.0,0.0,-956118756632.8553,0.0,0.0,0.0
0.28,-1,-1,1,-47211.53947592789,0.0,-0.0004721153947592788,0.0,9.154393792388996e+23,1.104058394885282e+23,1.4160294484256317e+24,0.0,1420277505194.6772,110405839488.52817,1416029448425.6313,0.0,970350580045.6747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494292269.2737,110405839488.52802,1416029448425.6294,0.0,-199567367120.27234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412830388.6986,17538048.359868586,828467.453211291,1.0553742384570182e-64,0.0,0.0,0.0,0.0,1743223576899.2246,121492.58145645625,27589366.873860907,3.5145594628997684e-63,0.0,0.0,0.0,0.0,649494863324.1138,110412675202.24655,1416085399914.0007,62589821.10579342,0.0,0.0,0.0,0.0,-5762484857506944.0,0.0,0.0,0.0,-8940.32723821271,0.0,0.0,0.0,-970350580045.6747,0.0,0.0,0.0,1727780261349.3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199567367120.27234,0.0,0.0,0.0,-956997057364.3204,0.0,0.0,0.0,-1.262177448353619e-18,-47211.53947592635,-1.2621774483536189e-26,-0.0004721153947592634,9.154393734764148e+23,1.104058394885282e+23,1.4160294484256317e+24,0.0,1420277496254.3503,110405839488.52817,1416029448425.6313,0.0,0.0,0.0,0.0,0.0,1727780261349.3962,0.0,0.0,0.0,649494292269.2737,110405839488.52802,1416029448425.6294,0.0,0.0,0.0,0.0,0.0,-956997057364.3204,0.0,0.0,0.0
0.3,-1,-1,1,-47197.04714152541,0.0,-0.000471970471415254,0.0,9.148563601394083e+23,1.1040583932211064e+23,1.4160294451933598e+24,0.0,1419372968061.05,110405839322.11061,1416029445193.3594,0.0,970341180968.1729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494290433.833,110405839322.11044,1416029445193.3572,0.0,-200462503340.95514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412763667.1385,17538060.101376515,828464.7689292019,1.0553708196534695e-64,0.0,0.0,0.0,0.0,1743223593072.219,121490.04640335451,27589380.294872716,3.514561172301623e-63,0.0,0.0,0.0,0.0,649494863324.1141,110412675202.24669,1416085399914.0015,62589821.10579344,0.0,0.0,0.0,0.0,-5555665577500116.0,0.0,0.0,0.0,-8619.453155563486,0.0,0.0,0.0,-970341180968.1729,0.0,0.0,0.0,1727765886999.4001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200462503340.95514,0.0,0.0,0.0,-957887217991.6357,0.0,0.0,0.0,-1.8932661725304287e-18,-47197.04714152369,-1.8932661725304283e-26,-0.00047197047141523687,9.148563545837438e+23,1.1040583932211064e+23,1.4160294451933598e+24,0.0,1419372959441.5986,110405839322.11061,1416029445193.3594,0.0,0.0,0.0,0.0,0.0,1727765886999.4001,0.0,0.0,0.0,649494290433.833,110405839322.11044,1416029445193.3572,0.0,0.0,0.0,0.0,0.0,-957887217991.6357,0.0,0.0,0.0
0.32,-1,-1,1,-47182.35340423224,0.0,-0.0004718235340423223,0.0,9.142652387065407e+23,1.1040583915397871e+23,1.4160294419168018e+24,0.0,1418455860393.4312,110405839153.97868,1416029441916.8015,0.0,970331651598.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494288566.9939,110405839153.97853,1416029441916.7993,0.0,-201370079771.56592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412696349.9387,17538071.958834045,828462.0483620791,1.0553673546387586e-64,0.0,0.0,0.0,0.0,1743223609389.5203,121487.48605679072,27589393.89730411,3.5145629048090463e-63,0.0,0.0,0.0,0.0,649494863324.1139,110412675202.24654,1416085399914.0005,62589821.105793454,0.0,0.0,0.0,0.0,-5350925044781327.0,0.0,0.0,0.0,-8301.8041887211,0.0,0.0,0.0,-970331651598.003,0.0,0.0,0.0,1727751312806.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201370079771.56592,0.0,0.0,0.0,-958789749282.35,0.0,0.0,0.0,-1.262177448353619e-18,-47182.3534042305,-1.2621774483536189e-26,-0.00047182353404230486,9.142652333556158e+23,1.1040583915397871e+23,1.4160294419168018e+24,0.0,1418455852091.6272,110405839153.97868,1416029441916.8015,0.0,0.0,0.0,0.0,0.0,1727751312806.984,0.0,0.0,0.0,649494288566.9939,110405839153.97853,1416029441916.7993,0.0,0.0,0.0,0.0,0.0,-958789749282.35,0.0,0.0,0.0
0.34,-1,-1,1,-47167.449320981046,0.0,-0.00047167449320981034,0.0,9.136656551653335e+23,1.1040583898406665e+23,1.4160294385940118e+24,0.0,1417525624011.455,110405838984.06662,1416029438594.0115,0.0,970321986151.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494286667.3408,110405838984.06644,1416029438594.0085,0.0,-202290648806.9975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412628412.1101,17538083.936992414,828459.2899120408,1.0553638413777761e-64,0.0,0.0,0.0,0.0,1743223625857.203,121484.89938159625,27589407.689144768,3.5145646614396155e-63,0.0,0.0,0.0,0.0,649494863324.1135,110412675202.24641,1416085399914.001,62589821.10579342,0.0,0.0,0.0,0.0,-5148273838332563.0,0.0,0.0,0.0,-7987.396750667652,0.0,0.0,0.0,-970321986151.1105,0.0,0.0,0.0,1727736529898.0408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202290648806.9975,0.0,0.0,0.0,-959705200541.3239,0.0,0.0,0.0,-1.262177448353619e-18,-47167.44932097941,-1.2621774483536189e-26,-0.0004716744932097941,9.136656500170602e+23,1.1040583898406665e+23,1.4160294385940118e+24,0.0,1417525616024.0593,110405838984.06662,1416029438594.0115,0.0,0.0,0.0,0.0,0.0,1727736529898.0408,0.0,0.0,0.0,649494286667.3408,110405838984.06644,1416029438594.0085,0.0,0.0,0.0,0.0,0.0,-959705200541.3239,0.0,0.0,0.0
0.36,-1,-1,1,-47152.32525241338,0.0,-0.0004715232525241337,0.0,9.130572217293686e+23,1.1040583881230405e+23,1.4160294352228888e+24,0.0,1416581657275.801,110405838812.30402,1416029435222.8884,0.0,970312178393.3993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494284733.3513,110405838812.30382,1416029435222.8867,0.0,-203224805850.95044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412559827.018,17538096.04094088,828456.491857067,1.055360277677305e-64,0.0,0.0,0.0,0.0,1743223642481.7068,121482.28526832929,27589421.679004233,3.514566443289924e-63,0.0,0.0,0.0,0.0,649494863324.1156,110412675202.24678,1416085399914.0012,62589821.10579346,0.0,0.0,0.0,0.0,-4947733588499548.0,0.0,0.0,0.0,-7676.264400253848,0.0,0.0,0.0,-970312178393.3993,0.0,0.0,0.0,1727721528707.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203224805850.95044,0.0,0.0,0.0,-960634163841.2571,0.0,0.0,0.0,-1.262177448353619e-18,-47152.32525241168,-1.2621774483536189e-26,-0.0004715232525241168,9.130572167816339e+23,1.1040583881230405e+23,1.4160294352228888e+24,0.0,1416581649599.5352,110405838812.30402,1416029435222.8884,0.0,0.0,0.0,0.0,0.0,1727721528707.4424,0.0,0.0,0.0,649494284733.3513,110405838812.30382,1416029435222.8867,0.0,0.0,0.0,0.0,0.0,-960634163841.2571,0.0,0.0,0.0
0.38,-1,-1,1,-47136.97078392198,0.0,-0.00047136970783921966,0.0,9.124395194243835e+23,1.104058386386139e+23,1.4160294318011657e+24,0.0,1415623310160.1172,110405838638.61386,1416029431801.1653,0.0,970302221589.6852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494282763.368,110405838638.61368,1416029431801.1636,0.0,-204173194192.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412490566.1742,17538108.27614487,828453.6523368781,1.0553566611680068e-64,0.0,0.0,0.0,0.0,1743223659269.9321,121479.64252490591,27589435.876183577,3.514568251544656e-63,0.0,0.0,0.0,0.0,649494863324.1143,110412675202.24686,1416085399914.0015,62589821.10579345,0.0,0.0,0.0,0.0,-4749321996315410.0,0.0,0.0,0.0,-7368.434600116475,0.0,0.0,0.0,-970302221589.6852,0.0,0.0,0.0,1727706298900.724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204173194192.938,0.0,0.0,0.0,-961577278872.4099,0.0,0.0,0.0,-1.262177448353619e-18,-47136.970783920304,-1.2621774483536189e-26,-0.00047136970783920296,9.124395146750609e+23,1.104058386386139e+23,1.4160294318011657e+24,0.0,1415623302791.6816,110405838638.61386,1416029431801.1653,0.0,0.0,0.0,0.0,0.0,1727706298900.724,0.0,0.0,0.0,649494282763.368,110405838638.61368,1416029431801.1636,0.0,0.0,0.0,0.0,0.0,-961577278872.4099,0.0,0.0,0.0
0.4,-1,-1,1,-47121.37463474601,0.0,-0.00047121374634746,0.0,9.118120944311911e+23,1.1040583846291435e+23,1.4160294283263895e+24,0.0,1414649878577.1663,110405838462.91432,1416029428326.3892,0.0,970292108444.9166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494280755.6088,110405838462.9142,1416029428326.3872,0.0,-205136510623.36136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412420599.0095,17538120.64849033,828450.7693368349,1.0553529892839229e-64,0.0,0.0,0.0,0.0,1743223676229.2817,121476.96986698224,27589450.290755577,3.5145700874867764e-63,0.0,0.0,0.0,0.0,649494863324.1152,110412675202.24673,1416085399914.0012,62589821.10579343,0.0,0.0,0.0,0.0,-4553057962065986.0,0.0,0.0,0.0,-7063.936673497928,0.0,0.0,0.0,-970292108444.9166,0.0,0.0,0.0,1727690829283.8584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205136510623.36136,0.0,0.0,0.0,-962535238526.2384,0.0,0.0,0.0,-6.310887241768095e-19,-47121.374634744454,-6.3108872417680944e-27,-0.00047121374634744446,9.118120898781327e+23,1.1040583846291435e+23,1.4160294283263895e+24,0.0,1414649871513.2288,110405838462.91432,1416029428326.3892,0.0,0.0,0.0,0.0,0.0,1727690829283.8584,0.0,0.0,0.0,649494280755.6088,110405838462.9142,1416029428326.3872,0.0,0.0,0.0,0.0,0.0,-962535238526.2384,0.0,0.0,0.0
0.42,-1,-1,1,-47105.52455282068,0.0,-0.0004710552455282067,0.0,9.111744538555738e+23,1.1040583828511648e+23,1.416029424795893e+24,0.0,1413660597815.9414,110405838285.11646,1416029424795.8928,0.0,970281831036.2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494278708.1268,110405838285.11629,1416029424795.89,0.0,-206115511928.40137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412349892.6158,17538133.164335404,828447.84066911,1.0553492592385173e-64,0.0,0.0,0.0,0.0,1743223693367.738,121474.26590669804,27589464.93365944,3.5145719525095614e-63,0.0,0.0,0.0,0.0,649494863324.1135,110412675202.24644,1416085399914.001,62589821.105793424,0.0,0.0,0.0,0.0,-4358953125547983.5,0.0,0.0,0.0,-6762.788679203415,0.0,0.0,0.0,-970281831036.2155,0.0,0.0,0.0,1727675107698.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206115511928.40137,0.0,0.0,0.0,-963508795353.9045,0.0,0.0,0.0,-1.262177448353619e-18,-47105.52455281931,-1.2621774483536189e-26,-0.000471055245528193,9.111744494966206e+23,1.1040583828511648e+23,1.416029424795893e+24,0.0,1413660591053.1526,110405838285.11646,1416029424795.8928,0.0,0.0,0.0,0.0,0.0,1727675107698.931,0.0,0.0,0.0,649494278708.1268,110405838285.11629,1416029424795.89,0.0,0.0,0.0,0.0,0.0,-963508795353.9045,0.0,0.0,0.0
0.44,-1,-1,1,-47089.40719255019,0.0,-0.0004708940719255018,0.0,9.105260608110773e+23,1.1040583810512465e+23,1.4160294212067712e+24,0.0,1412654634912.763,110405838105.12462,1416029421206.7708,0.0,970271380733.8148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494276618.8079,110405838105.12448,1416029421206.7686,0.0,-207111022439.86084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412278411.4095,17538145.830569543,828444.8639510217,1.05534546799705e-64,0.0,0.0,0.0,0.0,1743223710693.9146,121471.52913969953,27589479.81680797,3.5145738481303785e-63,0.0,0.0,0.0,0.0,649494863324.114,110412675202.24661,1416085399914.001,62589821.10579347,0.0,0.0,0.0,0.0,-4167025511073724.5,0.0,0.0,0.0,-6465.018581427962,0.0,0.0,0.0,-970271380733.8148,0.0,0.0,0.0,1727659120902.8113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207111022439.86084,0.0,0.0,0.0,-964498769073.8768,0.0,0.0,0.0,-1.262177448353619e-18,-47089.40719254844,-1.2621774483536189e-26,-0.0004708940719254843,9.105260566440512e+23,1.1040583810512465e+23,1.4160294212067712e+24,0.0,1412654628447.7434,110405838105.12462,1416029421206.7708,0.0,0.0,0.0,0.0,0.0,1727659120902.8113,0.0,0.0,0.0,649494276618.8079,110405838105.12448,1416029421206.7686,0.0,0.0,0.0,0.0,0.0,-964498769073.8768,0.0,0.0,0.0
0.46,-1,-1,1,-47073.007971967556,0.0,-0.00047073007971967546,0.0,9.098663286727369e+23,1.1040583792283343e+23,1.4160294175558562e+24,0.0,1411631079736.1025,110405837922.8334,1416029417555.856,0.0,970260748108.7177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494274485.3337,110405837922.83322,1416029417555.8533,0.0,-208123942857.9493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412206116.7606,17538158.65468407,828441.8365792726,1.0553416122437868e-64,0.0,0.0,0.0,0.0,1743223728217.1572,121468.75792989339,27589494.95321685,3.514575776007091e-63,0.0,0.0,0.0,0.0,649494863324.1135,110412675202.2466,1416085399914.0005,62589821.10579343,0.0,0.0,0.0,0.0,-3977305627683190.5,0.0,0.0,0.0,-6170.673714057543,0.0,0.0,0.0,-970260748108.7177,0.0,0.0,0.0,1727642854425.4355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208123942857.9493,0.0,0.0,0.0,-965506055345.34,0.0,0.0,0.0,-1.262177448353619e-18,-47073.00797196584,-1.2621774483536189e-26,-0.0004707300797196583,9.098663246954317e+23,1.1040583792283343e+23,1.4160294175558562e+24,0.0,1411631073565.4292,110405837922.8334,1416029417555.856,0.0,0.0,0.0,0.0,0.0,1727642854425.4355,0.0,0.0,0.0,649494274485.3337,110405837922.83322,1416029417555.8533,0.0,0.0,0.0,0.0,0.0,-965506055345.34,0.0,0.0,0.0
0.48,-1,-1,1,-47056.310904863625,0.0,-0.0004705631090486362,0.0,9.091946143235982e+23,1.1040583773812823e+23,1.4160294138396658e+24,0.0,1410588934508.7568,110405837738.1282,1416029413839.6655,0.0,970249922824.1447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649494272305.1659,110405837738.12808,1416029413839.6636,0.0,-209155260620.55527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,972412132966.553,17538171.644854326,828438.7557002404,1.0553376883441058e-64,0.0,0.0,0.0,0.0,1743223745947.7017,121465.95049153706,27589510.35715461,3.514577737957019e-63,0.0,0.0,0.0,0.0,649494863324.1135,110412675202.24637,1416085399914.001,62589821.10579346,0.0,0.0,0.0,0.0,-3789788070680687.5,0.0,0.0,0.0,-5879.745691864375,0.0,0.0,0.0,-970249922824.1447,0.0,0.0,0.0,1727626292403.2595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209155260620.55527,0.0,0.0,0.0,-966531636079.4142,0.0,0.0,0.0,-1.262177448353619e-18,-47056.31090486199,-1.2621774483536189e-26,-0.0004705631090486198,9.091946105338106e+23,1.1040583773812823e+23,1.4160294138396658e+24,0.0,1410588928629.0117,110405837738.1282,1416029413839.6655,0.0,0.0,0.0,0.0,0.0,1727626292403.2595,0.0,0.0,0.0,649494272305.1659,110405837738.12808,1416029413839.6636,0.0,0.0,0.0,0.0,0.0,-966531636079.4142,0.0,0.0,0.0
