sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-41412.63482833637,0.0,-0.0004141263482833636,2.5869113454761782e+23,1.4160353535667717e+24,0.0,1.3000672997470353e+24,258691134547.61777,1416035353566.7712,0.0,910047109822.9246,0.0,0.0,0.0,525907468721.2876,0.0,0.0,0.0,0.0,258691134547.61734,1416035353566.768,0.0,414896842465.35974,0.0,0.0,0.0,-30757201363.72288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4228226.263489597,471407.5603081939,6.005144098038354e-65,526223432493.569,0.0,0.0,0.0,0.0,244621.23465277904,5874998.968764059,7.483978774143413e-64,526589528411.0544,0.0,0.0,0.0,0.0,258706905391.37735,1416085399913.9758,62589821.105793364,414896845385.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543011452.204415,0.0,0.0,0.0,0.00038010801654309034,0.0,0.0,0.0,-525907468721.2876,0.0,0.0,0.0,526494305099.8539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30757201363.72288,0.0,0.0,0.0,-31344037742.2888,-41412.63482833505,-1.262177448353619e-18,-0.00041412634828335047,-1.2621774483536189e-26,2.5869113454761782e+23,1.4160353535667717e+24,0.0,1.3000672997470362e+24,258691134547.61777,1416035353566.7712,0.0,910047109822.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526494305099.8539,258691134547.61734,1416035353566.768,0.0,414896842465.35974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31344037742.2888
0.02,-1,-1,1,0.0,-41405.436265097596,0.0,-0.0004140543626509759,2.586911294931078e+23,1.416035323902039e+24,0.0,1.2994254924077428e+24,258691129493.10776,1416035323902.0386,0.0,909597844685.4197,0.0,0.0,0.0,525908241377.41815,0.0,0.0,0.0,0.0,258691129493.10733,1416035323902.037,0.0,414896842385.67126,0.0,0.0,0.0,-31207239077.67044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4230338.812466524,467348.4965498925,5.953432119122698e-65,526228899025.9034,0.0,0.0,0.0,0.0,242491.9649100731,5879058.008299493,7.489149972258826e-64,526584063469.6297,0.0,0.0,0.0,0.0,258706905391.37744,1416085399913.9749,62589821.10579335,414896845385.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2589634681784914.5,0.0,0.0,0.0,1812.7442772494396,0.0,0.0,0.0,-525908241377.41815,0.0,0.0,0.0,526487411798.10065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31207239077.67044,0.0,0.0,0.0,-31786407685.60872,-41405.436265096236,-2.524354896707238e-18,-0.00041405436265096234,-2.5243548967072378e-26,2.586911294931078e+23,1.416035323902039e+24,0.0,1.2994254949973778e+24,258691129493.10776,1416035323902.0386,0.0,909597846498.1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526487411798.10065,258691129493.10733,1416035323902.037,0.0,414896842385.67126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31786407685.60872
0.04,-1,-1,1,0.0,-41398.14791466908,0.0,-0.00041398147914669075,2.5869112449794626e+23,1.4160352944504486e+24,0.0,1.298775678749936e+24,258691124497.9462,1416035294450.4482,0.0,909142975124.9548,0.0,0.0,0.0,525909444423.41046,0.0,0.0,0.0,0.0,258691124497.9458,1416035294450.4456,0.0,414896842303.89417,0.0,0.0,0.0,-31663311602.350025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4232403.008420187,463355.1666330708,5.9025576440617085e-65,526234858847.4627,0.0,0.0,0.0,0.0,240409.42965789756,5883051.3143499885,7.494237419985138e-64,526578105328.61395,0.0,0.0,0.0,0.0,258706905391.37756,1416085399913.9753,62589821.10579334,414896845385.73926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6098077514651067.0,0.0,0.0,0.0,4268.654260255746,0.0,0.0,0.0,-525909444423.41046,0.0,0.0,0.0,526480008807.3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31663311602.350025,0.0,0.0,0.0,-32233871717.60955,-41398.14791466785,-3.7865323450608574e-18,-0.0004139814791466784,-3.7865323450608567e-26,2.5869112449794626e+23,1.4160352944504486e+24,0.0,1.2987756848480124e+24,258691124497.9462,1416035294450.4482,0.0,909142979393.6083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526480008807.3242,258691124497.9458,1416035294450.4456,0.0,414896842303.89417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32233871717.60955
0.06,-1,-1,1,0.0,-41390.76725819666,0.0,-0.0004139076725819666,2.586911195629806e+23,1.416035265213183e+24,0.0,1.2981176358557908e+24,258691119562.98056,1416035265213.1826,0.0,908682345099.0533,0.0,0.0,0.0,525911089570.4288,0.0,0.0,0.0,0.0,258691119562.98016,1416035265213.1807,0.0,414896842219.95776,0.0,0.0,0.0,-32125586691.333508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234419.113877276,459427.1800346666,5.852515700783938e-65,526241325418.4771,0.0,0.0,0.0,0.0,238373.32001758748,5886979.277438012,7.49924161452954e-64,526571640517.34503,0.0,0.0,0.0,0.0,258706905391.37637,1416085399913.9739,62589821.105793335,414896845385.73834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026278463336973.0,0.0,0.0,0.0,3518.39492433588,0.0,0.0,0.0,-525911089570.4288,0.0,0.0,0.0,526472082185.0549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32125586691.333508,0.0,0.0,0.0,-32686575787.564465,-41390.76725819552,-2.524354896707238e-18,-0.0004139076725819551,-2.5243548967072378e-26,2.586911195629806e+23,1.416035265213183e+24,0.0,1.2981176408820702e+24,258691119562.98056,1416035265213.1826,0.0,908682348617.4489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526472082185.0549,258691119562.98016,1416035265213.1807,0.0,414896842219.95776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32686575787.564465
0.08,-1,-1,1,0.0,-41383.2917374419,0.0,-0.0004138329173744189,2.586911146891586e+23,1.4160352361920022e+24,0.0,1.2974511399003287e+24,258691114689.15854,1416035236192.002,0.0,908215797930.2297,0.0,0.0,0.0,525913188397.0238,0.0,0.0,0.0,0.0,258691114689.1581,1416035236191.9995,0.0,414896842133.7957,0.0,0.0,0.0,-32594232600.59034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4236387.387601946,455564.20145431167,5.803302020784557e-65,526248312071.74896,0.0,0.0,0.0,0.0,236383.3313145435,5890842.232863604,7.504162982742521e-64,526564655690.8019,0.0,0.0,0.0,0.0,258706905391.3766,1416085399913.974,62589821.10579333,414896845385.7387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6192422971480162.0,0.0,0.0,0.0,-4334.696080036112,0.0,0.0,0.0,-525913188397.0238,0.0,0.0,0.0,526463618111.8079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32594232600.59034,0.0,0.0,0.0,-33144666650.070568,-41383.29173744071,-2.524354896707238e-18,-0.000413832917374407,-2.5243548967072378e-26,2.586911146891586e+23,1.4160352361920022e+24,0.0,1.297451133707905e+24,258691114689.15854,1416035236192.002,0.0,908215793595.5332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526463618111.8079,258691114689.1581,1416035236191.9995,0.0,414896842133.7957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33144666650.070568
0.1,-1,-1,1,0.0,-41375.71843872256,0.0,-0.00041375718438722554,2.5869110987719106e+23,1.4160352073882312e+24,0.0,1.29677591454174e+24,258691109877.191,1416035207388.2307,0.0,907743140179.2178,0.0,0.0,0.0,525915748530.76056,0.0,0.0,0.0,0.0,258691109877.1906,1416035207388.226,0.0,414896842045.33093,0.0,0.0,0.0,-33069450396.87395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4238308.175299927,451765.81936166895,5.754911364348816e-65,526255828531.1588,0.0,0.0,0.0,0.0,234439.08350024227,5894640.592156356,7.509002048595569e-64,526557141110.1391,0.0,0.0,0.0,0.0,258706905391.378,1416085399913.9749,62589821.10579333,414896845385.73987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300407894159601.0,0.0,0.0,0.0,910.2855259117205,0.0,0.0,0.0,-525915748530.76056,0.0,0.0,0.0,526454606321.83966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33069450396.87395,0.0,0.0,0.0,-33608307277.667267,-41375.71843872139,-3.7865323450608574e-18,-0.0004137571843872139,-3.7865323450608567e-26,2.5869110987719106e+23,1.4160352073882312e+24,0.0,1.2967759158421481e+24,258691109877.191,1416035207388.2307,0.0,907743141089.5034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526454606321.83966,258691109877.1906,1416035207388.226,0.0,414896842045.33093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33608307277.667267
0.12,-1,-1,1,0.0,-41368.04452701771,0.0,-0.000413680445270177,2.5869110512814143e+23,1.4160351788035627e+24,0.0,1.2960917222613597e+24,258691105128.14136,1416035178803.5623,0.0,907264205582.9515,0.0,0.0,0.0,525918784285.9561,0.0,0.0,0.0,0.0,258691105128.14105,1416035178803.5593,0.0,414896841954.4809,0.0,0.0,0.0,-33551420657.48643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4240181.7013639705,448031.65274277295,5.707338880670462e-65,526263890993.8132,0.0,0.0,0.0,0.0,232540.29725821895,5898374.736329543,7.513759297169338e-64,526549080562.9891,0.0,0.0,0.0,0.0,258706905391.37735,1416085399913.9744,62589821.105793335,414896845385.73926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272589922558483.5,0.0,0.0,0.0,890.8129457909381,0.0,0.0,0.0,-525918784285.9561,0.0,0.0,0.0,526445030060.1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33551420657.48643,0.0,0.0,0.0,-34077665540.83516,-41368.04452701652,-2.524354896707238e-18,-0.0004136804452701652,-2.5243548967072378e-26,2.5869110512814143e+23,1.4160351788035627e+24,0.0,1.2960917235339491e+24,258691105128.14136,1416035178803.5623,0.0,907264206473.764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526445030060.1177,258691105128.14105,1416035178803.5593,0.0,414896841954.4809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34077665540.83516
0.14,-1,-1,1,0.0,-41360.266804044026,0.0,-0.0004136026680404402,2.5869110044286385e+23,1.4160351504393778e+24,0.0,1.295398273303403e+24,258691100442.86377,1416035150439.3774,0.0,906778791312.3817,0.0,0.0,0.0,525922306006.52216,0.0,0.0,0.0,0.0,258691100442.86334,1416035150439.3752,0.0,414896841861.16345,0.0,0.0,0.0,-34040356555.304363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4242008.273426388,444361.26298434846,5.660578985124696e-65,526272512026.2176,0.0,0.0,0.0,0.0,230686.6216690995,5902045.1039954,7.518435286926333e-64,526540461464.576,0.0,0.0,0.0,0.0,258706905391.37744,1416085399913.9749,62589821.10579334,414896845385.73914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243977002547721.5,0.0,0.0,0.0,870.7839017834049,0.0,0.0,0.0,-525922306006.52216,0.0,0.0,0.0,526434876145.7954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34040356555.304363,0.0,0.0,0.0,-34552925823.793755,-41360.26680404284,-3.7865323450608574e-18,-0.0004136026680404283,-3.7865323450608567e-26,2.5869110044286385e+23,1.4160351504393778e+24,0.0,1.29539827454738e+24,258691100442.86377,1416035150439.3774,0.0,906778792183.1658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526434876145.7954,258691100442.86334,1416035150439.3752,0.0,414896841861.16345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34552925823.793755
0.16,-1,-1,1,0.0,-41352.38190960384,0.0,-0.0004135238190960384,2.5869109582227408e+23,1.4160351222971495e+24,0.0,1.2946952680543746e+24,258691095822.27402,1416035122297.1492,0.0,906286687638.062,0.0,0.0,0.0,525926324974.0492,0.0,0.0,0.0,0.0,258691095822.27356,1416035122297.1458,0.0,414896841765.2871,0.0,0.0,0.0,-34536479101.27472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4243788.183145365,440754.2100220764,5.614626074688081e-65,526281705214.2911,0.0,0.0,0.0,0.0,228877.71860161226,5905652.135217167,7.52303057816891e-64,526531270208.751,0.0,0.0,0.0,0.0,258706905391.37717,1416085399913.975,62589821.105793364,414896845385.73926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214599896364380.0,0.0,0.0,0.0,850.2199274550658,0.0,0.0,0.0,-525926324974.0492,0.0,0.0,0.0,526424130340.7543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34536479101.27472,0.0,0.0,0.0,-35034283617.75998,-41352.38190960255,-3.7865323450608574e-18,-0.00041352381909602544,-3.7865323450608567e-26,2.5869109582227408e+23,1.4160351222971495e+24,0.0,1.294695269268975e+24,258691095822.27402,1416035122297.1492,0.0,906286688488.2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526424130340.7543,258691095822.27356,1416035122297.1458,0.0,414896841765.2871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35034283617.75998
