sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-43089.27939977269,0.0,-0.0004308927939977269,0.0,1.4160305240623523e+24,2.340759703019769e+23,1.2991437953092562e+24,0.0,1416030524062.352,234075970301.97684,1039315036247.4047,0.0,0.0,0.0,665119050483.0247,0.0,0.0,0.0,0.0,0.0,1416030524062.349,234075970301.97656,453842975500.5135,0.0,0.0,0.0,-79646989736.13208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.623416219498323e-65,362934.1645173377,3975440.9278379614,665945082595.1049,0.0,0.0,0.0,0.0,3.811075783988997e-63,29916960.566086896,1.5420686344710424,1444018155147.4944,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.978,234087688305.60712,453843873359.36487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-705198212526.7388,0.0,0.0,0.0,-0.5641585700213909,0.0,0.0,0.0,-665119050483.0247,0.0,0.0,0.0,1430388958271.961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79646989736.13208,0.0,0.0,0.0,-844916897525.6304,-43089.27939977146,-1.262177448353619e-18,-0.0004308927939977146,-1.2621774483536189e-26,0.0,1.4160305240623523e+24,2.340759703019769e+23,1.2991437953085508e+24,0.0,1416030524062.352,234075970301.97684,1039315036246.8405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430388958271.961,0.0,1416030524062.349,234075970301.97656,453842975500.5135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-844916897525.6304
0.02,-1,-1,1,0.0,-43072.93890668665,0.0,-0.00043072938906686643,0.0,1.4160305160800603e+24,2.3407594385817068e+23,1.2978689718917028e+24,0.0,1416030516080.06,234075943858.17062,1038295177513.3619,0.0,0.0,0.0,664448768966.9061,0.0,0.0,0.0,0.0,0.0,1416030516080.0576,234075943858.17014,453842971245.16815,0.0,0.0,0.0,-79996562698.71057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.625242466233538e-65,363077.52476195915,3977814.309523292,665278443091.374,0.0,0.0,0.0,0.0,3.8109844716482826e-63,29916243.788380075,1.563988504232576,1445026842714.2644,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9788,234087688305.60733,453843873359.36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2760134966881015.0,0.0,0.0,0.0,-2208.1079735048115,0.0,0.0,0.0,-664448768966.9061,0.0,0.0,0.0,1431365372967.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79996562698.71057,0.0,0.0,0.0,-846913168907.6327,-43072.93890668543,-3.7865323450608574e-18,-0.0004307293890668542,-3.7865323450608567e-26,0.0,1.4160305160800603e+24,2.3407594385817068e+23,1.2978689691315678e+24,0.0,1416030516080.06,234075943858.17062,1038295175305.2539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431365372967.721,0.0,1416030516080.0576,234075943858.17014,453842971245.16815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-846913168907.6327
0.04,-1,-1,1,0.0,-43056.44837392464,0.0,-0.0004305644837392464,0.0,1.4160305080402823e+24,2.3407591715997925e+23,1.2965824440109363e+24,0.0,1416030508040.282,234075917159.9792,1037265955208.7489,0.0,0.0,0.0,663772729271.2102,0.0,0.0,0.0,0.0,0.0,1416030508040.2798,234075917159.9786,453842966946.73334,0.0,0.0,0.0,-80349741009.19203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.627071218354995e-65,363221.0816603755,3980208.057389959,664606082976.4369,0.0,0.0,0.0,0.0,3.8108930340382466e-63,29915526.027435813,1.5866301702229482,1446040535042.7239,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9785,234087688305.6074,453843873359.36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1973466721246954e+16,0.0,0.0,0.0,-9578.77337699756,0.0,0.0,0.0,-663772729271.2102,0.0,0.0,0.0,1432346563757.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80349741009.19203,0.0,0.0,0.0,-848923585074.1135,-43056.448373923304,-3.7865323450608574e-18,-0.000430564483739233,-3.7865323450608567e-26,0.0,1.4160305080402823e+24,2.3407591715997925e+23,1.2965824320374705e+24,0.0,1416030508040.282,234075917159.9792,1037265945629.9762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432346563757.3574,0.0,1416030508040.2798,234075917159.9786,453842966946.73334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-848923585074.1135
0.06,-1,-1,1,0.0,-43039.804211518705,0.0,-0.000430398042115187,0.0,1.4160304999416342e+24,2.3407589020120498e+23,1.295283928287851e+24,0.0,1416030499941.6338,234075890201.20493,1036227142630.2806,0.0,0.0,0.0,663090792095.7039,0.0,0.0,0.0,0.0,0.0,1416030499941.6316,234075890201.20435,453842962604.18085,0.0,0.0,0.0,-80706612069.60234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.628902594427483e-65,363364.8445242119,3982622.664878177,663927863859.0333,0.0,0.0,0.0,0.0,3.8108014652306615e-63,29914807.23669767,1.6100305941813113,1447059361667.8132,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.979,234087688305.60742,453843873359.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7111923077539543.0,0.0,0.0,0.0,-5689.538462031633,0.0,0.0,0.0,-663090792095.7039,0.0,0.0,0.0,1433332654767.4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80706612069.60234,0.0,0.0,0.0,-850948480430.8995,-43039.80421151751,-1.262177448353619e-18,-0.00043039804211517503,-1.2621774483536189e-26,0.0,1.4160304999416342e+24,2.3407589020120498e+23,1.295283921175928e+24,0.0,1416030499941.6338,234075890201.20493,1036227136940.7422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1433332654767.4631,0.0,1416030499941.6316,234075890201.20435,453842962604.18085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-850948480430.8995
0.08,-1,-1,1,0.0,-43023.00260247031,0.0,-0.0004302300260247031,0.0,1.4160304917825224e+24,2.3407586297539894e+23,1.2939731304762788e+24,0.0,1416030491782.522,234075862975.39886,1035178504381.023,0.0,0.0,0.0,662402812956.461,0.0,0.0,0.0,0.0,0.0,1416030491782.5195,234075862975.39835,453842958216.40717,0.0,0.0,0.0,-81067266791.84415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6307368396660755e-65,363508.8326085077,3985058.6439227294,663243642200.7926,0.0,0.0,0.0,0.0,3.810709752964763e-63,29914087.31989338,1.6342293239197978,1448083456691.1306,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.9802,234087688305.60776,453843873359.36584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0461050069346096e+16,0.0,0.0,0.0,-8368.840055476874,0.0,0.0,0.0,-662402812956.461,0.0,0.0,0.0,1434323773935.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81067266791.84415,0.0,0.0,0.0,-852988236139.6624,-43023.00260246891,-2.524354896707238e-18,-0.000430230026024689,-2.5243548967072378e-26,0.0,1.4160304917825224e+24,2.3407586297539894e+23,1.293973120015228e+24,0.0,1416030491782.522,234075862975.39886,1035178496012.1823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434323773935.44,0.0,1416030491782.5195,234075862975.39835,453842958216.40717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-852988236139.6624
0.1,-1,-1,1,0.0,-43006.03964983094,0.0,-0.00043006039649830935,0.0,1.4160304835614431e+24,2.3407583547583845e+23,1.2926497433150478e+24,0.0,1416030483561.4429,234075835475.8384,1034119794652.038,0.0,0.0,0.0,661708640785.6223,0.0,0.0,0.0,0.0,0.0,1416030483561.4397,234075835475.8378,453842953782.2987,0.0,0.0,0.0,-81431799915.88188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.632574081555993e-65,363653.0559264694,3987516.5298527973,662553267919.6056,0.0,0.0,0.0,0.0,3.8106178908662926e-63,29913366.226958565,1.6592687413054408,1449112960695.3494,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9807,234087688305.60767,453843873359.36615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-988866949961521.0,0.0,0.0,0.0,-791.0935599692166,0.0,0.0,0.0,-661708640785.6223,0.0,0.0,0.0,1435320055962.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81431799915.88188,0.0,0.0,0.0,-855043215884.1434,-43006.03964982958,-2.524354896707238e-18,-0.00043006039649829574,-2.5243548967072378e-26,0.0,1.4160304835614431e+24,2.3407583547583845e+23,1.29264974232618e+24,0.0,1416030483561.4429,234075835475.8384,1034119793860.9436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1435320055962.7917,0.0,1416030483561.4397,234075835475.8378,453842953782.2987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-855043215884.1434
0.12,-1,-1,1,0.0,-42988.91121569222,0.0,-0.0004298891121569221,0.0,1.4160304752766815e+24,2.3407580769551854e+23,1.2913134473096105e+24,0.0,1416030475276.6812,234075807695.5185,1033050757847.6881,0.0,0.0,0.0,661008118621.9985,0.0,0.0,0.0,0.0,0.0,1416030475276.6785,234075807695.51785,453842949300.6594,0.0,0.0,0.0,-81800310074.9679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.634414574876183e-65,363797.5344824211,3989996.8788481527,661856585081.1469,0.0,0.0,0.0,0.0,3.810525866196293e-63,29912643.857875172,1.6851942058465763,1450148019514.624,0.0,0.0,0.0,0.0,62589821.10579334,1416085399913.9792,234087688305.6074,453843873359.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-985465148477815.4,0.0,0.0,0.0,-788.3721187822521,0.0,0.0,0.0,-661008118621.9985,0.0,0.0,0.0,1436321640012.5676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81800310074.9679,0.0,0.0,0.0,-857113832253.9078,-42988.911215690794,-3.7865323450608574e-18,-0.00042988911215690787,-3.7865323450608567e-26,0.0,1.4160304752766815e+24,2.3407580769551854e+23,1.2913134463241453e+24,0.0,1416030475276.6812,234075807695.5185,1033050757059.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436321640012.5676,0.0,1416030475276.6785,234075807695.51785,453842949300.6594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-857113832253.9078
0.14,-1,-1,1,0.0,-42971.61304009292,0.0,-0.0004297161304009291,0.0,1.4160304669265704e+24,2.3407577962713028e+23,1.2899639087088583e+24,0.0,1416030466926.57,234075779627.13022,1031971126967.0863,0.0,0.0,0.0,660301082326.4503,0.0,0.0,0.0,0.0,0.0,1416030466926.5686,234075779627.1295,453842944770.27136,0.0,0.0,0.0,-82172900129.63335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.636258490196103e-65,363942.28166780126,3992500.272424263,661153430617.9385,0.0,0.0,0.0,0.0,3.8104336704263153e-63,29911920.1456878,1.712054318027952,1451188785940.3196,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9802,234087688305.60742,453843873359.3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-982000477858819.2,0.0,0.0,0.0,-785.6003822870553,0.0,0.0,0.0,-660301082326.4503,0.0,0.0,0.0,1437328672318.0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82172900129.63335,0.0,0.0,0.0,-859200490906.8641,-42971.61304009159,-3.7865323450608574e-18,-0.0004297161304009159,-3.7865323450608567e-26,0.0,1.4160304669265704e+24,2.3407577962713028e+23,1.2899639077268589e+24,0.0,1416030466926.57,234075779627.13022,1031971126181.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437328672318.0825,0.0,1416030466926.5686,234075779627.1295,453842944770.27136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-859200490906.8641
0.16,-1,-1,1,0.0,-42954.14066067595,0.0,-0.0004295414066067594,0.0,1.41603045850933e+24,2.340757512630428e+23,1.2886007793764405e+24,0.0,1416030458509.3296,234075751263.04276,1030880623501.1522,0.0,0.0,0.0,659587360669.9877,0.0,0.0,0.0,0.0,0.0,1416030458509.3281,234075751263.04196,453842940189.855,0.0,0.0,0.0,-82549677358.68898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.638106031409789e-65,364087.31348733586,3995027.317057506,660443634419.5155,0.0,0.0,0.0,0.0,3.8103412933616285e-63,29911195.010375798,1.7399011904320545,1452235419364.0583,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9792,234087688305.60742,453843873359.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-978474961477332.0,0.0,0.0,0.0,-782.7799691818655,0.0,0.0,0.0,-659587360669.9877,0.0,0.0,0.0,1438341305305.3054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82549677358.68898,0.0,0.0,0.0,-861303622776.7865,-42954.140660674646,-3.7865323450608574e-18,-0.00042954140660674635,-3.7865323450608567e-26,0.0,1.41603045850933e+24,2.340757512630428e+23,1.2886007783979648e+24,0.0,1416030458509.3296,234075751263.04276,1030880622718.3717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438341305305.3054,0.0,1416030458509.3281,234075751263.04196,453842940189.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-861303622776.7865
