sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-49030.39517231833,0.0,-0.0004903039517231832,1.1623739843408764e+23,1.4160346389888656e+24,0.0,1.01864320485232e+24,116237398434.0876,1416034638988.8652,0.0,1527964807278.48,0.0,0.0,0.0,940984991876.8131,0.0,0.0,0.0,0.0,116237398434.08746,1416034638988.863,0.0,640269036660.9015,0.0,0.0,0.0,-53289221259.23641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889359.006586813,380325.2580991054,4.844798221027102e-65,941537296251.3065,0.0,0.0,0.0,0.0,105174.87743695425,5966080.718619385,7.600013366867345e-64,939531245080.0323,0.0,0.0,0.0,0.0,116244505822.62482,1416085399913.9998,62589821.105793454,640269043123.6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169116663.1256542,0.0,0.0,0.0,0.001753674994688481,0.0,0.0,0.0,-940984991876.8131,0.0,0.0,0.0,939370240151.4954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53289221259.23641,0.0,0.0,0.0,-51674469533.91634,-49030.395172316574,-6.310887241768095e-19,-0.0004903039517231656,-6.3108872417680944e-27,1.1623739843408764e+23,1.4160346389888656e+24,0.0,1.0186432048523204e+24,116237398434.0876,1416034638988.8652,0.0,1527964807278.4805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939370240151.4954,116237398434.08746,1416034638988.863,0.0,640269036660.9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51674469533.91634
0.02,-1,-1,1,0.0,-49022.42780345801,0.0,-0.0004902242780345801,1.1623739813515714e+23,1.4160346266499207e+24,0.0,1.0183116863075492e+24,116237398135.1571,1416034626649.9204,0.0,1527467529461.3237,0.0,0.0,0.0,941000916959.8058,0.0,0.0,0.0,0.0,116237398135.15695,1416034626649.9175,0.0,640269036539.6587,0.0,0.0,0.0,-53802424038.14199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889405.7157600727,379054.95879796037,4.82861663177249e-65,941558573023.5952,0.0,0.0,0.0,0.0,105057.44078103045,5967351.010086685,7.601631525862858e-64,939509917160.8842,0.0,0.0,0.0,0.0,116244505822.62509,1416085399914.0005,62589821.10579343,640269043123.6013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8466572819582847.0,0.0,0.0,0.0,12699.85922937427,0.0,0.0,0.0,-941000916959.8058,0.0,0.0,0.0,939347379519.9939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53802424038.14199,0.0,0.0,0.0,-52148873898.47056,-49022.427803456216,-1.8932661725304287e-18,-0.0004902242780345621,-1.8932661725304283e-26,1.1623739813515714e+23,1.4160346266499207e+24,0.0,1.0183116947741224e+24,116237398135.1571,1416034626649.9204,0.0,1527467542161.1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939347379519.9939,116237398135.15695,1416034626649.9175,0.0,640269036539.6587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52148873898.47056
0.04,-1,-1,1,0.0,-49014.25237594848,0.0,-0.0004901425237594847,1.162373978450059e+23,1.4160346142889514e+24,0.0,1.017971517791574e+24,116237397845.00586,1416034614288.951,0.0,1526957276687.361,0.0,0.0,0.0,941016988072.3414,0.0,0.0,0.0,0.0,116237397845.00569,1416034614288.9482,0.0,640269036413.4928,0.0,0.0,0.0,-54328747798.47438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889447.6698609544,377790.2912958188,4.8125068638675904e-65,941580132619.1357,0.0,0.0,0.0,0.0,104943.82069247623,5968615.669786147,7.603242502723078e-64,939488304637.872,0.0,0.0,0.0,0.0,116244505822.62503,1416085399913.999,62589821.10579344,640269043123.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2083775318107956.2,0.0,0.0,0.0,3125.6629771619337,0.0,0.0,0.0,-941016988072.3414,0.0,0.0,0.0,939324193312.2733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54328747798.47438,0.0,0.0,0.0,-52635949912.74383,-49014.25237594669,-1.262177448353619e-18,-0.0004901425237594668,-1.2621774483536189e-26,1.162373978450059e+23,1.4160346142889514e+24,0.0,1.0179715198753488e+24,116237397845.00586,1416034614288.951,0.0,1526957279813.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939324193312.2733,116237397845.00569,1416034614288.9482,0.0,640269036413.4928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52635949912.74383
0.06,-1,-1,1,0.0,-49005.855719692096,0.0,-0.0004900585571969209,1.1623739756357002e+23,1.416034601903658e+24,0.0,1.0176221412809718e+24,116237397563.56999,1416034601903.6577,0.0,1526433211921.4575,0.0,0.0,0.0,941033196959.002,0.0,0.0,0.0,0.0,116237397563.5698,1416034601903.6543,0.0,640269036282.0151,0.0,0.0,0.0,-54869021319.55987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889484.9168030173,376531.1425361848,4.796467479888845e-65,941601975423.1259,0.0,0.0,0.0,0.0,104833.96824550559,5969874.810773622,7.60484644119039e-64,939466407081.1196,0.0,0.0,0.0,0.0,116244505822.62505,1416085399913.9993,62589821.10579341,640269043123.6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242391274867308.0,0.0,0.0,0.0,1863.5869123009616,0.0,0.0,0.0,-941033196959.002,0.0,0.0,0.0,939300678500.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54869021319.55987,0.0,0.0,0.0,-53136500997.838,-49005.85571969027,-1.8932661725304287e-18,-0.0004900585571969027,-1.8932661725304283e-26,1.1623739756357002e+23,1.416034601903658e+24,0.0,1.0176221425233625e+24,116237397563.56999,1416034601903.6577,0.0,1526433213785.0437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939300678500.8667,116237397563.5698,1416034601903.6543,0.0,640269036282.0151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53136500997.838
0.08,-1,-1,1,0.0,-48997.22321637788,0.0,-0.0004899722321637787,1.1623739729075424e+23,1.4160345894905723e+24,0.0,1.0172629506308411e+24,116237397290.75421,1416034589490.572,0.0,1525894425946.2617,0.0,0.0,0.0,941049536516.2133,0.0,0.0,0.0,0.0,116237397290.75403,1416034589490.5686,0.0,640269036144.782,0.0,0.0,0.0,-55424146714.734474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889517.507296102,375277.29541547387,4.780495717210061e-65,941624103737.2648,0.0,0.0,0.0,0.0,104727.82535364458,5971128.6501514,7.606443617527396e-64,939444222138.6527,0.0,0.0,0.0,0.0,116244505822.62476,1416085399913.999,62589821.10579343,640269043123.6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520150137589080.5,0.0,0.0,0.0,2280.2252063836204,0.0,0.0,0.0,-941049536516.2133,0.0,0.0,0.0,939276829789.9115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55424146714.734474,0.0,0.0,0.0,-53651437708.2079,-48997.2232163761,-1.8932661725304287e-18,-0.000489972232163761,-1.8932661725304283e-26,1.1623739729075424e+23,1.4160345894905723e+24,0.0,1.0172629521509908e+24,116237397290.75421,1416034589490.572,0.0,1525894428226.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939276829789.9115,116237397290.75403,1416034589490.5686,0.0,640269036144.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53651437708.2079
0.1,-1,-1,1,0.0,-48988.33877036743,0.0,-0.0004898833877036743,1.1623739702644542e+23,1.416034577046056e+24,0.0,1.0168932756575331e+24,116237397026.44539,1416034577046.0557,0.0,1525339913486.2996,0.0,0.0,0.0,941065998182.1228,0.0,0.0,0.0,0.0,116237397026.44519,1416034577046.0525,0.0,640269036001.302,0.0,0.0,0.0,-55995120697.12661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889545.499745792,374028.5334905536,4.764588821784364e-65,941646519391.2264,0.0,0.0,0.0,0.0,104625.32778395589,5972377.404361331,7.608034307138826e-64,939421747930.6792,0.0,0.0,0.0,0.0,116244505822.6247,1416085399913.9995,62589821.10579345,640269043123.6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3430932103370588.0,0.0,0.0,0.0,5146.398155055882,0.0,0.0,0.0,-941065998182.1228,0.0,0.0,0.0,939252642068.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55995120697.12661,0.0,0.0,0.0,-54181759437.09262,-48988.338770365604,-1.8932661725304287e-18,-0.000489883387703656,-1.8932661725304283e-26,1.1623739702644542e+23,1.416034577046056e+24,0.0,1.0168932790884655e+24,116237397026.44539,1416034577046.0557,0.0,1525339918632.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939252642068.487,116237397026.44519,1416034577046.0525,0.0,640269036001.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54181759437.09262
0.12,-1,-1,1,0.0,-48979.184785099664,0.0,-0.0004897918478509966,1.1623739677057097e+23,1.416034564566586e+24,0.0,1.0165123862885728e+24,116237396770.57094,1416034564566.5857,0.0,1524768579432.8591,0.0,0.0,0.0,941082573117.3295,0.0,0.0,0.0,0.0,116237396770.57071,1416034564566.5837,0.0,640269035851.0193,0.0,0.0,0.0,-56583029535.487404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889568.935386861,372784.6719207949,4.748744442344673e-65,941669224870.7964,0.0,0.0,0.0,0.0,104526.42634415021,5973621.258242933,7.609618745151385e-64,939398981918.5533,0.0,0.0,0.0,0.0,116244505822.62483,1416085399913.999,62589821.105793424,640269043123.6002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3327491636370115.0,0.0,0.0,0.0,4991.237454555172,0.0,0.0,0.0,-941082573117.3295,0.0,0.0,0.0,939228109259.2913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56583029535.487404,0.0,0.0,0.0,-54728560686.212074,-48979.18478509795,-1.8932661725304287e-18,-0.0004897918478509794,-1.8932661725304283e-26,1.1623739677057097e+23,1.416034564566586e+24,0.0,1.0165123896160657e+24,116237396770.57094,1416034564566.5857,0.0,1524768584424.0986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939228109259.2913,116237396770.57071,1416034564566.5837,0.0,640269035851.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54728560686.212074
0.14,-1,-1,1,0.0,-48969.741649787065,0.0,-0.0004896974164978706,1.1623739652300476e+23,1.4160345520481211e+24,0.0,1.0161194653881974e+24,116237396523.00473,1416034552048.1208,0.0,1524179198082.296,0.0,0.0,0.0,941099250402.8506,0.0,0.0,0.0,0.0,116237396523.00453,1416034552048.1184,0.0,640269035693.3077,0.0,0.0,0.0,-57189088013.86207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889587.876113768,371545.4950547569,4.732959835313217e-65,941692221922.045,0.0,0.0,0.0,0.0,104431.05358568116,5974860.427446331,7.611197205922857e-64,939375922304.2245,0.0,0.0,0.0,0.0,116244505822.62509,1416085399914.001,62589821.10579343,640269043123.6017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3224099873277708.5,0.0,0.0,0.0,4836.149809916562,0.0,0.0,0.0,-941099250402.8506,0.0,0.0,0.0,939203225629.7283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57189088013.86207,0.0,0.0,0.0,-55293058404.58995,-48969.741649785225,-1.8932661725304287e-18,-0.0004896974164978521,-1.8932661725304283e-26,1.1623739652300476e+23,1.4160345520481211e+24,0.0,1.0161194686122976e+24,116237396523.00473,1416034552048.1208,0.0,1524179202918.4463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939203225629.7283,116237396523.00453,1416034552048.1184,0.0,640269035693.3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55293058404.58995
0.16,-1,-1,1,0.0,-48959.987635141726,0.0,-0.0004895998763514172,1.1623739628362298e+23,1.4160345394863847e+24,0.0,1.0157136088023595e+24,116237396283.62296,1416034539486.3843,0.0,1523570413203.539,0.0,0.0,0.0,941116017983.4362,0.0,0.0,0.0,0.0,116237396283.62274,1416034539486.3818,0.0,640269035527.4504,0.0,0.0,0.0,-57814640307.34937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2889602.3816374606,370310.78964452574,4.717232287948543e-65,941715512503.7542,0.0,0.0,0.0,0.0,104339.14354412188,5976095.125218208,7.612769960727409e-64,939352567075.344,0.0,0.0,0.0,0.0,116244505822.62495,1416085399914.0,62589821.10579342,640269043123.6006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3120577397943047.5,0.0,0.0,0.0,4680.866096914571,0.0,0.0,0.0,-941116017983.4362,0.0,0.0,0.0,939177984803.1888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57814640307.34937,0.0,0.0,0.0,-55876602446.23592,-48959.987635139965,-1.8932661725304287e-18,-0.0004895998763513996,-1.8932661725304283e-26,1.1623739628362298e+23,1.4160345394863847e+24,0.0,1.0157136119229367e+24,116237396283.62296,1416034539486.3843,0.0,1523570417884.4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939177984803.1888,116237396283.62274,1416034539486.3818,0.0,640269035527.4504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55876602446.23592
